workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,problem_date,action,cluster_id,cluster_name
1112553,2012-06-30 11:33,2012-07-01 12:25,N546ND,5126.7,7110,#2 COWL SHOCK MOUNT SUPPORT CRACKED.,2012-07-01,"REMOVED MOUNT SUPPORT, FABRICATED NEW PIECE & RIVETED. REPAIR DONE IAW CESSNA REPAIR MANUAL 51-40-00.",c_12,cowling miss/loose/damage
1112553,2012-06-30 11:33,2012-07-01 12:25,N546ND,5126.7,2400,BATTERY SUPPORT BRACKET CRACKED.,2012-07-01,"FABRICATED BATTERY SUPPORT PIECE, RIVETED PIECE TO BATTERY TRAY. REPAIR DONE IAW CESSNA REPAIR MANUAL 51-40-00.",c_14,cylinder crack/fail/need part repair
1112565,2012-07-01 07:36,2012-07-01 13:21,N569ND,5814.9,550,FLAPS EXTENDED TO 20 DEGREES @ 92 KTS.,2012-07-01,C/W FLAP OVERSPEED INSPECTION IAW CESSNA MM CH 5-50-00.,c_26,engine/propeller overspeed or damage
1112566,2012-07-01 08:00,2012-07-02 14:52,N538ND,5195.9,2510,COPILOT SEAT HEIGHT JACK SCREW STRIPPED.,2012-07-01,"INSTALLED NEW JACK SCREW & NUT, LUBRICATED. OPS CK GOOD.",c_8,baffle screw miss/loose
1112566,2012-07-01 08:00,2012-07-02 14:52,N538ND,5195.9,2510,LEFT SEAT FAILED AMSAFE TEST.,2012-07-02,REINSTALLED INTERIOR REMOVED FOR REPAIR.,c_6,baffle plug need repair/replace
1112568,2012-07-01 08:58,2012-07-01 13:19,N512ND,7508.5,5210,BOTH PILOT & COPILOT DOOR HANDLES STUCK IN OPEN POSITION. ABLE TO CLOSE ONLY BY SLOWLY PULLING DOOR SHUT. COPILOT DOOR LOCKS FROM OUTSIDE WHEN CLOSED.,2012-07-01,COULD NOT DUPLICATE DISCREPANCY. BOTH PILOT & COPILOT DOOR LATCHES OPS CHECK GOOD.,c_36,pilot/in-flight noticed issue
1112569,2012-07-01 09:05,2012-08-01 10:27,N318JR,9713.6,3200,TAIL WHEEL TIRE WORN.,2012-07-01,REMOVED & REPLACED TIRE & TUBE.,c_18,drain line/tube damage
1112569,2012-07-01 09:05,2012-08-01 10:27,N318JR,9713.6,3200,TAIL WHEEL LEAF SPRING BROKEN.,2012-07-01,ORDERED SET OF LEAF SPRINGS.,c_10,baffle spring damage
1112569,2012-07-01 09:05,2012-08-01 10:27,N318JR,9713.6,3200,TAIL WHEEL LEAF SPRING BROKEN.,2012-07-30,REMOVED & REPLACED W/ NEW SPRINGS.,c_10,baffle spring damage
1112569,2012-07-01 09:05,2012-08-01 10:27,N318JR,9713.6,5540,RUDDER DAMAGED DURING TOWING.,2012-07-30,INSTALLATION IAW DECTHLON 8KCAB SERVICE MANUAL SEC IV& V. MAINTENANCE FLIGHT REQUIRED. NAV LIGHT OPS CHECK GOOD.,c_32,oil cooler need maintenance
1112576,2012-07-01 10:40,2012-07-01 13:28,N8363C,4607.6,9530,CHT BOUNCES IN FLT.,2012-07-01,REMOVED & REPLACED CHT TEMP SENDER. SEE W/O #1112583 FOR TEST FLT.,c_16,cylinder head/exhaust gas temperature issue
1112578,2012-07-01 11:58,2012-07-01 13:18,N528ND,6477.4,7410,LEFT MAG DROPPED 220.,2012-07-01,"RAN A/C, LEANED TO PEAK EGT, MAGS CHECKED GOOD.",c_16,cylinder head/exhaust gas temperature issue
1112580,2012-07-01 12:43,2012-07-01 13:12,N494ND,18506.5,7710,"ON CLIMB OUT, RIGHT ENGINE SHOWED 300 RPM DISCREP W/ LEFT ENGINE. LH ENGINE SHOWED 2700 RPM, R/H SHOWED 2370 RPM. UNABLE TO SET R/H RPM ABOVE 2600 RPM.",2012-07-01,"RAN UP A/C, COULD NOT DUPLICATE DISCREP. CHECKED TACHOMETER W/ ELECTRIC TACH, CHECKED OK. SWAPPED L/H & R/H TACH PICKUPS FOR TROUBLESHOOTING. SEE W/O #1112585 FOR MX FLIGHT.",c_22,engine idle/rpm issue
1112583,2012-07-01 13:33,2012-07-01 13:09,N8363C,4607.6,580,NEED MX FLT TO CHECK CHT.,2012-07-01,OPS CHECK GOOD. GERARD PRISTERS 3255602 CFI 1/14.,c_16,cylinder head/exhaust gas temperature issue
1112584,2012-07-01 13:49,2012-07-01 13:29,N515ND,6709.2,7170,A/C LEAKING LARGE AMOUNT OF OIL FROM BREATHER.,2012-07-01,"THROTTLE & MIXTURE TRAVEL CHECK GOOD. RAN ENGINE, OPS & LEAK CK GOOD. DETERMINED ENGINE MAY HAVE BEEN FLOODED, FUEL OVERFLOW DRAINAGE PERSISTED DUE TO MIXTURE CONTROL POSITION. REINSTALLED COWL.",c_12,cowling miss/loose/damage
1112584,2012-07-01 13:49,2012-07-01 13:29,N515ND,6709.2,7170,A/C LEAKING LARGE AMOUNT OF OIL FROM BREATHER.,2012-07-01,"INSPECTION REVEALED THAT LIQUID WAS FUEL. REMOVED COWL & SERVO AIR INLET DUCT, INSPECTED. NO MORE FUEL WAS DRIPPING. CHECKED FOR LEAKING DIAPHRAM BY RUNNING PUMP (ELECTRIC), NO DEFECTS NOTED. NOTED WHEN ENTERING A/C THAT MIXTURE WAS NOT AT ICO.",c_12,cowling miss/loose/damage
1112587,2012-07-01 06:52,2012-07-03 11:14,N7364H,4790.4,7200,ENGINE IDLE OVERRIDE KILLED ENGINE.,2012-07-01,"TRIED TO ADJUST IDLE SEVERAL TIMES, WOULDN'T ADJUST.",c_22,engine idle/rpm issue
1112587,2012-07-01 06:52,2012-07-03 11:14,N7364H,4790.4,7200,ENGINE IDLE OVERRIDE KILLED ENGINE.,2012-07-02,REMOVED & REPLACED FUEL SERVO W/ OVERHAULED S/N 86200574 (EXTRA TIME NEEDED TO RESOLVE THROTTLE RIGGING).,c_22,engine idle/rpm issue
1112587,2012-07-01 06:52,2012-07-03 11:14,N7364H,4790.4,7200,ENGINE IDLE OVERRIDE KILLED ENGINE.,2012-07-03,"A/C WAS RUN UP, SET IDLE SPEED, MIXTURE OK, NO LEAKS NOTED.",c_22,engine idle/rpm issue
1112588,2012-07-02 06:54,2012-07-02 14:42,N598ND,7949.4,400,"SB UND13, TRIM TAB RIB INSP DUE.",2012-07-02,INSTALLED & TIGHTENED HARDWARE.,c_27,induction damage/hardware fail
1112588,2012-07-02 06:54,2012-07-02 14:42,N598ND,7949.4,400,"SL 1087, WING AFT SPAR BOLT TORQUE CK DUE.",2012-07-02,"C/W SL BY CHECKING TORQUE, NO DEFECTS NOTED.",c_2,baffle bolt miss/damage
1112588,2012-07-02 06:54,2012-07-02 14:42,N598ND,7949.4,400,"AD 2004-25-16R1, FUEL REG SHUT OFF VALVE INSP DUE. EFF DATE 6/20/05.",2012-07-02,"INSP VALVE, NO LEAKS FOUND AT THIS TIME. NEXT DUE @ 1330.0 TACH.",c_15,cylinder exhaust valve/stuck valve issue
1112589,2012-07-02 06:55,2012-07-02 13:48,N526ND,5908.8,7100,"ENGINE ROUGHNESS IN PATTERN AT 2200 RPM, ENGINE RAN ROUGH FOR 3 - 5 SECONDS & CLEARED OUT.",2012-07-02,"RAN A/C THROUGH VARIOUS POWER & MIXTURE SETTINGS, COULD NOT DUPLICATE DISCREP. OPS CK GOOD.",c_24,engine run rough
1112590,2012-07-02 06:56,2012-07-02 15:01,N524ND,5505.8,3240,LEFT MAIN TIRE WORN.,2012-07-02,REMOVED & REPLACED LEFT MAIN TIRE & TUBE.,c_18,drain line/tube damage
1112591,2012-07-02 06:57,2012-07-02 14:49,N566ND,6524.9,3240,NOSE TIRE WENT FLAT ON TAXI.,2012-07-02,REMOVED & REPLACED NOSE TIRE & TUBE.,c_18,drain line/tube damage
1112595,2012-07-02 07:16,2012-07-02 13:46,N508ND,4293.0,2730,"EXCESSIVE PLAY IN AILERONS (ABOUT 1"" OF MOVEMENT W/O ANY AFFECT).",2012-07-02,ADJUSTED CONTROL CABLES FOR CONTROL COLUMN. TRAVEL & TENSION CHECK GOOD.,c_31,mixture fail/need adjust
1112596,2012-07-02 07:20,2012-07-02 13:47,N576ND,5345.6,7710,ENGINE DIED DURING IDLE CK ON RUN UP.,2012-07-02,"RAN A/C, IDLE IS W/IN SPECS. COULD NOT DUPLICATE DISCREP. OPS CK GOOD.",c_22,engine idle/rpm issue
1112598,2012-07-02 08:01,2012-07-03 11:02,N6111V,15331.2,3410,ALTIMETER MISSING PIXELS.,2012-07-03,REPLACED ALTIMETER W/ S/N M012354. OPERATION & PITOT/STATIC LEAK CHECKS GOOD.,c_2,baffle bolt miss/damage
1112599,2012-07-02 08:06,2012-07-02 13:49,N571ND,5828.7,7200,"HAD ENGINE CHOKE & BRIEFLY LOSE POWER ON DEPARTURE. FULL THROTTLE, NOSE APPROX 8"" NOSE UP, ENGINE INSTRUMENTS NORMAL.",2012-07-02,"PERFORMED ENGINE RUN UP, FOUND CYL 2 LOWER PLUG FOULED. LEANED MIXTURE TO CLEAN SPARK PLUG. MAG DROP & OPS CHECK GOOD. SEE W/O #1112601 FOR MAINTENANCE FLIGHT.",c_30,magneto failure
1112600,2012-07-02 08:13,2012-07-02 14:54,N550ND,6322.5,6100,PROP IS NICKED.,2012-07-02,FILED PROP.,c_26,engine/propeller overspeed or damage
1112600,2012-07-02 08:13,2012-07-02 14:54,N550ND,6322.5,7110,TOP COWLING IS MISSING A CAM LOCK.,2012-07-02,INSTALLED NEW CAM LOCK.,c_12,cowling miss/loose/damage
1112600,2012-07-02 08:13,2012-07-02 14:54,N550ND,6322.5,7110,#6 COWL SHOCK MOUNT IS TORN.,2012-07-02,REMOVED & REPLACE SHOCK MOUNT.,c_12,cowling miss/loose/damage
1112600,2012-07-02 08:13,2012-07-02 14:54,N550ND,6322.5,7230,#2 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.,2012-07-02,REMOVED & REPLACED GASKETS.,c_37,rocker cover leak/loose/damage
1112601,2012-07-02 08:20,2012-07-03 13:44,N571ND,5828.7,580,MAINTENANCE FLIGHT REQUIRED TO ENSURE SMOOTH ENGINE OPERATION.,2012-07-03,PERFORMED MX FLIGHT. ENGINE OPERATED SMOOTHLY. KYLE CATLIN CFI 3416860.,c_21,engine failure/fire/time out
1112613,2012-07-02 09:32,2012-07-02 14:59,N536ND,5774.1,550,FLAP OVERSPEED.,2012-07-02,"INSPECTED A/C IAW AMM FLAP OVERSPEED, NO DISCREP NOTED.",c_26,engine/propeller overspeed or damage
1112620,2012-07-02 10:47,2012-07-02 13:52,N811TT,8539.7,2310,"RADIO HAD STATIC INTERFERENCE W/ ENGINE RUNNING, MAKING IT DIFFICULT TO HEAR EACH OTHER.",2012-07-02,"BENCH TESTED RADIO. RESET SQUELCH THRESHOLD W/IN LIMITS. CHECKED OPERATION W/ & W/O ENGINE RUNNING. OPERATION CHECKS GOOD. CHECKED INTERCOM & RADIO CONNECTIONS & WIRING, NO FURTHER PROBLEMS FOUND.",c_21,engine failure/fire/time out
1112622,2012-07-02 11:46,2012-07-02 15:13,N577ND,6250.5,3240,LEFT TIRE HAS CORD SHOWING.,2012-07-02,REPLACED TIRE & TUBE.,c_18,drain line/tube damage
1112624,2012-07-02 14:12,2012-07-03 11:05,N491ND,18788.0,5300,L/H SCUPPER DRAIN FELL OFF.,2012-07-02,REINSTALLED SCUPPER DRAIN.,c_18,drain line/tube damage
1112624,2012-07-02 14:12,2012-07-03 11:05,N491ND,18788.0,6100,R/H ENGINE PROP CRANKSHAFT BUSHING DISPLACED.,2012-07-02,REMOVED PROPELLER.,c_20,engine crankcase/crankshaft/firewall near repair
1112624,2012-07-02 14:12,2012-07-03 11:05,N491ND,18788.0,5540,FWD BOLT FOR RUDDER TRIM TAB PUSH ROD IS LOOSE.,2012-07-02,REPLACED BOLT & SECURED.,c_17,cylinder/exhaust push rod/tube damage
1112624,2012-07-02 14:12,2012-07-03 11:05,N491ND,18788.0,2510,COPILOTS SHOULDER HARNESS FRAYED.,2012-07-02,REMOVED & REPLACED COPILOTS SHOULDER HARNESS.,c_30,magneto failure
1112624,2012-07-02 14:12,2012-07-03 11:05,N491ND,18788.0,7820,R/H AFT MUFFLER HAS INTERNAL DAMAGE.,2012-07-02,REMOVED & REPLACED R/H AFT MUFFLER W/ S/N 20604.,c_10,baffle spring damage
1112624,2012-07-02 14:12,2012-07-03 11:05,N491ND,18788.0,400,"SL 1087, WING AFT SPAR BOLT TQ CK DUE.",2012-07-02,"C/W SL, NO DEFECTS NOTED. NEXT DUE @ 3010.0 TACH.",c_2,baffle bolt miss/damage
1112624,2012-07-02 14:12,2012-07-03 11:05,N491ND,18788.0,6100,R/H ENGINE PROP CRANKSHAFT BUSHING DISPLACED.,2012-07-03,RESET BUSHING POSITION & REINSTALLED PROP. TORQUED & SAFETIED.,c_20,engine crankcase/crankshaft/firewall near repair
1112625,2012-07-02 14:14,2012-07-03 11:16,N2077E,17061.2,6530,EPOXY CHIPPED OFF OF RIVET ON T/R BLADE.,2012-07-02,APPLIED 2 PART EPOXY TO RIVET.,c_7,baffle rivet loose/miss/damage
1112625,2012-07-02 14:14,2012-07-03 11:16,N2077E,17061.2,7710,ENGINE TACH NEEDLE BOUNCES +/- 150 RPM IN HOVER.,2012-07-02,CLEANED & LUBRICATED ENGINE TACH CABLE.,c_21,engine failure/fire/time out
1112625,2012-07-02 14:14,2012-07-03 11:16,N2077E,17061.2,7710,ENGINE TACH NEEDLE BOUNCES +/- 150 RPM IN HOVER.,2012-07-03,"RAN A/C, CHECKED OK.",c_22,engine idle/rpm issue
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,6100,PROP BLADES NICKED.,2012-07-02,BLENDED PROP.,c_26,engine/propeller overspeed or damage
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,7410,L/H MAG TIME CHANGE DUE.,2012-07-02,OPS & LEAK CHECK GOOD.,c_30,magneto failure
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,7410,R/H MAG TIME CHANGE DUE.,2012-07-02,OPS & LEAK CHECK GOOD.,c_30,magneto failure
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,3240,L/H MLG TIRE WORN.,2012-07-02,REMOVED & REPLACED L/H TIRE & TUBE.,c_18,drain line/tube damage
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,5250,R/H CABIN DOOR PANEL SCREWS LOOSE.,2012-07-02,TIGHTENED LOOSE SCREWS.,c_25,engine seal/tube/bolt loose or damage
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,7230,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,2012-07-02,TIGHTENED SCREWS.,c_37,rocker cover leak/loose/damage
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,7910,OIL FILLER TUBE LOOSE.,2012-07-02,TIGHTENED & RESAFETIED OIL FILLER TUBE.,c_33,oil dipstick/tube need repair
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,5630,R/H FWD DOOR WINDOW HINGE LOOSE.,2012-07-02,REMOVED & REPLACED LOOSE RIVETS.,c_25,engine seal/tube/bolt loose or damage
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,3140,PLASTIC STALL WARNING PORT CRACKED.,2012-07-02,APPLIED 2 PART EPOXY TO CRACK.,c_14,cylinder crack/fail/need part repair
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,7230,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,2012-07-02,TIGHTENED HOSE CLAMPS.,c_27,induction damage/hardware fail
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,7410,L/H MAG TIME CHANGE DUE.,2012-07-02,REMOVED & REPLACED MAGNETO W/ S/N 09021017.,c_30,magneto failure
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,7410,R/H MAG TIME CHANGE DUE.,2012-07-02,REMOVED & REPLACED MAGNETO W/ S/N 11030415.,c_30,magneto failure
1112626,2012-07-02 14:31,2012-07-02 14:07,N579ND,4823.7,2730,ELEVATORS HIT HORZ STAB HINGE SUPPORT.,2012-07-02,"ADJUSTED ELEVATOR CONTROL TRAVEL IAW CESSNA MM 27-30-00 (REV 13). CHECKED ELEVATOR CONTROL CABLE TENSION, CK GOOD.",c_31,mixture fail/need adjust
1112630,2012-07-02 15:07,2012-07-02 15:15,N529ND,7653.0,6100,PROP NICKED.,2012-07-02,DRESSED PROP.,c_26,engine/propeller overspeed or damage
1112630,2012-07-02 15:07,2012-07-02 15:15,N529ND,7653.0,7230,#3 INTAKE IS LEAKING.,2012-07-02,REMOVED & REPLACED GASKET.,c_28,intake gasket leak/damage
1112630,2012-07-02 15:07,2012-07-02 15:15,N529ND,7653.0,7110,TOP COWLING NEEDS CHAFE TAPE.,2012-07-02,APPLIED CHAFE TAPE.,c_12,cowling miss/loose/damage
1112644,2012-07-02 16:11,2012-07-02 15:20,N509ND,5874.9,6100,PROP IS NICKED.,2012-07-02,DRESSED PROP.,c_26,engine/propeller overspeed or damage
1112644,2012-07-02 16:11,2012-07-02 15:20,N509ND,5874.9,7110,#7 COWL SHOCK MOUNT TORN.,2012-07-02,REMOVED & REPLACED #7 COWL SHOCK MOUNT.,c_12,cowling miss/loose/damage
1112645,2012-07-02 18:47,2012-07-02 14:49,N565ND,6530.9,6100,PROP NICKED.,2012-07-02,DRESSED PROP.,c_26,engine/propeller overspeed or damage
1112645,2012-07-02 18:47,2012-07-02 14:49,N565ND,6530.9,7230,#2 INTAKE IS LEAKING.,2012-07-02,REMOVED & REPLACED #2 INTAKE GASKET.,c_28,intake gasket leak/damage
1112645,2012-07-02 18:47,2012-07-02 14:49,N565ND,6530.9,7230,#4 ROCKER COVER IS LEAKING.,2012-07-02,REMOVED & REPLACED #4 ROCKER COVER GASKET.,c_37,rocker cover leak/loose/damage
1112645,2012-07-02 18:47,2012-07-02 14:49,N565ND,6530.9,7110,"#2, 3, 10 & 11 COWL SHOCK MOUNTS TORN.",2012-07-02,REMOVED & REPLACED COWL SHOCK MOUNTS.,c_12,cowling miss/loose/damage
1112646,2012-07-03 06:41,2012-07-03 15:18,N525ND,6060.1,6100,PROP NICKED.,2012-07-03,FILED PROP.,c_26,engine/propeller overspeed or damage
1112646,2012-07-03 06:41,2012-07-03 15:18,N525ND,6060.1,7110,#4 COWL MOUNT WORN.,2012-07-03,REMOVED & REPLACED #4 COWL MOUNT.,c_12,cowling miss/loose/damage
1112646,2012-07-03 06:41,2012-07-03 15:18,N525ND,6060.1,7100,200 RPM DROP IN RPM.,2012-07-03,"RAN A/C IAW CESSNA MAINTENANCE MANUAL, OPS CK GOOD.",c_22,engine idle/rpm issue
1112646,2012-07-03 06:41,2012-07-03 15:18,N525ND,6060.1,7110,COWLING SHOWING SIGNS OF CHAFING.,2012-07-03,CLEANED COWLING & APPLIED ANTI-CHAFE TAPE.,c_12,cowling miss/loose/damage
1112646,2012-07-03 06:41,2012-07-03 15:18,N525ND,6060.1,5210,PILOTS DOOR TRIM COMING LOOSE.,2012-07-03,"DISASSEMBLED INTERIOR DOOR, ATTACHED TRIM & REINSTALLED INTERIOR OF DOOR.",c_25,engine seal/tube/bolt loose or damage
1112647,2012-07-03 06:50,2012-07-03 14:33,N576ND,5352.8,7110,LOOSE SCREWS ON COWLING (2 EACH).,2012-07-03,TIGHTENED SCREWS.,c_12,cowling miss/loose/damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,2900,HYD PWR PACK LOW.,2012-07-03,SERVICED PWR PACK.,c_13,cylinder compression issue
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,2730,YOKED STICKY.,2012-07-03,CLEANED BOTH CONTROL YOKES.,c_31,mixture fail/need adjust
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,5300,"FOD IN TAIL COVER, BELOW TRIM.",2012-07-03,REMOVED FOD.,c_37,rocker cover leak/loose/damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,6100,PROP HAS SMALL NICKS.,2012-07-03,FILED NICKS FROM PROP.,c_26,engine/propeller overspeed or damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,7320,ENGINE IDLE RPM IS TOO LOW.,2012-07-03,ADJUSTED IDLE SCREW.,c_22,engine idle/rpm issue
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,1210,BRAKE CYL RESERVOIR LOW.,2012-07-03,ADDED MIL-H-5606 TO SPECS.,c_13,cylinder compression issue
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,5700,BOTH WING FUEL TANK SCREWS ARE LOOSE.,2012-07-03,TIGHTENED ALL SCREWS ON BOTH TANKS.,c_25,engine seal/tube/bolt loose or damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,2510,"ON BOTH SEATS, UPHOLSTERY COMING LOOSE, LWR SEAT FWD PART.",2012-07-03,SECURED UPHOLSTERY.,c_25,engine seal/tube/bolt loose or damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,400,"SL 1087, WING AFT SPAR BOLT TORQUE CHECK DUE.",2012-07-03,"COMPLETED TORQUE CHECK, CHECKS GOOD.",c_2,baffle bolt miss/damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,3210,BOTH MAIN STRUTS LOW.,2012-07-06,SERVICED STRUTS W/ N2.,c_13,cylinder compression issue
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,7110,SCREW MISSING ON LOWER COWL.,2012-07-06,INSTALLED SCREW.,c_12,cowling miss/loose/damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,3220,R/H NOSE COWL DOOR UPPER ROD END BEARING WORN OUT.,2012-07-06,REPLACED W/ NEW ROD END.,c_12,cowling miss/loose/damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,5310,"COVER CABLE SHIELD FOR AFT BULKHEAD, AFT OF BATTERY, LOOSE.",2012-07-06,SECURED SHIELD.,c_37,rocker cover leak/loose/damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,2510,R/H SHOULDER HARNESS PLASTIC COVER SCREW PULLED THRU COVER.,2012-07-06,INSTALLED LARGER SCREW & WASHER.,c_37,rocker cover leak/loose/damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,2730,R/H FWD STABILATOR CABLE WORN & HAS BROKEN STRAND.,2012-07-07,REMOVED FWD RUDDER PULLEYS & STABILATOR PUSH ROD TO GAIN ACCESS. REMOVED FWD STABILATOR PULLEYS. REMOVED DAMAGED CABLE. ROUTED NEW STABILATOR CABLE. REINSTALLED FWD STABILATOR PULLEYS & FWD RUDDER PULLEYS. REINSTALLED STABILATOR PUSH ROD.,c_17,cylinder/exhaust push rod/tube damage
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,7320,ENGINE IDLE RPM IS TOO LOW.,2012-07-08,RUN UP CK GOOD.,c_22,engine idle/rpm issue
1112648,2012-07-03 06:59,2012-07-08 13:54,N282ND,10463.2,2730,R/H FWD STABILATOR CABLE WORN & HAS BROKEN STRAND.,2012-07-08,TRAVEL & TENSION CHECKS GOOD. REINSTALLED TUNNEL COVERS. SEE W/O #1112791 FOR MAINTENANCE FLIGHT.,c_32,oil cooler need maintenance
1112649,2012-07-03 07:06,2012-07-03 10:50,N552ND,7263.6,6100,PROP HAS NICKS.,2012-07-03,DRESSED PROP.,c_26,engine/propeller overspeed or damage
1112649,2012-07-03 07:06,2012-07-03 10:50,N552ND,7263.6,7110,"#2, 6, 10 & 11 COWL SHOCK MOUNTS ARE TORN.",2012-07-03,REMOVED & REPLACED MOUNTS.,c_12,cowling miss/loose/damage
1112651,2012-07-03 07:16,2012-07-03 10:53,N6111V,15341.4,2420,#1 INVERTER INTERMITTENT IN FLIGHT.,2012-07-03,REPLACED INVERTER W/ S/N 1881. OPS CK'ED OK.,c_36,pilot/in-flight noticed issue
1112652,2012-07-03 07:41,2012-07-03 15:08,N521ND,5404.5,3240,"ON POST FLIGHT, FOUND RIGHT MAIN TIRE W/ CORD SHOWING.",2012-07-03,REMOVED & REPLACED MLG TIRE & TUBE.,c_18,drain line/tube damage
1112653,2012-07-03 08:22,2012-07-03 14:34,N573ND,5818.9,7200,"HOLDING SHORT OF RUNWAY, AFTER COMPLETION OF RUN UP, ENGINE DIED TWICE AT IDLE RPM.",2012-07-03,"PERFORMED ENGINE RUN UP, ADJUSTED IDLE & CLEANED SPARK PLUGS BY LEANING MIXTURE. COULD NOT DUPLICATE ENGINE DYING ISSUE.",c_22,engine idle/rpm issue
1112666,2012-07-03 10:04,2012-07-03 14:35,N317JR,1486.5,3240,TAIL WHEEL TIRE LOW.,2012-07-03,SERVICED TIRE.,c_13,cylinder compression issue
1112667,2012-07-03 10:12,2012-07-03 14:35,N7079P,8591.9,6510,WHITE M/R BLADE GRIP GREASE ZERK LEAKING GREASE.,2012-07-03,REMOVED & REPLACED ZERK. LEAK CHECK GOOD.,c_28,intake gasket leak/damage
1112674,2012-07-03 13:15,2012-07-03 14:40,N1728Q,13317.6,7320,IDLE WAS VERY ROUGH.,2012-07-03,ADJUSTED IDLE.,c_22,engine idle/rpm issue
1112674,2012-07-03 13:15,2012-07-03 14:40,N1728Q,13317.6,7320,IDLE WAS VERY ROUGH.,2012-07-03,OPS CHECK GOOD.,c_22,engine idle/rpm issue
1112675,2012-07-03 13:43,2012-07-03 14:57,N512ND,7527.7,8010,A/C DID NOT START.,2012-07-03,ASSISTED CREW IN STARTING ENGINE.,c_1,aircraft start/external issue
1112676,2012-07-03 14:21,2012-07-03 14:39,N575ND,4374.0,5510,CRACK FOUND IN PLASTIC OF R/H STABILIZER.,2012-07-03,STOP DRILLED CRACK & 2 PART EPOXIED.,c_4,baffle crack/damage/loose/miss
1112677,2012-07-03 14:23,2012-07-03 10:43,N537ND,5875.2,6100,PROP BLADES NICKED.,2012-07-03,REMOVED NICKS FROM PROP BLADES.,c_26,engine/propeller overspeed or damage
1112677,2012-07-03 14:23,2012-07-03 10:43,N537ND,5875.2,7230,L/H REAR ENGINE BAFFLE CRACKED.,2012-07-03,STOP DRILLED CRACK.,c_4,baffle crack/damage/loose/miss
1112677,2012-07-03 14:23,2012-07-03 10:43,N537ND,5875.2,7230,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,2012-07-03,TIGHTENED HOSE CLAMPS.,c_27,induction damage/hardware fail
1112677,2012-07-03 14:23,2012-07-03 10:43,N537ND,5875.2,7920,CYL OIL RETURN HOSE CLAMPS LOOSE (ALL CYLS).,2012-07-03,TIGHTENED HOSE CLAMPS.,c_35,oil return line issue
1112677,2012-07-03 14:23,2012-07-03 10:43,N537ND,5875.2,7230,"#1, 2 & 3 ROCKER BOX COVER GASKETS LEAKING.",2012-07-03,INSTALLED NEW ROCKER BOX COVER GASKETS.,c_37,rocker cover leak/loose/damage
1112678,2012-07-03 14:29,2012-07-03 14:38,N509ND,5883.9,3220,"ON POST FLIGHT, NOSE WHEEL STRUT LEAKING FROM TOP SEAL.",2012-07-03,"INSPECTED NOSE STRUT, NO LEAK NOTED AFTER INSPECTION.",c_9,baffle seal loose/damage
1112683,2012-07-03 15:12,2012-07-03 15:01,N558ND,6476.7,6100,PROP NICKED.,2012-07-03,DRESSED PROP.,c_26,engine/propeller overspeed or damage
1112683,2012-07-03 15:12,2012-07-03 15:01,N558ND,6476.7,7110,#2 & 4 COWL SHOCK MOUNTS TORN.,2012-07-03,REMOVED & REPLACED COWL SHOCK MOUNTS.,c_12,cowling miss/loose/damage
