workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,problem_date,action,cluster_id,cluster_name
1112683,2012-07-03 15:12,2012-07-03 15:01,N558ND,6476.7,7160,INTAKE PAPER AIR FILTER IS BROKEN.,2012-07-03,REMOVED & REPLACED INDUCTION AIR FILTER IAW AD 84-26-02 (EFF DATE 1/29/85). NEXT DUE @ 2593.4 TACH.,c_27,induction damage/hardware fail
1112684,2012-07-03 15:50,2012-07-03 10:47,N516ND,9748.4,6100,PROP IS NICKED.,2012-07-03,DRESSED PROP.,c_26,engine/propeller overspeed or damage
1112684,2012-07-03 15:50,2012-07-03 10:47,N516ND,9748.4,3240,R/H MAIN TIRE CORD SHOWING.,2012-07-03,REMOVED & REPLACED TIRE & TUBE.,c_18,drain line/tube damage
1112684,2012-07-03 15:50,2012-07-03 10:47,N516ND,9748.4,7230,#2 ROCKER COVER GASKET LEAKING.,2012-07-03,REMOVED & REPLACED #2 ROCKER COVER GASKET.,c_37,rocker cover leak/loose/damage
1112684,2012-07-03 15:50,2012-07-03 10:47,N516ND,9748.4,7110,"#1, 2, 3 COWL SHOCK MOUNTS TORN.",2012-07-03,"REMOVED & REPLACED #1, 2, 3 COWL SHOCK MOUNTS.",c_12,cowling miss/loose/damage
1112684,2012-07-03 15:50,2012-07-03 10:47,N516ND,9748.4,7230,#1 & 3 ROCKER COVER GASKET LEAKING.,2012-07-03,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKET.,c_37,rocker cover leak/loose/damage
1112685,2012-07-03 15:58,2012-07-03 14:41,N567ND,6560.1,7410,"RUN UP @ 1800 RPM, L/H MAG DROP 280 RPM & R/H MAG DROP 90 RPM. LEANED FOR PEAK RPM PER STAN MAN. RETESTED MAGS @ 1800 RPM, L/H DROP 280, R/H DROP 80.",2012-07-03,"LEANED MIXTURE TO CLEAR PLUGS, MAG DROPS GOOD.",c_30,magneto failure
1112686,2012-07-03 16:39,2012-07-03 15:00,N593ND,8467.5,7410,"RIGHT ENGINE, R/H MAG DROPPED 300 - 400 RPM BELOW 2000, ATTEMPTED BURN OFF PROCEDURE TWICE.",2012-07-03,"PERFORMED SPARK PLUG BURN IN, MAG DROP GOOD.",c_30,magneto failure
1112687,2012-07-03 16:44,2012-07-03 15:01,N513ND,9472.1,2750,FLAPS WERE EXTENDED 20 DEGREES AT 87 KIAS.,2012-07-03,"INSPECTED IAW CESSNA MM OVERSPEED INSPECTION, NO DEFECTS NOTED.",c_26,engine/propeller overspeed or damage
1112689,2012-07-03 17:13,2012-07-03 15:22,N514ND,10441.7,6100,PROP HAS NICKS.,2012-07-03,DRESSED NICKS FROM PROP.,c_26,engine/propeller overspeed or damage
1112689,2012-07-03 17:13,2012-07-03 15:22,N514ND,10441.7,7110,CAM LOCK ON COWLING BROKEN.,2012-07-03,INSTALLED NEW CAM LOCK.,c_12,cowling miss/loose/damage
1112689,2012-07-03 17:13,2012-07-03 15:22,N514ND,10441.7,7320,FUEL SERVO MOUNTING NUT MISSING.,2012-07-03,INSTALLED NEW MOUNT NUT.,c_2,baffle bolt miss/damage
1112689,2012-07-03 17:13,2012-07-03 15:22,N514ND,10441.7,7310,CYL #3 FUEL INJECTOR POSSIBLE LEAK.,2012-07-03,"OPS CHECK GOOD, NO LEAKS.",c_14,cylinder crack/fail/need part repair
1112689,2012-07-03 17:13,2012-07-03 15:22,N514ND,10441.7,7310,CYL #3 FUEL INJECTOR POSSIBLE LEAK.,2012-07-03,"RETORQUED INTERIOR NOZZLE, CLEANED FUEL STAIN.",c_14,cylinder crack/fail/need part repair
1112692,2012-07-03 18:26,2012-07-03 15:21,N529ND,7667.4,3240,NOSE TIRE FLAT UPON LANDING.,2012-07-03,REMOVED & REPLACED NLG TUBE & TIRE. SERVICED TUBE AS NEEDED.,c_18,drain line/tube damage
1112693,2012-07-03 18:41,2012-07-03 15:09,N574ND,10278.4,6100,PROP BLADE NICKED.,2012-07-03,REMOVED NICKS FROM PROP BLADES.,c_26,engine/propeller overspeed or damage
1112693,2012-07-03 18:41,2012-07-03 15:09,N574ND,10278.4,7110,#1 COWL SHOCK MOUNT BAD.,2012-07-03,INSTALLED NEW #1 COWL SHOCK MOUNT.,c_12,cowling miss/loose/damage
1112693,2012-07-03 18:41,2012-07-03 15:09,N574ND,10278.4,7920,CYL OIL RETURN TUBE HOSE CLAMPS LOOSE (ALL CYLS).,2012-07-03,TIGHTENED HOSE CLAMPS.,c_35,oil return line issue
1112694,2012-07-03 18:43,2012-07-03 14:59,N550ND,6336.9,5530,SCREW IS MISSING ON TAIL INSP PANEL.,2012-07-03,INSTALLED NEW SCREW.,c_8,baffle screw miss/loose
1112696,2012-07-03 19:32,2012-07-03 14:57,N492ND,13997.1,7100,"DURING INITIAL CLIMB W/ FULL POWER, MP OBSERVED SAME, BUT RPM BETWEEN LEFT & R/H ENGINE OBSERVED 180 RPM DIFFERENCE W/ R/H ENGINE 2640 & LEFT 2460.",2012-07-03,RAN A/C & FOUND BOTH L/H & R/H ENGINES PERFORMING 2650 RPM. COULD NOT DUPLICATE PROBLEM.,c_22,engine idle/rpm issue
1112697,2012-07-03 19:39,2012-07-03 10:52,N548ND,5036.1,7410,LEFT MAG DROPPED IN EXCESS OF 180 RPM.,2012-07-03,"RAN A/C & CONFIRMED EXCESS RPM DROP. TIMED MAG TO SPECS, OPS CHECK GOOD.",c_30,magneto failure
1112697,2012-07-03 19:39,2012-07-03 10:52,N548ND,5036.1,3700,FOUND OIL LEAK BY VACUUM PUMP.,2012-07-03,"INSPECTED A/C & FOUND OIL LEAK AT VAC PUMP DRIVE. REPLACED GASKETS. RAN A/C, LEAK CK GOOD.",c_34,oil leak/pressure issue
1112698,2012-07-03 20:03,2012-07-03 10:55,N539ND,8630.4,3240,NOSE TIRE FLAT.,2012-07-03,REMOVED & REPLACED NLG TIRE & TUBE. SERVICED TIRE AS NEEDED.,c_18,drain line/tube damage
1112698,2012-07-03 20:03,2012-07-03 10:55,N539ND,8630.4,7410,"DURING RUN UP NOTICED LEFT MAG DROP OF 190 - 200 RPM. ATTEMPTED TO BURN OFF PLUGS, NO CHANGE.",2012-07-03,RAN A/C & PERFORMED MAG DROP TEST. FOUND TO BE W/IN SPECS IAW LYCOMING OPERATORS MANUAL.,c_30,magneto failure
1112700,2012-07-03 22:30,2012-07-05 13:52,N567ND,6561.3,7410,"ON RUN UP, LEFT MAG DROPPED 250 RPM, R/H MAG ZERO RPM. PERFORMED LEANING PROCEDURE FOR PEAK RPM. AFTER TRYING TO CLEAN PLUGS, LEFT MAG STILL DROPPED 250 RPM & RIGHT MAG SHOWED NO DECREASE.",2012-07-05,PERFORMED MAG CHECK NOTING #4 LEFT MAG PLUG WAS FOULED. CLEARED FOULED PLUG BY LEANING TO PEAK EGT. PERFORMED MAG CHECK NOTING NO DISCREP.,c_16,cylinder head/exhaust gas temperature issue
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7310,FUEL SERVO MOUNTING NUTS LOOSE.,2012-07-04,TIGHTENED NUTS.,c_25,engine seal/tube/bolt loose or damage
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7230,ROCKER BOX COVER SCREWS LOOSE.,2012-07-04,TIGHTENED SCREWS.,c_37,rocker cover leak/loose/damage
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,6100,PROP BLADES NICKED.,2012-07-04,REMOVED NICKS FROM PROP BLADES.,c_26,engine/propeller overspeed or damage
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7910,OIL FILLER TUBE LOOSE.,2012-07-04,TIGHTENED & RESAFETIED OIL FILLER TUBE.,c_33,oil dipstick/tube need repair
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7410,L/H MAG EXTERNAL TIMING OUT OF SPECS.,2012-07-04,RETIMED L/H MAG TO ENGINE.,c_30,magneto failure
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,5210,CABIN DOOR L/H & R/H INTERIOR TRIM PANELS LOOSE.,2012-07-04,TIGHTENED SCREWS.,c_25,engine seal/tube/bolt loose or damage
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7160,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,2012-07-04,TIGHTENED HOSE CLAMPS.,c_27,induction damage/hardware fail
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7920,CYL OIL RETURN TUBE HOSE CLAMPS LOOSE (ALL CYL).,2012-07-04,TIGHTENED HOSE CLAMPS.,c_35,oil return line issue
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,2400,LEAD ACID BATTERY WATER LEVEL LOW.,2012-07-04,SERVICED BATTERY W/ DISTILLLED WATER.,c_13,cylinder compression issue
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,3470,LOWER ADS-B ANTENNA MISSING.,2012-07-05,REPLACED BROKEN ANTENNA.,c_2,baffle bolt miss/damage
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7410,L/H MAG EXTERNAL TIMING OUT OF SPECS.,2012-07-05,OPS & LEAK CK GOOD.,c_30,magneto failure
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,5700,L/H TIE DOWN RING THREADS STRIPPED OUT.,2012-07-05,INSTALLED NEW TIE DOWN RING.,c_11,baffle tie/tie rod loose or damage
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,5720,L/H WING TIP CRACKED.,2012-07-05,STOP DRILLED CRACK & REPAIRED W/ 2 PART EPOXY.,c_14,cylinder crack/fail/need part repair
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,7230,#1 ENGINE BAFFLE CRACKED.,2012-07-05,FABRICATED PATCH OF LIKE MATERIAL & RIVETED IAW CESSNA SE SRM.,c_4,baffle crack/damage/loose/miss
1112702,2012-07-04 07:09,2012-07-05 15:06,N545ND,6180.8,2730,ELEVATOR HITTING HORZ STAB HINGE SUPPORT.,2012-07-05,ADJUSTED ELEVATOR CONTROL TRAVEL IAW CESSNA MM 27-30-00. ADJUSTED ELEVATOR CABLE CONTROL TENSIONS IAW CESSNA MM 6-10-00 & 27-30-00.,c_31,mixture fail/need adjust
