workorder,open,close,tail,airframe,ata,label,label_id,cleaned_problem,original_problem,date,ata2,original_action
1162121,3/17/17,3/17/17,N560ND,C172,7230,intake gasket leak/damage,c_28,#2 & 4 CYL INTAKE GASKETS ARE LEAKING.,#2 & 4 CYL INTAKE GASKETS ARE LEAKING.,3/17/17,7230,REMOVED & REPLACED GASKETS.
1162127,3/17/17,3/17/17,N550ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE LEAKING.,#4 INTAKE LEAKING.,3/17/17,7230,REMOVED & REPLACED GASKET.
1162142,3/20/17,3/20/17,N695ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENG #4 INTAKE LEAKING.,L/H ENG #4 INTAKE LEAKING.,3/20/17,7230,REMOVED & REPLACED W/ NEW GASKETS.
1162143,3/20/17,3/20/17,N556ND,C172,561,intake gasket leak/damage,c_28,#3 INTAKE GASKET LEAKING.,#3 INTAKE GASKET LEAKING.,3/20/17,7230,INSTALLED NEW GASKET.
1162144,3/20/17,3/20/17,N508ND,C172,7230,baffle seal loose/damage,c_9,#1 CYL FWD BAFFLE SEAL HAS COME LOOSE.,#1 CYL FWD BAFFLE SEAL HAS COME LOOSE.,3/20/17,7230,RESECURED SEAL.
1162144,3/20/17,3/20/17,N508ND,C172,7230,intake gasket leak/damage,c_28,#1 CYL INTAKE GASKET IS LEAKING.,#1 CYL INTAKE GASKET IS LEAKING.,3/20/17,7230,REMOVED & REPLACED GASKET.
1162144,3/20/17,3/20/17,N508ND,C172,7230,rocker cover leak/loose/damage,c_37,"#2, 3 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.","#2, 3 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.",3/20/17,7230,REMOVED & REPLACED GASKETS.
1162176,3/20/17,3/20/17,N783ND,SEMI,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING ON R/H ENGINE.,#3 INTAKE LEAKING ON R/H ENGINE.,3/20/17,7230,REMOVED & REPLACED GASKET.
1162208,3/21/17,3/22/17,N688ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENG #3 & 4 INTAKE GASKETS ARE LEAKING.,R/H ENG #3 & 4 INTAKE GASKETS ARE LEAKING.,3/21/17,7230,INSTALLED NEW GASKETS.
1162208,3/21/17,3/22/17,N688ND,SEMI,7230,rocker cover leak/loose/damage,c_37,"3 ROCKERS & PUSH RODS SCORED (#2 IN, 2 EX, 3 EX).","3 ROCKERS & PUSH RODS SCORED (#2 IN, 2 EX, 3 EX).",3/21/17,7230,REPLACED ROCKERS & PUSH RODS.
1162208,3/21/17,3/22/17,N688ND,SEMI,7230,cylinder compression issue,c_13,"L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.","L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.",3/21/17,7230,"REMOVED ALL CYLINDERS, REINSTALLED 4 NEW CYLINDERS. TOR"
1162208,3/21/17,3/22/17,N688ND,SEMI,7230,cylinder compression issue,c_13,"L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.","L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.",3/22/17,7230,"INSTALLED REMAINING BAFFLES, INTAKE & EXHAUST. SERVICED"
1162208,3/21/17,3/22/17,N688ND,SEMI,7230,cylinder compression issue,c_13,"L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.","L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.",3/22/17,7230,"RAN A/C, OPS & LEAK CK GOOD. SEE W/O #1162272 FOR BREAK"
1162213,3/21/17,3/22/17,N549ND,C172,7230,intake gasket leak/damage,c_28,"#1, 3, 4 INTAKE GASKETS LEAKING.","#1, 3, 4 INTAKE GASKETS LEAKING.",3/21/17,7230,REMOVED & REPLACED GASKETS.
1162242,3/21/17,3/21/17,N529ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE IS LEAKING.,#2 INTAKE IS LEAKING.,3/21/17,7230,REMOVED & REPLACED GASKET.
1162242,3/21/17,3/21/17,N529ND,C172,7230,rocker cover leak/loose/damage,c_37,"CYL #1, 3 ROCKER DRAIN LINES LEAKING.","CYL #1, 3 ROCKER DRAIN LINES LEAKING.",3/21/17,7230,TIGHTENED ROCKER DRAIN CLAMPS.
1162266,3/22/17,3/23/17,N653ND,C172,7200,engine need repair/reinstall/clean,c_23,ENGINE CHANGE REQUIRED.,ENGINE CHANGE REQUIRED.,3/23/17,7200,COMPLETED INSTALLATION OF ENGINE & COMPONENTS. ROUTING
1162266,3/22/17,3/23/17,N653ND,C172,7200,engine need repair/reinstall/clean,c_23,ENGINE CHANGE REQUIRED.,ENGINE CHANGE REQUIRED.,3/22/17,7200,REMOVED OLD ENGINE & HUNG OVERHAULED ENGINE S/N L-31117
1162266,3/22/17,3/23/17,N653ND,C172,7200,engine failure/fire/time out,c_21,ENGINE CHANGE REQUIRED.,ENGINE CHANGE REQUIRED.,3/23/17,7200,RUN UP & LEAK CK GOOD. REINSTALLED COWLING. SEE W/O #11
1162266,3/22/17,3/23/17,N653ND,C172,7200,engine failure/fire/time out,c_21,ENGINE CHANGE REQUIRED.,ENGINE CHANGE REQUIRED.,3/23/17,7200,SET ALTERNATOR BELT TENSION & SAFETIED. PRE-OILED ENGIN
1162275,3/22/17,3/22/17,N527ND,C172,7230,oil return line issue,c_35,BAFFLE TIE ROD IS CHAFING ON #4 OIL RETURN LINE.,BAFFLE TIE ROD IS CHAFING ON #4 OIL RETURN LINE.,3/22/17,7230,REMOVED & REPLACED LINE. REPOSITIONED TIE ROD TO CREATE
1162276,3/22/17,3/23/17,N507ND,C172,7210,engine crankcase/crankshaft/firewall near repair,c_20,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,3/23/17,7210,LEAK CK GOOD.
1162276,3/22/17,3/23/17,N507ND,C172,7230,rocker cover leak/loose/damage,c_37,"#1, 4 ROCKER BOX GASKET NEEDS TO BE REPLACED.","#1, 4 ROCKER BOX GASKET NEEDS TO BE REPLACED.",3/22/17,7230,REPLACED GASKETS.
1162276,3/22/17,3/23/17,N507ND,C172,7210,engine crankcase/crankshaft/firewall near repair,c_20,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,CRANKSHAFT FRONT SEAL NEEDS TO BE REPLACED.,3/22/17,7210,REPLACED FWD CRANKSHAFT SEAL.
1162291,3/23/17,4/20/17,N317JR,DECA,7230,baffle crack/damage/loose/miss,c_4,"CRACKS ON ENGINE BAFFLE, AFT OF #3 CYL.","CRACKS ON ENGINE BAFFLE, AFT OF #3 CYL.",3/23/17,7230,STOP DRILLED CRACKS.
1162306,3/23/17,3/23/17,N558ND,C172,7200,engine run rough,c_24,"UPON ENGINE START, NOTICED ENGINE WAS RUNNING EXTREMELY ROUG","UPON ENGINE START, NOTICED ENGINE WAS RUNNING EXTREMELY ROUG",3/23/17,7200,"RAN UP A/C, CLEARED SPARK PLUGS. COULD NOT DUPLICATE DI"
1162308,3/23/17,3/24/17,N557ND,C172,7230,cylinder compression issue,c_13,#1 CYL COMPRESSION LOW.,#1 CYL COMPRESSION LOW.,3/24/17,7233,OPS & LEAK CK GOOD.
1162308,3/23/17,3/24/17,N557ND,C172,7230,cylinder compression issue,c_13,#1 CYL COMPRESSION LOW.,#1 CYL COMPRESSION LOW.,3/23/17,7233,"REMOVED & REPLACED #1 CYLINDER, DUE TO BURNT EXHAUST VA"
1162308,3/23/17,3/24/17,N557ND,C172,7230,baffle crack/damage/loose/miss,c_4,#3 AFT BAFFLE TAB IS LOOSE.,#3 AFT BAFFLE TAB IS LOOSE.,3/24/17,7230,REMOVED BAFFLE. INSTALLED & TIGHTENED NEW HARDWARE. REI
1162313,3/23/17,3/23/17,N539ND,C172,7230,intake gasket leak/damage,c_28,CYL #4 INTAKE GASKETS IS LEAKING.,CYL #4 INTAKE GASKETS IS LEAKING.,3/23/17,7230,REMOVED & REPLACED GASKET.
1162326,3/24/17,3/30/17,N330PE,BE90,7200,engine run rough,c_24,"INLET SCREEN COWL PANEL RUBBER UNSECURE, L/H ENGINE.","INLET SCREEN COWL PANEL RUBBER UNSECURE, L/H ENGINE.",3/28/17,7200,"SECURED PANEL SEALS, L/H SIDE PANELS."
1162326,3/24/17,3/30/17,N330PE,BE90,7200,cylinder crack/fail/need part repair,c_14,L/H ENGNIE O/B BULKHEAD HAS CRACK BY ATTACH HOLES FOR LOWER,L/H ENGNIE O/B BULKHEAD HAS CRACK BY ATTACH HOLES FOR LOWER,3/28/17,7200,FABRICATED DOUBLER OUT OF 2024 T3 .040 ALUMINUM & RIVET
1162338,3/24/17,3/27/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,INTAKES #2 & 3 LEAKING ON R/H ENGINE.,INTAKES #2 & 3 LEAKING ON R/H ENGINE.,3/27/17,7230,REMOVED & REPLACED GASKETS.
1162338,3/24/17,3/27/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,"INTAKES #2, 3 & 4 LEAKING ON L/H ENGINE.","INTAKES #2, 3 & 4 LEAKING ON L/H ENGINE.",3/27/17,7230,REMOVED & REPLACED GASKETS.
1162400,3/27/17,3/27/17,N559ND,C172,7230,intake gasket leak/damage,c_28,"#2, 4 INTAKES LEAKING.","#2, 4 INTAKES LEAKING.",3/27/17,7230,REMOVED & REPLACE GASKETS.
1162430,3/28/17,3/28/17,N575ND,C172,7230,baffle screw miss/loose,c_8,"SCREW BEHIND DIPSTICK TUBE LOOSE, FOR BAFFLE.","SCREW BEHIND DIPSTICK TUBE LOOSE, FOR BAFFLE.",3/28/17,7230,TIGHTENED SCREW.
1162442,3/28/17,3/29/17,N528ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE LEAKING.,#1 INTAKE LEAKING.,3/28/17,7230,REPLACED GASKET.
1162451,3/29/17,3/31/17,N574ND,C172,7230,rocker cover leak/loose/damage,c_37,LOWER ROCKER BOX SCREWS LOOSE ON CYL 1 & 3.,LOWER ROCKER BOX SCREWS LOOSE ON CYL 1 & 3.,3/31/17,7230,TIGHTENED SCREWS.
1162459,3/29/17,3/31/17,N678ND,C172,8010,engine run rough,c_24,"ON ENGINE START UP, ENGINE MADE LOUD GRINDING NOISE, THAT DI","ON ENGINE START UP, ENGINE MADE LOUD GRINDING NOISE, THAT DI",3/30/17,7260,"REMOVED ACCESSORY CASE & OIL SUMP. CLEANED OUT FOD, INS"
1162469,3/29/17,3/29/17,N563ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,3/29/17,7230,REMOVED & REPLACED GASKET.
1162470,3/29/17,3/29/17,N579ND,C172,7230,intake gasket leak/damage,c_28,CYL #3 INTAKE GASKET IS LEAKING.,CYL #3 INTAKE GASKET IS LEAKING.,3/29/17,7230,REPLACED GASKET.
1162545,3/31/17,3/31/17,N565ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE LEAKING.,#4 INTAKE LEAKING.,3/31/17,7230,REPLACED INTAKE GASKET.
1162567,3/31/17,3/31/17,N507ND,C172,7200,engine run rough,c_24,AUDIBLE RPM LOSS & ENGINE ROUGHNESS WHILE LEVELING IN DOWN W,AUDIBLE RPM LOSS & ENGINE ROUGHNESS WHILE LEVELING IN DOWN W,3/31/17,7200,"PERFORMED COMPRESSION CK: CYL #1-78, #2-75, #3-78, #4-7"
1162578,1/4/17,1/4/17,N546ND,C172,7230,intake tube/bolt/seal/boot loose or damage,c_29,AIR BOX ELBOW HAS CRACK.,AIR BOX ELBOW HAS CRACK.,1/4/17,7230,REMOVED ELBOW & REPLACED W/ SERVICEABLE.
1162585,1/4/17,3/4/17,N572ND,C172,7230,baffle crack/damage/loose/miss,c_4,BAFFLE ABOVE CYL #1 IS CRACKED.,BAFFLE ABOVE CYL #1 IS CRACKED.,2/4/17,7230,STOP DRILLED CRACK.
1162597,3/4/17,3/4/17,N687ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENGINE #4 INTAKE LEAKING.,L/H ENGINE #4 INTAKE LEAKING.,3/4/17,7230,REPLACED INTAKE GASKET.
1162597,3/4/17,3/4/17,N687ND,SEMI,7230,engine carburetor need maintenance,c_19,R/H ENGINE CARB AIR BOX LOOSE.,R/H ENGINE CARB AIR BOX LOOSE.,3/4/17,7230,TIGHTENED BOLTS & SAFETIED.
1162638,3/4/17,3/4/17,N568ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE LEAKING.,#1 INTAKE LEAKING.,3/4/17,7230,REMOVED & REPLACED GASKET.
1162639,3/4/17,4/4/17,N525ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE LEAKING.,#4 INTAKE LEAKING.,4/4/17,7230,REMOVED & REPLACED GASKET.
1162639,3/4/17,4/4/17,N525ND,C172,7230,baffle screw miss/loose,c_8,SCREW MISSING ON AFT R/H BAFFLE.,SCREW MISSING ON AFT R/H BAFFLE.,4/4/17,7230,INSTALLED NEW SCREW.
1162676,4/4/17,4/4/17,N562ND,C172,7230,baffle screw miss/loose,c_8,"BAFFLE SCREW, BY OIL TUBE, LOOSE.","BAFFLE SCREW, BY OIL TUBE, LOOSE.",4/4/17,7230,TIGHTENED SCREW.
1162676,4/4/17,4/4/17,N562ND,C172,7230,intake gasket leak/damage,c_28,BLACK FWD SEAL WEAR SPOTS FROM INTAKE.,BLACK FWD SEAL WEAR SPOTS FROM INTAKE.,4/4/17,7230,APPLIED RED RTV TO WORN SPOTS.
1162682,4/4/17,4/4/17,N557ND,C172,7200,engine failure/fire/time out,c_21,"FAULTY MAG ON RUN UP, RAN FAULTY MAG CK LIST 2 TIMES W/ SOME","FAULTY MAG ON RUN UP, RAN FAULTY MAG CK LIST 2 TIMES W/ SOME",4/4/17,7200,"PERFORMED GROUND RUN, NO DEFECTS NOTED. OPS CK'ED GOOD."
1162691,4/4/17,5/4/17,N740ND,ARCH,7230,intake tube/bolt/seal/boot loose or damage,c_29,ALTERNATE AIR BOX BUSHINGS ARE WORN.,ALTERNATE AIR BOX BUSHINGS ARE WORN.,5/4/17,7230,REPLACED W/ SERVICEABLE AIR BOX.
1162692,4/4/17,5/4/17,N508ND,C172,7230,rocker cover leak/loose/damage,c_37,#1 ROCKER BOX GASKET LEAKING.,#1 ROCKER BOX GASKET LEAKING.,5/4/17,7230,REMOVED & REPLACED GASKET.
1162696,5/4/17,5/4/17,N530ND,C172,7230,intake gasket leak/damage,c_28,"#3, 4 INTAKES LEAKING.","#3, 4 INTAKES LEAKING.",5/4/17,7230,REPLACED GASKETS.
1162713,5/4/17,5/4/17,N680ND,SEMI,7230,intake gasket leak/damage,c_28,#2 & 3 INTAKES LEAKING ON R/H ENGINE.,#2 & 3 INTAKES LEAKING ON R/H ENGINE.,5/4/17,7230,REMOVED & REPLACED GASKETS.
1162713,5/4/17,5/4/17,N680ND,SEMI,7230,intake gasket leak/damage,c_28,ALL 4 INTAKES LEAKING ON L/H ENGINE.,ALL 4 INTAKES LEAKING ON L/H ENGINE.,5/4/17,7230,REMOVED & REPLACED ALL GASKETS ON L/H ENGINE.
1162713,5/4/17,5/4/17,N680ND,SEMI,7230,cylinder compression issue,c_13,"LOW COMPRESSION ON CYLINDER #2, L/H ENGINE.","LOW COMPRESSION ON CYLINDER #2, L/H ENGINE.",5/4/17,7233,FOUND COMPRESSION BELOW 40/80 PSI & LEAKING OUT EXHAUST
1162714,5/4/17,5/4/17,N529ND,C172,561,cylinder head/exhaust gas temperature issue,c_16,"INTAKE GASKETS #3 & 4 CYL, LEAK.","INTAKE GASKETS #3 & 4 CYL, LEAK.",5/4/17,7230,REMOVED & REPLACED GASKETS.
1162728,5/4/17,5/4/17,N574ND,C172,550,engine idle/rpm issue,c_22,RPM HIT 2720 DURING FLIGHT.,RPM HIT 2720 DURING FLIGHT.,5/4/17,7200,INSP AS PER LYCOMING SB 369N FOR LESS THAN 5% OVERSPEED
1162730,6/4/17,6/4/17,N513ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,6/4/17,7230,REMOVED & REPLACED GASKET.
1162752,6/4/17,6/4/17,N782ND,SEMI,7230,intake gasket leak/damage,c_28,"L/H ENG, CYL #4 INTAKE LEAKING.","L/H ENG, CYL #4 INTAKE LEAKING.",6/4/17,7230,REMOVED & REPLACED GASKET.
1162752,6/4/17,6/4/17,N782ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENG CYL #1 PRIMER LINE CHAFING ON INTAKE TUBE.,L/H ENG CYL #1 PRIMER LINE CHAFING ON INTAKE TUBE.,6/4/17,7230,"REMOVED & REPLACED PRIMER LINE SLEEVE, NO DAMAGE NOTED."
1162758,6/4/17,6/4/17,N50405,C150,7230,cylinder crack/fail/need part repair,c_14,FOD @ #2 CYLINDER,FOD @ #2 CYLINDER,6/4/17,7230,REMOVED TIE WRAP FOR FOD
1162772,7/4/17,7/4/17,N571ND,C172,7230,baffle crack/damage/loose/miss,c_4,R/H REAR ENGINE BAFFLE LOOSE.,R/H REAR ENGINE BAFFLE LOOSE.,7/4/17,7230,TIGHTENED SCREWS.
1162791,7/4/17,7/4/17,N514ND,C172,7230,baffle crack/damage/loose/miss,c_4,HARDWARE MISSING FROM AFT R/H BAFFLE.,HARDWARE MISSING FROM AFT R/H BAFFLE.,7/4/17,7230,"RETRIEVED MISSING HARDWARE, REINSTALLED BAFFLE SCREW. R"
1162791,7/4/17,7/4/17,N514ND,C172,7230,mixture fail/need adjust,c_31,"NEED TO ADJUST MIXTURE, 150 RISE @ SHUT DOWN.","NEED TO ADJUST MIXTURE, 150 RISE @ SHUT DOWN.",7/4/17,7230,ADJUSTED AS NEEDED. OPS CK GOOD. SEASONAL ADJUSTMENT MA
1162823,10/4/17,4/17/17,N732ND,ARCH,7230,rocker cover leak/loose/damage,c_37,ALL CYLINDER ROCKER COVERS SCREWS ARE LOOSE.,ALL CYLINDER ROCKER COVERS SCREWS ARE LOOSE.,10/4/17,7230,TIGHTENED ALL SCREWS.
1162825,10/4/17,10/4/17,N781ND,SEMI,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER GASKET LEAKING ON L/H ENGINE.,#3 ROCKER COVER GASKET LEAKING ON L/H ENGINE.,10/4/17,7230,REMOVED & REPLACED GASKET.
1162826,10/4/17,10/4/17,N550ND,C172,7230,intake gasket leak/damage,c_28,#4 CYL INTAKE GASKET IS LEAKING.,#4 CYL INTAKE GASKET IS LEAKING.,10/4/17,7230,REMOVED & REPLACED GASKET.
1162827,10/4/17,10/4/17,N557ND,C172,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING.,#3 INTAKE LEAKING.,10/4/17,7230,REPLACED GASKET.
1162858,10/4/17,10/4/17,N556ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,10/4/17,7230,REMOVED & REPLACED GASKET.
1162859,10/4/17,10/4/17,N575ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,10/4/17,7230,REMOVED & REPLACED GASKET.
1162867,11/4/17,11/4/17,N523ND,C172,7230,baffle seal loose/damage,c_9,"BAFFLE SEALS ON #1, 4 CYLINDERS NEED TO BE SECURED.","BAFFLE SEALS ON #1, 4 CYLINDERS NEED TO BE SECURED.",11/4/17,7230,SECURED BAFFLE SEALS.
1162869,11/4/17,12/4/17,N590ND,SEMI,7230,intake gasket leak/damage,c_28,1 & 4 INTAKE LEAKING ON L/H ENGINE.,1 & 4 INTAKE LEAKING ON L/H ENGINE.,11/4/17,7230,REPLACED GASKETS ON 1 & 4 INTAKES.
1162884,11/4/17,4/25/17,N558ND,C172,7200,engine need repair/reinstall/clean,c_23,REMOVE SERVICEABLE ENGINE ASSY TO PREPARE FOR TRANSPORT FOR,REMOVE SERVICEABLE ENGINE ASSY TO PREPARE FOR TRANSPORT FOR,11/4/17,7200,REMOVED SERVICEABLE ENGINE ASSY; INCLUDING ENGINE MOUNT
1162885,11/4/17,4/24/17,N559ND,C172,550,engine/propeller overspeed or damage,c_26,PROP STRIKE/SUDDEN STOPPAGE.,PROP STRIKE/SUDDEN STOPPAGE.,12/4/17,7200,COMPLETED ENGINE INSTALL IAW CESSNA 172S MX MANUAL.
1162885,11/4/17,4/24/17,N559ND,C172,550,engine/propeller overspeed or damage,c_26,PROP STRIKE/SUDDEN STOPPAGE.,PROP STRIKE/SUDDEN STOPPAGE.,11/4/17,7200,"REMOVED ENGINE ASSY, INCLUDING MOUNT, HOSES, WIRING, AC"
1162892,11/4/17,12/4/17,N783ND,SEMI,7230,rocker cover leak/loose/damage,c_37,R/H ENGINE #2 ROCKER COVER GASKET LEAKING.,R/H ENGINE #2 ROCKER COVER GASKET LEAKING.,12/4/17,7230,REMOVED & REPLACED GASKET.
1162892,11/4/17,12/4/17,N783ND,SEMI,7230,baffle screw miss/loose,c_8,SCREW MISSING FROM L/H FWD BAFFLE ON R/H ENGINE.,SCREW MISSING FROM L/H FWD BAFFLE ON R/H ENGINE.,12/4/17,7230,INSTALLED NEW HARDWARE.
1162892,11/4/17,12/4/17,N783ND,SEMI,7230,rocker cover leak/loose/damage,c_37,"ROCKER COVERS 1, 2 & 3 LEAKING ON L/H ENGINE.","ROCKER COVERS 1, 2 & 3 LEAKING ON L/H ENGINE.",12/4/17,7230,REMOVED & REPLACED GASKETS.
1162892,11/4/17,12/4/17,N783ND,SEMI,7230,intake gasket leak/damage,c_28,"R/H ENGINE #3, 4 CYLINDERS INTAKE GASKETS LEAKING.","R/H ENGINE #3, 4 CYLINDERS INTAKE GASKETS LEAKING.",12/4/17,7230,REMOVED & REPLACED GASKETS.
1162901,11/4/17,11/4/17,N529ND,C172,7200,engine need repair/reinstall/clean,c_23,NOTICED AN ABNORMAL TICKING OR VIBRATION NOISE FROM ENGINE B,NOTICED AN ABNORMAL TICKING OR VIBRATION NOISE FROM ENGINE B,11/4/17,7200,PERFORMED VISUAL INSP OF ENGINE & COMPRESSION CK (#1-64
1162902,11/4/17,11/4/17,N740ND,ARCH,550,engine/propeller overspeed or damage,c_26,OVERSPEED ENGINE BY 20 RPM FOR NO MORE THAN 10 SECONDS.,OVERSPEED ENGINE BY 20 RPM FOR NO MORE THAN 10 SECONDS.,11/4/17,7200,"REVIEWED FDM DATA & FOUND MAX OVERSPEED WAS 2617 RPM, W"
1162926,12/4/17,12/4/17,N565ND,C172,7230,baffle plug need repair/replace,c_6,BAFFLE PLUGS NEED TO BE REPLACED.,BAFFLE PLUGS NEED TO BE REPLACED.,12/4/17,7230,REPLACED PLUGS.
1162926,12/4/17,12/4/17,N565ND,C172,7230,intake gasket leak/damage,c_28,#1 & 3 INTAKE GASKETS ARE LEAKING.,#1 & 3 INTAKE GASKETS ARE LEAKING.,12/4/17,7230,REPLACED GASKETS.
1162934,12/4/17,12/4/17,N563ND,C172,7230,intake gasket leak/damage,c_28,"#2, 3 INTAKE LEAKING.","#2, 3 INTAKE LEAKING.",12/4/17,7230,REMOVED & REPLACED GASKET.
1162936,12/4/17,4/14/17,N524ND,C172,7230,cylinder compression issue,c_13,LOW COMPRESSION ON CYL #3 (55).,LOW COMPRESSION ON CYL #3 (55).,4/14/17,7230,OPS & LEAK CK GOOD.
1162936,12/4/17,4/14/17,N524ND,C172,7230,cylinder compression issue,c_13,LOW COMPRESSION ON CYL #3 (55).,LOW COMPRESSION ON CYL #3 (55).,4/13/17,7230,"REMOVED CYL, FOUND TO BE BURNT EXHAUST VALVE. INSTALLED"
1162950,12/4/17,12/4/17,N641ND,C172,7200,engine failure/fire/time out,c_21,"ENGINE BACK FIRED DURING START, FLAME CAME OUT ENGINE.","ENGINE BACK FIRED DURING START, FLAME CAME OUT ENGINE.",12/4/17,7200,"PERFORMED GROUND RUN, OPS CK'ED GOOD. INSPECTED INLET F"
1162958,4/13/17,4/17/17,N770ND,ARCH,7230,intake gasket leak/damage,c_28,#3 INTAKE GASKET LEAKING.,#3 INTAKE GASKET LEAKING.,4/13/17,7230,REMOVED & REPLACED W/ NEW GASKET.
1162992,4/14/17,4/14/17,N655ND,C172,7230,baffle crack/damage/loose/miss,c_4,BAFFLE CRACKED ON #1 CYLILNDER.,BAFFLE CRACKED ON #1 CYLILNDER.,4/14/17,7230,STOP DRILLED CRACK.
1162997,4/14/17,4/14/17,N528ND,C172,7230,cylinder compression issue,c_13,LOW COMPRESSION ON CYL #1.,LOW COMPRESSION ON CYL #1.,4/14/17,7233,FOUND TO HAVE 57/80 PSI COMP & BURNT EXHAUST VALVE. REM
1162999,4/15/17,4/15/17,N526ND,C172,7230,baffle crack/damage/loose/miss,c_4,BAFFLE ABOVE CYL #1 CRACKED.,BAFFLE ABOVE CYL #1 CRACKED.,4/15/17,7230,STOP DRILLED CRACK.
1162999,4/15/17,4/15/17,N526ND,C172,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER GASKET LEAKING.,#3 ROCKER COVER GASKET LEAKING.,4/15/17,7230,REMOVED & REPLACED GASKET W/ NEW.
1163039,4/17/17,4/17/17,N731ND,ARCH,7230,rocker cover leak/loose/damage,c_37,#1 & 3 ROCKER COVERS LEAKING.,#1 & 3 ROCKER COVERS LEAKING.,4/17/17,7230,REMOVED & REPLACED GASKETS.
1163052,4/17/17,4/18/17,N740ND,ARCH,7230,rocker cover leak/loose/damage,c_37,ALL ROCKER DRAIN LINES ARE SLIGHTLY LOOSE.,ALL ROCKER DRAIN LINES ARE SLIGHTLY LOOSE.,4/18/17,7230,"TIGHTENED ALL LINES ""B"" NUT."
1163076,4/18/17,4/18/17,N513ND,C172,7230,baffle seal loose/damage,c_9,#1 SDIE & FRONT BAFFLE SEALS ARE LOOSE.,#1 SDIE & FRONT BAFFLE SEALS ARE LOOSE.,4/18/17,7230,SECURED BAFFLE SEALS W/ POP RIVETS.
1163091,4/19/17,4/19/17,N695ND,SEMI,7230,intake gasket leak/damage,c_28,"R/H ENG #2, 3, 4 INTAKES LEAKING.","R/H ENG #2, 3, 4 INTAKES LEAKING.",4/19/17,7230,REPLACED INTAKE GASKETS.
1163093,4/19/17,4/19/17,N8363C,H30G,7230,baffle bolt miss/damage,c_2,"#2, 4 CYL BAFFLE TIE ROD BOLT BROKEN.","#2, 4 CYL BAFFLE TIE ROD BOLT BROKEN.",4/19/17,7230,REMOVED & REPLACED BOLT.
1163094,4/19/17,4/19/17,N745ND,ARCH,7210,cylinder crack/fail/need part repair,c_14,BOLT FOR ALT SUPPORT NEEDS SAFETY WIRE.,BOLT FOR ALT SUPPORT NEEDS SAFETY WIRE.,4/19/17,7210,SAFETIED BOLT.
1163120,4/19/17,4/19/17,N585ND,SEMI,7200,engine run rough,c_24,R/H ENGINE RAN ROUGH IN CLIMB & CRUISE. SHUT OFF L/H MAG ON,R/H ENGINE RAN ROUGH IN CLIMB & CRUISE. SHUT OFF L/H MAG ON,4/19/17,7200,RAN A/C. L/H & R/H ENIGNE MAGS CK GOOD. NO ROUGHNESS NO
1163123,4/19/17,4/20/17,N653ND,C172,7200,oil dipstick/tube need repair,c_33,SCREW BEHIND OIL DIPSTICK TUBE LOOSE.,SCREW BEHIND OIL DIPSTICK TUBE LOOSE.,4/20/17,7200,TIGHTENED SCREW.
1163123,4/19/17,4/20/17,N653ND,C172,7230,baffle crack/damage/loose/miss,c_4,L/H UPPER BAFFLE LOOSE ABOVE #2 CYLINDER.,L/H UPPER BAFFLE LOOSE ABOVE #2 CYLINDER.,4/20/17,7230,SECURED W/ RIVET.
