Runways.10176,10058.*A,04/22,42.718333333263026,-82.59814444422155,42.72339166634132,-82.59334166623368
Runways.10177,10058.1*H,H1
Runways.10178,10058.2*H,H1
Runways.10179,10058.5*A,E/W
Runways.10180,10062.11*A,01/19,43.3087020553735,-83.09204488886246,43.31827530533134,-83.09117469444001
Runways.10181,10062.11*A,09/27,43.310260805766504,-83.09741347252866,43.31035441686064,-83.08315438915798
Runways.10182,10064.01*A,17/35
Runways.10183,10064.02*A,01/19,46.33688247198242,-87.39916597236073,46.37038055559256,-87.39153925044575
Runways.10184,10067.*A,10/28,42.25174700027089,-84.96186663900453,42.25063933345701,-84.94902194406555
Runways.10185,10067.*A,H1
Runways.10186,10073.*A,10/28,42.5657799725123,-84.43063649971275,42.56575466657465,-84.41577608319258
Runways.10187,10073.1*A,NE/SW
Runways.10188,10073.11*A,09/27
Runways.10189,10073.5*A,N/S
Runways.10190,10075.01*A,05/23
Runways.10191,10075.01*A,18/36,42.20001111128624,-85.80618611109537,42.194522222058914,-85.80618611109537
Runways.10192,10075.5*A,18/36
Runways.10193,10076.*A,08/26
Runways.10194,10078.*A,03/21,43.62676944445838,-85.26525555553054,43.63002499977286,-85.26217499975763
Runways.10195,10078.*A,09/27,43.62994166686048,-85.2653750000223,43.62994166686048,-85.25765833339115
Runways.10196,10078.02*A,E/W
Runways.10197,10078.02*A,N/S
Runways.10198,10078.03*A,18/36,43.5822222219355,-85.28402777758356,43.57179999994514,-85.28397222217312
Runways.10199,10083.*A,03/21,45.12322008306293,-87.64441708342358,45.13733841650042,-87.63248397188548
Runways.10200,10083.*A,14/32,45.12781013919296,-87.64502272219825,45.11711752747441,-87.6322805834237
Runways.10201,10090.*H,H1
Runways.10202,10092.*A,06/24,43.660213388932206,-84.26533602745158,43.66542094466361,-84.25289294412332
Runways.10203,10092.*A,18/36,43.66718152795347,-84.26409236114469,43.65894852798469,-84.26410425034749
Runways.10204,10094.*A,18/36
Runways.10205,10094.01*A,N/S
Runways.10206,10094.02*A,09/27
Runways.10207,10095.*A,E/W
Runways.10208,10095.01*A,09/27
Runways.10209,10100.*A,10/28,44.67477777790631,-84.12780555555577,44.67488888877725,-84.1162777773486
Runways.10210,10104.*A,03/21,41.93356652771847,-83.43818022262495,41.94623491666336,-83.43115411071567
Runways.10211,10104.01*H,H1
Runways.10212,10104.02*H,H1
Runways.10213,10109.1*A,03/21,44.45831111103596,-84.99680000037986,44.46521388870732,-84.99209722195113
Runways.10214,10109.1*A,09/27,44.463330555791046,-85.00205000014031,44.463330555791046,-84.99209166676941
Runways.10215,10115.*A,01/19,42.60156166675691,-82.83725138865978,42.62642222213046,-82.83641888844492
Runways.10216,10121.*A,05/23,43.62002749969063,-84.74598002805486,43.624116805806956,-84.73839422260443
Runways.10217,10121.*A,09/27,43.62153827753744,-84.74431152778885,43.62130863865076,-84.72543180524411
Runways.10218,10121.01*A,N/S
Runways.10219,10123.*A,18/36
Runways.10220,10124.*A,18/36,46.360069444650634,-86.61810277776289,46.34910000025947,-86.61810277776289
Runways.10221,10127.*A,06/24,43.161631250037004,-86.25088491673338,43.1715033610416,-86.23060083365046
Runways.10222,10127.*A,14/32,43.17500797250519,-86.23752594437912,43.16268947230635,-86.22204580529726
Runways.10223,10127.01*H,H1
Runways.10224,10127.02*H,H1
Runways.10225,10127.03*H,H1
Runways.10226,10127.04*H,H1
Runways.10227,10139.*A,09/27,42.17141111122329,-84.26317499977992,42.1714083336012,-84.25367500034169
Runways.10228,10139.*A,15/33,42.173225000237,-84.26286666653337,42.16712777780674,-84.25864999974254
Runways.10229,10139.02*A,18/36,42.210861111404654,-84.23336111115762,42.204944444123946,-84.23355555599245
Runways.10230,10139.1*A,09/27,42.15591666679952,-84.33819444462725,42.15555555572033,-84.33044444421087
Runways.10231,10150.*H,H1
Runways.10232,10154.*A,04/22,46.30401572242975,-85.45685855558028,46.3099180553432,-85.44943024995196
Runways.10233,10154.*A,11/29,46.31572230559621,-85.46782725020239,46.31163922241044,-85.45184722202113
Runways.10234,10157.*A,08/26,42.5017511110725,-83.62920111077733,42.50449888887544,-83.6182119444482
Runways.10235,10159.01*A,09/27
Runways.10236,10159.02*A,17/35
Runways.10237,10160.*A,04/22,41.832598778078136,-86.22888569465152,41.84015350021263,-86.2221041948924
Runways.10238,10160.*A,15/33,41.84016319433732,-86.22913247263986,41.830842916869955,-86.22070474993546
Runways.10239,10160.1*U,14/32
Runways.10240,10160.2*A,E/W
Runways.10241,10165.71*A,09/27
Runways.10242,10166.*A,09/27,45.16268416658368,-85.58445638861724,45.163141944144265,-85.5702663892852
Runways.10243,10166.*A,16/34,45.169807222462325,-85.57480027815231,45.1629733332524,-85.57108833339713
Runways.10244,10166.01*A,18/36
Runways.10245,10166.51*H,H1
Runways.10246,10166.52*H,H1
Runways.10247,10166.53*H,H1
Runways.10248,10166.54*H,H1
Runways.10249,10166.55*H,H1
Runways.10250,10167.*A,09/27,43.08184722217987,-86.10197500004338,43.08184722217987,-86.09081944416407
Runways.10251,10167.01*A,08/26
Runways.10252,10171.01*H,H1
Runways.10253,10172.*A,18/36
Runways.10254,10180.*A,E/W
Runways.10255,10180.01*H,H1
Runways.10256,10181.*A,03/21
Runways.10257,10181.*A,15/33,45.36888888883095,-84.22611111123175,45.36271388860544,-84.22105277781694
Runways.10258,10185.*A,17/35,46.85006916649002,-89.36910749955689,46.840871694440935,-89.36507708316888
Runways.10259,10186.5*H,H1
Runways.10260,10186.52*H,H1
Runways.10261,10189.*A,18/36
Runways.10262,10189.01*A,09/27
Runways.10263,10189.01*A,18/36
Runways.10264,10193.*A,06/24,44.44298533307342,-83.41335363852629,44.46006119421368,-83.37496813865066
Runways.10265,10202.*A,06/24,42.992027777476935,-84.14372222196678,42.99558333330922,-84.1358055553191
Runways.10266,10202.*A,11/29,42.99425038921508,-84.14676075005912,42.99166280540104,-84.13108158293785
Runways.10267,10202.*A,18/36,42.99572222213554,-84.13691666622267,42.98861111139526,-84.13616666638521
Runways.10268,10203.3*A,01/19
Runways.10269,10203.3*A,08/26
Runways.10270,10204.3*A,01/19,42.36194444448664,-85.55555555573459,42.36843055578081,-85.55401388860354
Runways.10271,10204.3*A,09/27,42.36568611086875,-85.56103055562593,42.365661110871024,-85.55216666671512
Runways.10272,10204.9*A,06/24
Runways.10273,10206.1*A,09/27,42.25300555551104,-85.85774444431358,42.25296388910248,-85.84556388913552
Runways.10274,10218.*A,05/23,45.56739144456158,-84.80276986112858,45.5779190000467,-84.7879371666181
Runways.10275,10218.*A,14/32,45.57577163903732,-84.80689788845538,45.56321202778237,-84.78881761081794
Runways.10276,10218.8*A,18/36
Runways.10277,10219.*A,09/27
Runways.10278,10219.*A,18/36
Runways.10279,10219.02*A,07/25
Runways.10280,10219.1*A,09/27,41.91976388901779,-83.73930833290578,41.91976388901779,-83.73056111089583
Runways.10281,10219.11*A,09/27
Runways.10282,10222.4*A,09/27,43.8468888886437,-84.016250000356,43.8468888886437,-84.00652777747942
Runways.10283,10226.*A,01/19,42.46461111084578,-85.64950000001362,42.471555555819734,-85.64833333369961
Runways.10284,10226.*A,09/27,42.46747222235028,-85.6521111114904,42.46755555541444,-85.64230555549815
Runways.10285,10228.*A,18/36,42.35096388859272,-83.456505555282,42.34464999985911,-83.45613333295414
Runways.10286,10228.11*H,H1
Runways.10287,10231.*C,09/27
Runways.10288,10232.*A,09L/27R,42.66612702788386,-83.43440083325656,42.66676086122835,-83.41331538915982
Runways.10289,10232.*A,09R/27L,42.66461452776663,-83.43431461115895,42.66534955554795,-83.41009213869896
Runways.10290,10232.*A,18/36,42.66902266643813,-83.40954711105316,42.66201149978965,-83.40816333361309
Runways.10291,10233.*A,18/36,44.04923508341149,-82.914567972114,44.04430069443715,-82.91427486081994
Runways.10292,10235.1*A,04/22,42.904628916458215,-82.53531441643253,42.91593763869281,-82.52407897247669
Runways.10293,10235.1*A,10/28,42.912269472256106,-82.53520544450035,42.911365749780444,-82.52032633314082
Runways.10294,10235.12*H,H1
Runways.10295,10236.*A,09/27,42.47097222221038,-86.1287999996793,42.47097222221038,-86.1224999996074
Runways.10296,10250.*C,04/22
Runways.10297,10250.*C,11/29
Runways.10298,10250.*C,14/32
Runways.10299,10255.*A,09/27,42.73700277748051,-82.89465833289263,42.73723611096511,-82.88537777750527
Runways.10300,10255.*A,18/36,42.73935555572183,-82.88758611135812,42.73331388862074,-82.8874138890468
Runways.10301,10257.1*A,17/35,43.90615000022141,-85.51771944482546,43.893977778099845,-85.51474999987342
Runways.10302,10257.2*H,H1
Runways.10303,10267.*A,E/W
Runways.10304,10267.1*A,04/22,42.78976944414274,-82.65753888856264,42.79395277788778,-82.65397222205013
Runways.10305,10270.*A,18/36
Runways.10306,10273.3*H,H1
Runways.10307,10277.1*A,18/36,43.13143333348596,-85.50530555584561,43.125286111092315,-85.50530555584561
Runways.10308,10280.*A,09/27,45.40692141682834,-83.82085127776938,45.40726688894935,-83.80487844419523
Runways.10309,10282.21*A,N/S
Runways.10310,10282.22*H,H1
Runways.10311,10283.*A,18/36,42.80181938914216,-82.97456277762745,42.79085330588481,-82.9739377496157
Runways.10312,10287.*A,09/27,44.473249999721695,-84.57119444413469,44.473499999924535,-84.55759166631735
Runways.10313,10287.*A,18/36,44.4773722221085,-84.56595833322682,44.47144722249311,-84.56595833322682
Runways.10314,10288.5*H,H1
Runways.10315,10289.3*H,H1
Runways.10316,10298.*A,05/23,43.429573610983475,-83.86593222239314,43.43533736107242,-83.85813091649594
Runways.10317,10298.*A,09/27,43.43390666665545,-83.87187500020579,43.43392166693033,-83.85304861153777
Runways.10318,10298.01*H,H1
Runways.10319,10299.*A,05/23,43.52682094451698,-84.0892446946552,43.54217472238633,-84.06767880549337
Runways.10320,10299.*A,14/32,43.53723588912779,-84.08954144412617,43.524688027967485,-84.07266600042253
Runways.10321,10305.*A,18/36,42.80121388886457,-82.53666388900852,42.794358333641114,-82.53629166668067
Runways.10322,10305.1*A,01/19
Runways.10323,10310.*A,12/30,44.368277777699326,-84.40263611112142,44.36480555551915,-84.39282777753833
Runways.10324,10310.*A,18/36,44.368505555460516,-84.40244166628659,44.36145555548631,-84.40244166628659
Runways.10325,10313.*A,07/25,45.889474194725565,-84.74504191650534,45.893419777649676,-84.73123091639168
Runways.10326,10318.*A,07/25
Runways.10327,10318.1*A,17/35
Runways.10328,10318.11*A,05/23
Runways.10329,10318.12*A,09/27
Runways.10330,10318.121*A,09/27
Runways.10331,10318.3*A,09/27
Runways.10332,10321.*A,03/21
Runways.10333,10321.*A,09/27
Runways.10334,10323.01*A,09/27,43.37640833365255,-82.81817777733735,43.37641444458528,-82.81095666633271
Runways.10335,10323.1*A,09/27,43.45697222200608,-82.84756388911967,43.457130555726955,-82.83438611144976
Runways.10336,10323.1*A,18/36,43.45663611082587,-82.84306111070747,43.450325000152134,-82.84295555596664
Runways.10337,10328.*A,14/32,46.484367555813506,-84.37563147178487,46.47406330539939,-84.36117047229118
Runways.10338,10329.*A,10/28,46.25499675005285,-84.48429605526258,46.25500419441708,-84.4645335277454
Runways.10339,10329.*A,16/34,46.25635311082052,-84.47809633322753,46.23925472211411,-84.46386366661443
Runways.10340,10330.*A,12/30
Runways.10341,10332.*A,09/27
Runways.10342,10332.*A,18/36
Runways.10343,10332.1*A,09/27
Runways.10344,10332.2*A,09/27
Runways.10345,10335.*A,06/24,43.72791944419732,-83.46547499983195,43.73013611129078,-83.45960277749838
Runways.10346,10335.*A,18/36,43.73239166646544,-83.46251666703998,43.726430555524885,-83.46194166710471
Runways.10347,10336.*A,09/27
Runways.10348,10337.*A,10/28,46.5092222222154,-88.71094444403178,46.50808333347777,-88.70075000016655
Runways.10349,10341.4*A,07/25,42.919766666557145,-82.58958333337556,42.923249999955274,-82.58141666648261
Runways.10350,10342.*A,05/23,44.467386111376314,-83.88444444415518,44.47078888867941,-83.87878055550901
Runways.10351,10342.*A,15/33,44.472325000043725,-83.88433888851603,44.467441666881676,-83.88007777757652
Runways.10352,10342.5*H,H1
Runways.10353,10342.51*H,H1
Runways.10354,10343.*A,05/23,42.34784813921424,-86.26004611117231,42.35735683302498,-86.2477563612799
Runways.10355,10343.*A,14/32,42.35217138884659,-86.26269416676345,42.34614388882945,-86.25372166704322
Runways.10356,10343.52*H,H1
Runways.10357,10345.1*A,18/36,42.043730555293074,-83.30353888898975,42.03746111101553,-83.30353888898975
Runways.10358,10349.*A,07/25,43.12487999996215,-85.68582538895659,43.129995083551805,-85.67243375026531
Runways.10359,10349.4*A,09/27
Runways.10360,10357.5*A,18/36,43.612519444416556,-85.49249999960529,43.60305555568475,-85.49249999960529
Runways.10361,10358.*A,01/19
Runways.10362,10361.*A,06/24,41.81100555572726,-85.44183611083064,41.81614166636276,-85.430552777687
Runways.10363,10361.*A,18/36,41.82022511083803,-85.4409277496867,41.80595408317815,-85.44082422244345
Runways.10364,10362.*A,09/27
Runways.10365,10362.1*A,09/27
Runways.10366,10365.*H,H1
Runways.10367,10367.*A,09/27,42.0246833333839,-83.94304999969185,42.02493333340604,-83.93634999958688
Runways.10368,10367.*A,18/36,42.0289405554348,-83.93910138928348,42.02167083303665,-83.93895416708652
Runways.10369,10367.01*A,18/36,41.97393333336288,-83.92341666698051,41.96403333349956,-83.9234833336527
Runways.10370,10367.02*H,H1
Runways.10371,10367.03*H,H1
Runways.10372,10370.*A,09/27,44.5183055552527,-85.97822222232377,44.51888888905943,-85.96713055552578
Runways.10373,10370.*A,17/35,44.520194444307215,-85.96894444452727,44.513513888711344,-85.96725000001753
Runways.10374,10370.1*A,07/25
Runways.10375,10375.*A,09/27
Runways.10376,10377.*A,05/23,41.95600833349195,-85.5954033332297,41.96133416680871,-85.58835361089977
Runways.10377,10377.*A,09/27,41.96043722251426,-85.60122750018715,41.96048999997101,-85.58652055544339
Runways.10378,10378.5*A,01/19
Runways.10379,10379.*A,10/28,44.74116324976795,-85.59041738875543,44.739938944642255,-85.56391694414344
Runways.10380,10379.*A,18/36,44.750280722163986,-85.58768816678509,44.735529666450695,-85.58774997177493
Runways.10381,10379.01*A,02/20,44.90802222223961,-85.81651666679416,44.91696944416781,-85.81142777808326
Runways.10382,10379.02*H,H1
Runways.10383,10379.03*A,09/27
Runways.10384,10382.2*A,09/27,42.54293288883518,-83.18448208316396,42.54298080561822,-83.17131313862825
Runways.10385,10391.82*H,H1
Runways.10386,10393.*H,H1
Runways.10387,10393.01*H,H1
Runways.10388,10402.*A,10/28
Runways.10389,10402.2*A,09/27
Runways.10390,10402.21*A,08/26
Runways.10391,10403.3*A,06/24
Runways.10392,10405.1*A,13/31
Runways.10393,10428.*A,09/27,46.2866926388863,-89.2879496390994,46.28572416656603,-89.26821791660994
Runways.10394,10430.*A,02/20,42.197133333326214,-86.25113611083967,42.20395000003116,-86.2486388886729
Runways.10395,10430.*A,07/25,42.19899722188978,-86.25291388846503,42.20012777776803,-86.2474361109828
Runways.10396,10430.01*H,H1
Runways.10397,10433.*A,01/19,42.68958333338719,-85.64777777779867,42.695527777458764,-85.64635555515939
Runways.10398,10433.*A,09/27,42.69166666692588,-85.65055555550674,42.69166388915469,-85.64386111148181
Runways.10399,10435.*A,18/36
Runways.10400,10437.01*A,05/23
Runways.10401,10438.*H,H1
Runways.10402,10438.1*A,09/27,44.24467722231864,-84.18934749983866,44.24494833351934,-84.1702711109254
Runways.10403,10438.11*H,H1
Runways.10404,10438.8*A,09/27,42.91033349992356,-84.67883580518125,42.911124166775416,-84.6711825551176
Runways.10405,10438.8*A,18/36
Runways.10406,10442.*A,18/36,43.56380555566406,-85.77494444465208,43.555888889180984,-85.77336111096324
Runways.10407,10444.1*A,18/36
Runways.10408,10447.8*A,09/27
Runways.10409,10448.31*A,06/24
Runways.10410,10448.65*A,09/27,43.5545027775282,-84.98554722253229,43.55445833324338,-84.97158888883055
Runways.10411,10454.*H,H1
Runways.10412,10459.*A,09/27,43.11252222200946,-82.7917333337002,43.11252222200946,-82.78311944413633
Runways.10413,10459.01*A,14/32,43.10558333361208,-82.89252777787203,43.101305555454914,-82.88791666622984
Runways.10414,10459.12*A,06/24,43.200522222104524,-82.7579333335997,43.203966666681445,-82.7498222221172
Runways.10415,10465.01*H,H1
Runways.10416,10475.*A,03/21
Runways.10417,10475.05*A,11/29
Runways.10418,10475.1*A,09/27
Runways.10419,10475.2*A,02/20
Runways.10420,10504.1*A,N/S
Runways.10421,10504.11*A,15/33,47.26429361123747,-96.40299333320743,47.25664111124599,-96.39753444460071
Runways.10422,10504.12*H,H1
Runways.10423,10504.2*H,H1
Runways.10424,10504.6*A,11/29
Runways.10425,10505.*A,08/26,46.54540999974603,-93.68579722186594,46.545833972324495,-93.67340341652091
Runways.10426,10505.*A,16/34,46.55596230545237,-93.67644677754947,46.54539613905884,-93.67218280547579
Runways.10427,10505.01*H,H1
Runways.10428,10507.7*A,16/34
Runways.10429,10509.*A,05/23,43.67908138866377,-93.37139561123519,43.68454863908838,-93.36344424985461
Runways.10430,10509.*A,17/35,43.687737111064294,-93.37050508344628,43.67431094473347,-93.36663599999169
Runways.10431,10509.01*H,H1
Runways.10432,10512.*A,04/22,45.86259258330076,-95.39966994478651,45.869921277523666,-95.38747572263975
Runways.10433,10512.*A,13/31,45.87163186117098,-95.40207861103256,45.861029583080395,-95.38902838874313
Runways.10434,10512.01*H,H1
Runways.10435,10513.*A,N/S
Runways.10436,10513.01*A,18/36
Runways.10437,10514.3*A,N/S
Runways.10438,10514.9*C,13W/31W
Runways.10439,10515.12*H,H1
Runways.10440,10518.*A,04/22,45.2252722221017,-96.00893333358472,45.23064444415744,-96.00158333320141
Runways.10441,10518.*A,13/31,45.230288889008236,-96.00856666643857,45.22345000030938,-95.99903055562424
Runways.10442,10519.*C,02/20
Runways.10443,10519.*C,09/27
Runways.10444,10520.5*A,17/35
Runways.10445,10521.*A,NW/SE
Runways.10446,10522.*A,NW/SE
Runways.10447,10524.*A,17/35,43.670517222415945,-92.93442949996962,43.65475661138113,-92.93142894456265
Runways.10448,10524.01*H,H1
Runways.10449,10525.*A,15/33,46.83163611101193,-94.50916944488674,46.82216944414904,-94.50527222260419
Runways.10450,10527.*A,14/32,47.52834638901048,-95.36802527793711,47.519716110833535,-95.35939972195263
Runways.10451,10527.01*A,18/36
Runways.10452,10534.*A,17/35
Runways.10453,10534.01*A,07/25
Runways.10454,10534.51*A,N/S
Runways.10455,10534.512*A,N/S
Runways.10456,10534.52*A,17/35
Runways.10457,10534.85*A,06/24
Runways.10458,10535.*A,12/30,48.73230430528398,-94.62198886141931,48.72458099980159,-94.60242794459796
Runways.10459,10535.*A,13W/31W
Runways.10460,10537.*A,17/35
Runways.10461,10539.*A,09/27
Runways.10462,10543.5*A,18/36,44.6701000001181,-93.78357222265365,44.66316111117352,-93.78357222265365
Runways.10463,10543.51*A,08/26
Runways.10464,10543.51*A,17/35
Runways.10465,10546.*A,07/25,47.50724788883743,-94.9435028330064,47.511555333031865,-94.92133347180636
Runways.10466,10546.*A,13/31,47.51844558349555,-94.94680213933079,47.50510880572576,-94.92641744403771
Runways.10467,10546.01*A,E/W
Runways.10468,10546.02*C,15/33
Runways.10469,10546.04*A,18/36
Runways.10470,10546.1*A,NW/SE
Runways.10471,10546.11*C,09W/27W
Runways.10472,10546.2*A,09/27
Runways.10473,10546.21*C,09/27
Runways.10474,10546.21*C,18/36
Runways.10475,10551.1*A,14/32,45.336341249885976,-95.65519705596262,45.327521666373144,-95.64594519456206
Runways.10476,10551.2*A,17/35
Runways.10477,10560.*A,03/21,48.19875200008674,-93.76277500032087,48.205131000191045,-93.75602199961413
Runways.10478,10560.*A,11/29,48.2007790000421,-93.77023000028616,48.19714388879655,-93.76105088894887
Runways.10479,10562.*A,15/33,47.78871152786577,-93.65497247252917,47.779154361001794,-93.64701347187541
Runways.10480,10562.01*H,H1
Runways.10481,10562.1*C,11W/29W
Runways.10482,10564.01*H,H1
Runways.10483,10564.8*A,E/W
Runways.10484,10568.01*H,H1
Runways.10485,10569.*A,03/21,43.59505636114241,-94.09583788927041,43.600080277683794,-94.09093836092984
Runways.10486,10569.*A,16/34,43.59833005548621,-94.09459019401947,43.589505944612974,-94.09043158354882
Runways.10487,10569.01*H,H1
Runways.10488,10569.1*A,09/27,43.59845277757541,-94.25788333316756,43.59845277757541,-94.24791666702407
Runways.10489,10573.*A,07/25,47.557661500119956,-93.87501383299036,47.55877983360621,-93.86489500032258
Runways.10490,10575.2*A,09/27
Runways.10491,10575.3*A,09/27
Runways.10492,10576.*A,05/23,46.39462980538581,-94.14632269440159,46.40524158349344,-94.12556530516513
Runways.10493,10576.*A,16/34,46.41744641694813,-94.1360303889676,46.39886436101063,-94.1276381667849
Runways.10494,10576.*A,H1
Runways.10495,10581.2*A,N/S
Runways.10496,10584.*A,17/35
Runways.10497,10592.*A,15/33,45.501216666861026,-95.10759444418635,45.49288055535879,-95.10082499981836
Runways.10498,10605.*A,18/36,45.16321752758546,-93.84322794469007,45.15444288899515,-93.84338963874627
Runways.10499,10610.*A,13/31,43.59976638911023,-91.50861750003195,43.592974722319276,-91.4992838892456
Runways.10500,10612.2*A,16/34,45.562727416704725,-93.26653047201461,45.55226169415746,-93.26183891623873
Runways.10501,10612.25*H,H1
Runways.10502,10612.3*A,09/27
Runways.10503,10614.8*A,13/31,46.09714852765201,-94.36899761074694,46.08525736130391,-94.35207972254446
Runways.10504,10614.8*A,132/312,46.09124355574512,-94.36350286139405,46.08440286093142,-94.35381708316854
Runways.10505,10614.8*A,15/33
Runways.10506,10615.2*A,12/30,44.73281247217569,-96.27366536110294,44.72618711123273,-96.258384972306
Runways.10507,10615.21*H,H1
Runways.10508,10615.95*A,N/S
Runways.10509,10616.*A,N/S
Runways.10510,10616.8*A,10/28
Runways.10511,10617.13*C,14/32
Runways.10512,10617.6*C,07/25
Runways.10513,10617.6*C,13/31
Runways.10514,10617.8*A,09/27,43.81677222204755,-92.34253055549493,43.81666944425763,-92.33116388923564
Runways.10515,10617.98*C,18/36
Runways.10516,10618.3*A,02/20
Runways.10517,10618.53*A,09/27
Runways.10518,10618.6*A,10/28,46.11384999998961,-94.91167499967055,46.11218333323319,-94.90170277744703
Runways.10519,10621.*A,18/36,45.448247222491254,-93.97109166647472,45.44001944459472,-93.97109166647472
Runways.10520,10621.01*A,11/29
Runways.10521,10621.2*A,09/27
Runways.10522,10623.*A,07/25,46.70106808355235,-92.50693441657606,46.70356527780521,-92.49512752821686
Runways.10523,10623.*A,17/35,46.7056537777009,-92.50564150013369,46.69468211090395,-92.50541891647092
Runways.10524,10623.01*A,09/27
Runways.10525,10625.*A,18/36
Runways.10526,10635.*A,07/25,47.82076858315476,-92.69598652820565,47.82234597198339,-92.69032677809801
Runways.10527,10635.*A,13/31,47.82622013885573,-92.69518741657332,47.818343250263524,-92.68386258306018
Runways.10528,10635.11*H,H1
Runways.10529,10635.12*C,E/W
Runways.10530,10635.12*C,NW/SE
Runways.10531,10636.7*A,E/W
Runways.10532,10636.75*A,18/36
Runways.10533,10637.3*C,07W/25W
Runways.10534,10637.3*C,16W/34W
Runways.10535,10642.*A,06/24,47.84338841637119,-96.62275316704851,47.84563950025413,-96.61490155549538
Runways.10536,10642.*A,13/31,47.844348500224996,-96.62845758318869,47.83601947199659,-96.61606763880276
Runways.10537,10642.*A,17/35,47.8458531109733,-96.6221511107552,47.83769380570172,-96.62211697207944
Runways.10538,10642.4*H,H1
Runways.10539,10643.8*A,18/36
Runways.10540,10648.*C,06W/24W
Runways.10541,10648.*C,18W/36W
Runways.10542,10648.01*A,04W/22W
Runways.10543,10648.01*A,09/27
Runways.10544,10648.01*A,18/36
Runways.10545,10648.011*A,N/S
Runways.10546,10648.012*C,13/31
Runways.10547,10648.013*C,05W/23W
Runways.10548,10648.3*A,15/33
Runways.10549,10649.*H,H1
Runways.10550,10650.*A,13/31,46.82957566678247,-95.88963327745473,46.82013949972431,-95.87805444439668
Runways.10551,10650.*A,17/35,46.82850833329241,-95.8897555552329,46.823352777940755,-95.88977222257466
Runways.10552,10650.4*A,09/27
Runways.10553,10651.*A,04/22,44.01715224998672,-92.83687513889043,44.021846472422375,-92.83057291638653
Runways.10554,10651.*A,16/34,44.02317816672192,-92.83262875044011,44.01122050025238,-92.82838302764141
Runways.10555,10653.*A,03/21,46.83574061141436,-92.18826977800097,46.849102861051875,-92.17631191697848
Runways.10556,10653.*A,09/27,46.84245502801882,-92.22028999992797,46.84135083348217,-92.17971905527294
Runways.10557,10653.02*H,H1
Runways.10558,10653.03*H,H1
Runways.10559,10653.3*C,ALL/WAY
Runways.10560,10653.6*C,03/21
Runways.10561,10653.6*C,09/27
Runways.10562,10653.6*C,13/31
Runways.10563,10655.*A,09W/27W
Runways.10564,10655.*A,13W/31W
Runways.10565,10655.*A,14/32,46.72498049987107,-92.04748508352995,46.718743444174784,-92.03939227791632
Runways.10566,10656.5*A,09/27
Runways.10567,10656.5*A,18/36
Runways.10568,10657.8*A,16/34
Runways.10569,10658.21*A,09/27
Runways.10570,10658.21*A,18/36
Runways.10571,10658.3*A,17/35
Runways.10572,10658.84*C,18W/36W
Runways.10573,10658.95*A,13/31,46.38652499991015,-94.37708333314458,46.381186111017904,-94.3701444440561
Runways.10574,10661.7*H,H1
Runways.10575,10665.*A,14/32,45.98843024990098,-95.99610775030342,45.98123397244882,-95.9875976943083
Runways.10576,10666.24*A,09/27
Runways.10577,10666.71*A,03/21
Runways.10578,10668.01*A,12/30,47.82781633355677,-91.83921002734006,47.82020983324652,-91.81943111095885
Runways.10579,10668.02*H,H1
Runways.10580,10669.*A,E/W
Runways.10581,10672.01*A,17/35
Runways.10582,10672.1*A,16/34
Runways.10583,10675.2*A,NW/SE
Runways.10584,10675.21*A,17/35
Runways.10585,10675.22*A,18/36
Runways.10586,10677.*A,09/27,47.423959416710325,-92.50444113891173,47.42309775017742,-92.48746113849553
Runways.10587,10677.*A,14/32,47.42849922209731,-92.50250230593231,47.42329469468926,-92.4958981111524
Runways.10588,10678.*C,03/21
Runways.10589,10678.*C,07/25
Runways.10590,10678.*C,14/32
Runways.10591,10679.11*C,09W/27W
Runways.10592,10679.11*C,16W/34W
Runways.10593,10682.5*A,18/36
Runways.10594,10684.*A,02/20,43.639732833584844,-94.41514952775077,43.647720721904335,-94.4092806390652
Runways.10595,10684.*A,13/31,43.649318750224666,-94.42511797255852,43.63881202770855,-94.41019225031386
Runways.10596,10689.*A,01/19,44.327766471948756,-93.31651441696755,44.333985277620684,-93.31503580528127
Runways.10597,10689.*A,12/30,44.33146083307448,-93.3181008058267,44.32441788912791,-93.30512763922569
Runways.10598,10689.01*C,N/S
Runways.10599,10689.1*H,H1
Runways.10600,10690.*A,09/27
Runways.10601,10690.1*A,09/27
Runways.10602,10690.11*A,17/35
Runways.10603,10690.13*A,18/36
Runways.10604,10692.*A,13/31,46.28928824982506,-96.16226486140941,46.27870225020739,-96.14601197265554
Runways.10605,10692.*A,17/35,46.289600694338425,-96.16113205529342,46.28055136088682,-96.1609609441981
Runways.10606,10693.*A,14/32,47.55524327785405,-96.2957677502036,47.548571083232076,-96.28864575032425
Runways.10607,10695.*A,18/36
Runways.10608,10695.13*C,12W/30W
Runways.10609,10695.15*A,13/31,45.25128027779811,-92.99776305593326,45.24583777808649,-92.99085805578889
Runways.10610,10696.*A,16/34,47.597513999937725,-95.77503202740327,47.5881455835241,-95.7719418057579
Runways.10611,10697.65*C,16W/34W
Runways.10612,10697.92*A,13/31
Runways.10613,10703.*A,N/S
Runways.10614,10703.3*A,11/29,45.93752222216331,-95.53076944403865,45.93517777771835,-95.52153888888
Runways.10615,10704.*A,03/21
Runways.10616,10704.*A,09/27
Runways.10617,10704.5*A,09/27
Runways.10618,10704.51*A,N/S
Runways.10619,10704.511*A,N/S
