Airports.67,CT78,02840.*C,Seaplane Base,41.35148722237429,-72.3550836111684
Airports.68,CT20,02843.3*A,Airport,41.60009888904222,-72.4328627775866
Airports.69,9B8,02843.4*A,Airport,41.58954333363485,-72.44230777767156
Airports.70,14CT,02843.7*H,Heliport,41.4847388890878,-71.97289166709088
Airports.71,MMK,02844.*A,Airport,41.50871472196369,-72.82947833327569
Airports.72,CT95,02844.01*H,Heliport,41.533430833447426,-72.80982111076769
Airports.73,CT21,02844.02*H,Heliport,41.50787527806005,-72.77065333368813
Airports.74,CT25,02846.21*H,Heliport,41.557318611047805,-73.12288805575326
Airports.75,CT98,02846.61*H,Heliport,41.55472222223679,-72.64611111110695
Airports.76,0CT6,02846.62*H,Heliport,41.59676555538097,-72.70453916673002
Airports.77,CT46,02847.2*H,Heliport,41.234541388720125,-73.03177194456985
Airports.78,CT48,02852.*A,Airport,41.436765277535414,-71.92535055580582
Airports.79,69CT,02852.01*H,Heliport,41.31991666655749,-71.99316666640965
Airports.80,5CT1,02853.6*H,Heliport,41.50842999976809,-73.0373294448386
Airports.81,0CT3,02856.01*H,Heliport,41.66162694458418,-72.7878752773598
Airports.82,HVN,02858.*A,Airport,41.26374999994274,-72.88680555562034
Airports.83,1CT2,02858.01*H,Heliport,41.30379138872055,-72.9357688886464
Airports.84,CT51,02861.8*A,Airport,41.53342777783024,-73.41623194429694
Airports.85,11N,02861.9*A,Airport,41.56916666649452,-73.46208333351572
Airports.86,6Y2,02861.91*H,Heliport,41.56787194447361,-73.46067805579764
Airports.87,CT52,02861.95*A,Airport,41.36815111099348,-73.29122777745393
Airports.88,CT24,02862.98*A,Airport,42.04536972252414,-73.33872749976061
Airports.89,CT34,02864.02*H,Heliport,41.33843027802186,-72.86815611080877
Airports.90,CT91,02865.*H,Heliport,41.152318333107324,-73.42734222239098
Airports.91,CT56,02865.11*H,Heliport,41.10009666645283,-73.4203969444842
Airports.92,1CT0,02865.12*H,Heliport,41.11287444463907,-73.38817388925428
Airports.93,5CT4,02865.13*H,Heliport,41.11120833311467,-73.42178611091767
Airports.94,9CT1,02865.14*H,Heliport,41.144500000023264,-73.4285333336605
Airports.95,CT93,02866.*H,Heliport,41.54208333326891,-72.09229999985702
Airports.96,5CT7,02867.*A,Airport,41.30233333335485,-72.2961944440218
Airports.97,OXC,02870.3*A,Airport,41.47855555565008,-73.1352499996518
Airports.98,4B8,02880.*A,Airport,41.68933333320593,-72.86469444477659
Airports.99,31CT,02883.*H,Heliport,41.85476666665805,-71.92848333334113
Airports.100,CT92,02884.01*H,Heliport,41.622876944266345,-72.6006463891258
Airports.101,C44,02886.1*A,Airport,41.95569444425708,-72.05436111089963
Airports.102,CT28,02887.1*H,Heliport,41.65843250016002,-72.6475922219064
Airports.103,CT59,02888.*A,Airport,41.55334722254957,-73.26123055525859
Airports.104,0CT0,02893.*H,Heliport,41.88120416687814,-73.48095638876444
Airports.105,CT89,02895.*H,Heliport,41.27509638908347,-73.13288777810259
Airports.106,4B9,02898.*A,Airport,41.91619444466382,-72.77694444403197
Airports.107,CT29,02903.*A,Airport,42.01370694416431,-72.47286249972215
Airports.108,CT53,02903.01*H,Heliport,42.01926250000736,-72.4836961110817
Airports.109,5CT3,02906.3*H,Heliport,41.64454444470481,-72.57231111129151
Airports.110,CT00,02907.7*H,Heliport,41.83204166677545,-72.60090555578022
Airports.111,64CT,02907.8*A,Airport,41.92148638872725,-71.95285083341386
Airports.112,5CT8,02909.44*H,Heliport,41.04398611130167,-73.53178888862296
Airports.113,CT10,02910.*H,Heliport,41.74263055556405,-71.81250000007225
Airports.114,CT80,02912.3*A,Airport,41.347321388933736,-71.88590361108206
Airports.115,JSD,02913.5*H,Heliport,41.2533972224762,-73.08944166668459
Airports.116,N09,02914.*H,Heliport,41.72370805531561,-73.11566555595319
Airports.117,05CT,02919.*H,Heliport,41.77370805559657,-73.1162211109558
Airports.118,CT76,02921.*H,Heliport,41.242318611159945,-73.15038861094071
Airports.119,CT32,02923.*A,Airport,41.53537666674034,-71.83451527774317
Airports.120,0CT1,02928.11*H,Heliport,41.48481972192765,-72.75620833318966
Airports.121,4C3,02928.16*H,Heliport,41.49188888900764,-72.81116666668906
Airports.122,7B6,02930.*A,Airport,41.92841666660363,-72.57638888865793
Airports.123,CT66,02931.*A,Airport,41.66676250023884,-73.28289416675028
Airports.124,N41,02932.1*A,Airport,41.63343027789649,-73.04677388886641
Airports.125,1CT3,02932.12*H,Heliport,41.55176333342181,-73.03705138930871
Airports.126,IJD,02944.*A,Airport,41.74402777797097,-72.18022222201465
Airports.127,CT69,02944.01*H,Heliport,41.72537638889038,-72.19174444414179
Airports.128,0CT2,02944.02*H,Heliport,41.71704305579446,-72.22591166654726
Airports.129,BDL,02946.*A,Airport,41.93914511109798,-72.68337127795144
Airports.130,CT35,02946.1*H,Heliport,41.93343027768966,-72.69953694478279
Airports.131,08CT,02948.1*C,Seaplane Base,41.89599722206466,-73.09314722262147
Airports.132,CT62,02970.71*H,Heliport,41.80972222217332,-72.60972222205318
Airports.133,DCA,03001.*A,Airport,38.85191630583355,-77.03769894461455
Airports.134,DC08,03001.21*H,Heliport,38.92886111109332,-77.01663888870436
Airports.135,DC17,03001.22*H,Heliport,38.92733333305448,-77.01414277775362
Airports.136,DC01,03001.4*H,Heliport,38.90427833364069,-77.03442111072042
Airports.137,DC03,03001.6*H,Heliport,38.8665011114097,-76.99275333298493
Airports.138,DC52,03001.7*H,Heliport,38.93694444472419,-77.11055555527818
Airports.139,DC16,03001.8*H,Heliport,38.91705555526864,-77.03636555547538
Airports.140,IAD,03002.*A,Airport,38.947444444732284,-77.45994444416763
Airports.141,HEF,03003.*A,Airport,38.721023083084425,-77.51510119485204
Airports.142,DC04,03004.*H,Heliport,38.87427888873455,-77.02136527755371
Airports.143,BOF,03005.*H,Heliport,38.84289055577629,-77.0160872225086
Airports.144,DC06,03006.10*H,Heliport,38.93455527773871,-77.07442194407194
Airports.145,DC07,03006.11*H,Heliport,38.915111388547366,-76.97330833297123
Airports.146,DC09,03006.3*H,Heliport,38.91150027784176,-77.07636666640634
Airports.147,JPN,03006.4*H,Heliport,38.87405555587794,-77.05749999997595
Airports.148,09W,03006.8*H,Heliport,38.86872333341519,-77.00747583295615
Airports.149,2DE3,02869.5*A,Airport,39.00305555522804,-75.682500000342
Airports.150,DE14,02955.*A,Airport,38.744002499685166,-75.53492444476831
Airports.151,23DE,02963.*A,Airport,39.31256666660333,-75.72898333370193
Airports.152,DOV,02967.*A,Airport,39.129538888816654,-75.46596111098647
Airports.153,33N,02967.1*A,Airport,39.21833333340634,-75.59666666664717
Airports.154,0N4,02967.2*A,Airport,39.20230555566778,-75.48541666710308
Airports.155,64DE,02967.3*H,Heliport,39.15138888889712,-75.52416666649007
Airports.156,DE02,02967.4*H,Heliport,39.200111944700424,-75.53297972243391
Airports.157,DE24,02967.5*H,Heliport,39.11150138861544,-75.50547833360986
Airports.158,DE03,02967.6*H,Heliport,39.18344555534744,-75.52464611083194
Airports.159,0N5,02967.7*H,Heliport,39.14955666639998,-75.50492305528834
Airports.160,D74,02968.5*A,Airport,38.849527777680265,-75.612777777893
Airports.161,2DE2,02968.51*A,Airport,38.85503333347398,-75.57220555583363
Airports.162,0N6,02969.*A,Airport,39.012888888779216,-75.5339722224823
Airports.163,DE00,02969.01*A,Airport,39.0207222220317,-75.57709444452797
Airports.164,DE32,02969.02*A,Airport,38.97500000014799,-75.61666666650464
Airports.165,GED,02970.*A,Airport,38.687632194294785,-75.35930424959237
Airports.166,DE17,02971.5*A,Airport,38.77789111132742,-75.58325944488067
Airports.167,DE07,02973.*A,Airport,39.14427888882549,-75.69131861146757
Airports.168,N06,02978.*A,Airport,38.54218444428837,-75.5943516668375
Airports.169,DE09,02978.5*A,Airport,39.068168055259136,-75.48853305577434
Airports.170,DE33,02981.*A,Airport,39.482777778063365,-75.69749999978598
Airports.171,1DE5,02981.01*A,Airport,39.495555555827124,-75.73333333293881
Airports.172,EVY,02981.1*A,Airport,39.5210277779317,-75.72366666637096
Airports.173,DE25,02984.*A,Airport,38.77611111116355,-75.23361111085906
Airports.174,DE23,02984.2*A,Airport,38.75027777780293,-75.3600000001698
Airports.175,DE26,02987.*H,Heliport,39.687611111387206,-75.66716388904798
Airports.176,DE21,02992.5*A,Airport,38.517335000200475,-75.16546305568974
Airports.177,DE15,02993.*A,Airport,38.612614722049344,-75.69965277733007
Airports.178,38N,02995.1*A,Airport,39.30366666671814,-75.5838055558947
Airports.179,DE04,02995.11*A,Airport,39.29166666690415,-75.57499999998517
Airports.180,DE29,02995.12*A,Airport,39.37511111139682,-75.64409444467935
Airports.181,DE19,02997.*A,Airport,39.32583333338948,-75.74159888907316
Airports.182,DE20,02997.01*A,Airport,39.37361111096603,-75.74583333352346
Airports.183,DE34,02997.02*A,Airport,39.41427777799546,-75.66298333363326
Airports.184,ILG,02999.*A,Airport,39.678722222561,-75.60663888887069
Airports.185,DE30,02999.02*H,Heliport,39.735555555753145,-75.53527777822069
Airports.186,DE31,02999.03*H,Heliport,39.7666666667202,-75.58333333310941
Airports.187,16DE,02999.12*H,Heliport,39.78090555576867,-75.55576666640862
Airports.188,DE16,02999.23*H,Heliport,39.78344583321694,-75.5496455559441
Airports.189,15N,03000.5*A,Airport,39.11733333339295,-75.58441666630776
Airports.190,FA62,03010.*A,Airport,29.916906944612656,-82.48317083350166
Airports.191,63FA,03010.01*A,Airport,29.734166666380954,-82.56527777753156
Airports.192,63FD,03010.1*A,Airport,29.698055555403272,-82.49138888852043
Airports.193,FA63,03014.*A,Airport,28.96359805562057,-81.12144749988074
Airports.194,0FL4,03014.5*H,Heliport,30.704999999741048,-85.37833333292872
Airports.195,3FD9,03015.*C,Seaplane Base,28.65666444452628,-81.35340166636136
Airports.196,0FA9,03015.02*C,Seaplane Base,28.657499999720415,-81.38250000014745
Airports.197,01FD,03015.1*H,Heliport,28.666386389207663,-81.37062416698849
Airports.198,50FD,03016.03*A,Airport,30.51824944417896,-85.19881083370068
Airports.199,FD60,03016.04*H,Heliport,30.586858333592602,-85.10380833301876
Airports.200,87FL,03017.*A,Airport,26.732986111438027,-81.57104166657471
Airports.201,AAF,03025.*A,Airport,29.72754894471188,-85.0273773608739
Airports.202,F47,03025.1*A,Airport,29.644584027607618,-84.91559894443192
Airports.203,FL57,03027.11*A,Airport,28.61888833372716,-81.50868333336162
Airports.204,X04,03027.12*A,Airport,28.707474417051348,-81.58196450040494
Airports.205,1FA2,03027.13*H,Heliport,28.681388888973725,-81.50749999970584
Airports.206,X06,03030.*A,Airport,27.195608611027236,-81.83722830548982
Airports.207,FD85,03030.01*H,Heliport,27.227988888846774,-81.85098888855647
Airports.208,09FL,03030.02*A,Airport,27.05555555590408,-81.97055555567964
Airports.209,26FD,03030.11*A,Airport,27.05116666648623,-81.8481388889945
Airports.210,0FA1,03030.13*A,Airport,27.303934721965216,-81.88036111148617
Airports.211,FA64,03030.14*A,Airport,27.074498333081777,-81.58646666706443
Airports.212,8FL1,03030.15*A,Airport,27.196994444674782,-81.91563972237465
Airports.213,0J8,03033.2*A,Airport,29.61891666631598,-82.50877777779945
Airports.214,FL66,03033.21*A,Airport,29.55968972251041,-82.49955222266365
Airports.215,FA57,03033.23*H,Heliport,29.534166666318118,-82.52444444486352
Airports.216,FA66,03038.*H,Heliport,30.32412972247525,-81.41175166647106
Airports.217,1FD3,03039.*H,Heliport,26.599722222555897,-80.09111111150293
Airports.218,FL16,03040.*A,Airport,28.058630833724283,-81.81646861117633
Airports.219,1FL0,03040.01*C,Seaplane Base,28.103627777734545,-81.80591111139238
Airports.220,FA53,03040.02*H,Heliport,28.043888888724283,-81.84861111088148
Airports.221,AVO,03042.*A,Airport,27.59129988905186,-81.52896683343793
Airports.222,FL01,03042.1*A,Airport,27.621144444168106,-81.61063333348402
Airports.223,AGR,03043.*A,Airport,27.647849999952886,-81.34156388853279
Airports.224,18FD,03050.1*A,Airport,30.854074166917027,-86.66717694403036
Airports.225,55FD,03050.11*A,Airport,30.818519999793484,-86.6880108328981
Airports.226,BOW,03052.*A,Airport,27.94336111084911,-81.783416666959
Airports.227,FD65,03052.01*H,Heliport,27.880026111124657,-81.84119305592888
Airports.228,17FD,03052.02*H,Heliport,27.90002555535181,-81.8450816669611
Airports.229,1FL7,03052.03*H,Heliport,27.918913888781255,-81.84508055574511
Airports.230,8FL5,03052.04*H,Heliport,27.94843611088746,-81.86349722191372
Airports.231,9FL5,03053.6*A,Airport,29.81412083345303,-82.92568194408048
Airports.232,6FL9,03053.61*A,Airport,29.68995777747942,-82.87123416627618
Airports.233,37FL,03053.63*A,Airport,29.71856916653728,-82.84456694404183
Airports.234,86FD,03053.64*A,Airport,29.76472222217247,-82.89638888877846
Airports.235,X10,03054.*A,Airport,26.698305555158168,-80.66080555537862
Airports.236,FA69,03055.11*A,Airport,26.58784749966191,-80.63727916677104
Airports.237,9FA2,03055.14*H,Heliport,26.72372222206162,-80.67194722240532
Airports.238,0FL5,03055.3*C,Seaplane Base,28.458611110883528,-81.34972222265316
Airports.239,2FA2,03055.6*A,Airport,29.018869166620398,-82.11370055559338
Airports.240,8FL3,03055.61*A,Airport,29.073035555542614,-81.9995305552688
Airports.241,8FL2,03055.62*A,Airport,29.00109166699405,-82.10064444484725
Airports.242,FL58,03055.63*A,Airport,29.026370000358764,-81.98786333337671
Airports.243,19FL,03055.69*H,Heliport,28.98055555522622,-81.99055555553713
Airports.244,7FL0,03055.71*H,Heliport,29.01414833334773,-81.98452972218827
Airports.245,FD79,03055.72*C,Seaplane Base,29.01414833334773,-81.97814055534128
Airports.246,F95,03057.13*A,Airport,30.487209722591164,-85.1137958328903
Airports.247,5FD6,03059.*H,Heliport,26.74229194441424,-82.25870555593045
Airports.248,BCT,03060.*A,Airport,26.378499999995533,-80.10769444463574
Airports.249,58FL,03060.03*H,Heliport,26.415630833098408,-80.19143472258321
Airports.250,3FD8,03060.05*H,Heliport,26.355555555481693,-80.20027777776595
Airports.251,2FA3,03061.51*H,Heliport,26.518689444747086,-82.15176055541738
Airports.252,1J0,03063.51*A,Airport,30.845777777783702,-85.60138888881615
Airports.253,03FD,03063.53*A,Airport,30.82879805538395,-85.73104277779058
Airports.254,FA55,03063.54*A,Airport,30.779722222525066,-85.7683333337428
Airports.255,7FD5,03063.55*H,Heliport,30.761297222451564,-85.6824888887862
Airports.256,FA44,03071.01*G,Gliderport,26.54812611098218,-80.21476833362912
Airports.257,88FD,03071.02*H,Heliport,26.50433333308573,-80.07027777779405
Airports.258,FL47,03071.03*H,Heliport,26.529277777790597,-80.19844444473014
Airports.259,5FL2,03075.*H,Heliport,27.482817777892826,-82.52315166676172
Airports.260,7FL9,03075.01*H,Heliport,27.39027777789958,-82.4416666668272
Airports.261,FL45,03075.02*H,Heliport,27.499166666873506,-82.56277777777396
Airports.262,FL78,03075.71*A,Airport,27.89863611110494,-82.18258888903213
Airports.263,5FL3,03075.72*H,Heliport,27.93224555574822,-82.2884247225959
Airports.264,FD71,03075.81*A,Airport,30.04833333327381,-82.98388888927784
Airports.265,2FD0,03075.82*A,Airport,29.97578499976266,-82.90734944466409
Airports.266,FL02,03075.83*A,Airport,29.88940027806993,-82.79873444459683
Airports.267,0FL1,03075.85*A,Airport,29.983333333705122,-82.83555555535462
Airports.268,FD16,03075.86*A,Airport,29.96583333363603,-82.8727777773615
Airports.269,BKV,03083.*A,Airport,28.473611110945775,-82.45541666684151
Airports.270,X05,03083.01*A,Airport,28.3302827781654,-82.49648472210679
Airports.271,5FD7,03083.03*A,Airport,28.61165861073154,-82.36787055581861
Airports.272,47FL,03083.2*A,Airport,28.539858333506402,-82.30471944409591
Airports.273,1FD8,03091.01*H,Heliport,29.46858611120287,-81.25311888910062
Airports.274,5FD4,03091.02*H,Heliport,29.47113888889471,-81.24430555557738
Airports.275,09FD,03093.01*A,Airport,28.67110361138633,-82.08730666644547
Airports.276,25FL,03093.04*A,Airport,28.631944444063347,-82.15777777751592
Airports.277,4FL2,03093.09*A,Airport,28.594994166803865,-82.14980750031042
Airports.278,9FL1,03093.1*A,Airport,28.683602222549215,-82.15758666632912
Airports.279,00FA,03093.11*A,Airport,28.645547222006265,-82.21897499959675
Airports.280,2CB,03093.8*A,Airport,29.96690722201539,-81.98315833341428
Airports.281,FD66,03096.42*H,Heliport,26.638406111166102,-81.94147666682619
Airports.282,5FD8,03096.43*H,Heliport,26.670627778055408,-82.13592555574718
Airports.283,5FD9,03096.44*H,Heliport,26.511467222446957,-82.0884258334405
Airports.284,X13,03098.*A,Airport,29.841999999813616,-84.70111111099095
Airports.285,FA43,03098.1*A,Airport,29.808543889086422,-84.5957347225759
Airports.286,FL04,03098.4*C,Seaplane Base,30.692134999760206,-85.75687583343525
Airports.287,CDK,03102.*A,Airport,29.13422222257188,-83.05047222205432
Airports.288,FA71,03102.01*A,Airport,29.22802055570558,-82.94373083368356
Airports.289,77FL,03103.*H,Heliport,28.329166666364248,-81.54249999990557
Airports.290,FD89,03104.*A,Airport,30.82713138923526,-87.35831055550975
Airports.291,31FD,03106.01*H,Heliport,30.706302499779635,-84.84242027785746
Airports.292,73FD,03107.*A,Airport,29.510794722453525,-82.86012027785303
Airports.293,FA36,03107.01*A,Airport,29.515127777815056,-82.87292361076304
Airports.294,79FL,03107.03*A,Airport,29.55273805568803,-82.86873222256429
Airports.295,51FL,03107.04*A,Airport,29.394944444690598,-82.86977777801171
Airports.296,6FD0,03107.05*A,Airport,29.565793611163695,-82.86873250014372
Airports.297,80FL,03108.02*H,Heliport,30.764359166341563,-85.54215166671777
Airports.298,FD94,03108.03*A,Airport,30.718888888541805,-85.60666666628184
Airports.299,6FD2,03109.41*A,Airport,28.66694083365315,-81.0845058334152
Airports.300,9FD5,03110.*A,Airport,29.386638888922292,-82.14287194486995
Airports.301,FD14,03110.11*A,Airport,29.37525055594569,-82.05814638932895
Airports.302,FL15,03111.4*A,Airport,30.4201947224586,-85.30047722221316
Airports.303,74FD,03111.41*A,Airport,30.46408361111151,-85.17714249976554
Airports.304,5FD1,03111.5*A,Airport,30.43213888896115,-85.28881055547991
Airports.305,CLW,03112.*A,Airport,27.977213889089025,-82.75905694456046
Airports.306,06FL,03112.01*H,Heliport,27.95335361109327,-82.80426916628491
Airports.307,21FL,03115.*A,Airport,28.508611111110323,-81.80027777804229
Airports.308,3FA2,03115.03*H,Heliport,28.345833333235674,-81.66444444470375
Airports.309,2FA4,03117.21*A,Airport,26.379523055297017,-80.94562111080438
Airports.310,0FL0,03117.23*A,Airport,26.730555555812654,-81.16388888877259
Airports.311,0FL9,03117.24*A,Airport,26.39388888898617,-81.02305555591884
Airports.312,2IS,03118.*A,Airport,26.735166666277923,-81.05105555553965
Airports.313,3FL4,03120.12*H,Heliport,28.248452777519145,-80.66196944410176
Airports.314,FA13,03120.13*C,Seaplane Base,28.44750000001347,-80.72236111093471
Airports.315,COF,03121.*A,Airport,28.235005666684774,-80.60997947218617
Airports.316,XMR,03121.12*A,Airport,28.467586110963413,-80.56661527813893
Airports.317,1FL8,03121.13*H,Heliport,28.36111111141129,-80.62222222222293
Airports.318,2FA6,03121.8*A,Airport,28.81109888911633,-82.06536333304902
Airports.319,FD44,03124.1*A,Airport,29.42694444420557,-81.60416666628252
Airports.320,2FA5,03124.2*A,Airport,29.472194166660465,-81.5720202777705
Airports.321,FD56,03124.22*H,Heliport,29.45441749982372,-81.51924027798674
Airports.322,16FD,03124.23*A,Airport,29.404974166690252,-81.4959055557248
Airports.323,28FL,03124.3*A,Airport,29.441916944488465,-81.58313138860282
Airports.324,11FD,03128.*H,Heliport,30.735744444771488,-86.56273027779838
Airports.325,FL81,03128.01*A,Airport,30.781853888744894,-86.46717249969325
Airports.326,CEW,03128.1*A,Airport,30.77883333367283,-86.52211111068058
Airports.327,FD03,03128.2*A,Airport,30.800186666845388,-86.43550500036426
Airports.328,CTY,03132.*A,Airport,29.635527778166427,-83.10474999997932
Airports.329,35FA,03134.*A,Airport,29.46794166654793,-82.15876111115516
Airports.330,CGC,03135.*A,Airport,28.867611111162475,-82.5741111111463
Airports.331,66FD,03135.11*A,Airport,29.00361111129002,-82.55527777760283
Airports.332,6FD1,03135.12*H,Heliport,28.95944444462083,-82.69305555569635
Airports.333,1FA1,03135.2*A,Airport,28.855814444109996,-82.55259972187444
Airports.334,2FL3,03139.*A,Airport,30.672583527996576,-85.08345172265474
Airports.335,FD53,03140.*A,Airport,28.45333333356534,-82.2150000002786
Airports.336,3FL1,03140.01*A,Airport,28.45249999970624,-82.20777777805793
Airports.337,5FL0,03140.02*A,Airport,28.413055555421835,-82.22341666651849
Airports.338,89FD,03140.03*H,Heliport,28.401361111444245,-82.24261111112806
Airports.339,FL69,03145.*H,Heliport,26.07981111107138,-80.25476944456008
Airports.340,9FD7,03146.7*A,Airport,30.196224999837984,-83.30904444417718
Airports.341,DAB,03147.*A,Airport,29.179916666726616,-81.05805555522028
Airports.342,7FL6,03147.2*A,Airport,29.08018750021998,-81.04662916626594
Airports.343,4FL6,03147.21*H,Heliport,29.243730555470965,-81.10714722246612
Airports.344,FL44,03147.3*H,Heliport,29.23081416690453,-81.02811055568563
Airports.345,29FL,03147.4*H,Heliport,29.201370278017183,-81.05394500012574
Airports.346,54J,03153.*A,Airport,30.731111111071954,-86.15377777742681
Airports.347,0FD9,03153.1*A,Airport,30.65213555564053,-86.10938444464398
Airports.348,02FL,03153.11*A,Airport,30.642777778143277,-86.12388888846144
Airports.349,69FD,03153.12*A,Airport,30.844722222018223,-86.28138888846199
Airports.350,FL71,03153.13*H,Heliport,30.37436388891382,-86.17938611141831
Airports.351,0FD5,03153.14*A,Airport,30.82018333306625,-86.3443916667717
Airports.352,5FL9,03153.2*A,Airport,30.736300277952257,-86.21299888913887
Airports.353,DED,03156.*A,Airport,29.06702777766793,-81.28375000028971
Airports.354,FL62,03156.1*A,Airport,28.94859805580222,-81.41312222250677
Airports.355,2FD9,03156.13*H,Heliport,29.04387305577862,-81.31784055597727
Airports.356,FD86,03156.14*A,Airport,29.03026194466759,-81.44701194454123
Airports.357,85FA,03156.15*A,Airport,29.09490000033225,-81.27760000000565
Airports.358,1J6,03156.2*A,Airport,29.1041111113677,-81.31419444425768
Airports.359,FD90,03156.35*A,Airport,29.168592499827092,-81.26478388856071
Airports.360,FD08,03156.51*A,Airport,26.4653513890638,-80.14976666637
Airports.361,48FD,03156.512*H,Heliport,26.43592777774592,-80.12694722224661
Airports.362,FL64,03156.513*H,Heliport,26.432799999740364,-80.09354999977006
Airports.363,DTS,03157.*A,Airport,30.40005486083621,-86.47147291641801
Airports.364,25FD,03157.01*H,Heliport,30.38436666683262,-86.39772500002441
