#airframe_info, log_version="1.00", airframe_name="Cessna 172S", unit_software_part_number="006-B0319-BD", unit_software_version="13.11", system_software_part_number="006-B0563-35", system_id="294E6E185", mode=NORMAL, 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2018-08-01, 11:49:29,  -05:00,       ,   47.9499130,  -97.1750107,   627.8, 29.88,   833.8,  16.2,   0.00,   0.00,    1.84,   1.96,  -0.54,   0.01,  -0.04,  88.5, 267.3,  28.2,  28.2,   4.0,   0.7,  21.64,  20.56,     3.40,   61.81,   72.13, 1355.2,   73.83,   67.81,   66.35,   69.02, 1063.94, 1035.71, 1006.27, 1029.53,   746.0,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:29,  -05:00,       ,   47.9499130,  -97.1750107,   627.8, 29.88,   833.7,  16.2,   0.00,   0.00,    2.23,   1.96,  -0.54,   0.00,   0.02,  88.5, 267.3,  28.2,  28.2,   3.9,   0.7,  21.71,  20.56,     3.36,   61.85,   72.23, 1361.8,   74.63,   68.38,   66.97,   69.62, 1070.97, 1040.26, 1013.27, 1036.13,   745.9,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:30,  -05:00,       ,   47.9499130,  -97.1750107,   627.8, 29.88,   833.6,  16.2,   0.00,   0.00,    6.41,   2.08,  -0.44,   0.02,   0.02,  88.5, 267.3,  28.1,  28.2,   3.9,   0.7,  21.76,  20.56,     3.03,   61.89,   70.45, 1286.3,   75.44,   68.97,   67.53,   70.25, 1076.57, 1045.83, 1017.76, 1042.86,   745.8,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:32,  -05:00,       ,   47.9499130,  -97.1750107,   624.8, 29.88,   833.5,  16.2,   0.00,   0.00,  -42.44,   2.12,  -0.38,   0.03,   0.04,  88.6, 267.3,  28.1,  28.2,   3.8,   0.6,  21.76,  20.56,     2.82,   61.94,   68.31, 1203.9,   76.27,   69.58,   68.16,   70.89, 1074.04, 1051.52, 1012.94, 1044.89,   745.7,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:33,  -05:00,       ,   47.9499130,  -97.1750107,   622.8, 29.88,   834.3,  16.2,   0.00,   0.00,  -90.07,   2.03,  -0.48,   0.01,  -0.02,  88.6, 267.3,  28.1,  28.2,   3.8,   0.6,  21.76,  20.56,     2.81,   61.98,   68.09, 1190.7,   77.11,   70.19,   68.77,   71.60, 1069.34, 1052.07, 1008.23, 1043.08,   746.5,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   3.9,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:33,  -05:00,       ,   47.9499130,  -97.1749954,   620.8, 29.88,   834.5,  16.2,   0.00,   0.00, -103.53,   1.99,  -0.45,   0.02,  -0.01,  88.7, 267.3,  28.1,  28.2,   3.8,   0.6,  21.76,  20.54,     2.82,   62.03,   68.19, 1187.8,   77.97,   70.84,   69.42,   72.27, 1067.40, 1050.72, 1005.96, 1042.06,   746.7,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:34,  -05:00,       ,   47.9499130,  -97.1749954,   621.8, 29.88,   834.0,  16.2,   0.00,   0.00,  -67.53,   2.04,  -0.47,   0.00,   0.02,  88.6, 267.3,  28.1,  28.2,   3.7,   0.6,  21.81,  20.56,     2.55,   62.07,   66.67, 1131.4,   78.84,   71.47,   70.09,   72.94, 1063.98, 1050.84,  999.10, 1040.63,   746.2,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 123.300,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:36,  -05:00,       ,   47.9499130,  -97.1749954,   623.8, 29.88,   833.9,  16.2,   0.00,   0.00,    1.34,   2.05,  -0.45,   0.01,  -0.00,  88.6, 267.3,  28.1,  28.2,   3.7,   0.6,  21.81,  20.56,     2.53,   62.12,   66.56, 1123.2,   79.74,   72.15,   70.78,   73.64, 1058.73, 1051.72,  991.87, 1036.75,   746.1,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 124.575,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 113.0,       
2018-08-01, 11:49:37,  -05:00,       ,   47.9499130,  -97.1749954,   622.8, 29.88,   833.8,  16.2,   0.00,   0.00,    6.72,   2.05,  -0.57,  -0.00,   0.00,  88.5, 267.3,  28.1,  28.1,   3.6,   0.6,  21.81,  20.54,     2.52,   62.16,   66.60, 1125.7,   80.64,   72.80,   71.50,   74.38, 1055.16, 1049.93,  987.35, 1034.08,   746.0,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 124.575,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,  -3.9,     3D, 3704,      ,       , 112.5,       
2018-08-01, 11:49:37,  -05:00,       ,   47.9499130,  -97.1749954,   622.8, 29.88,   833.8,  16.2,   0.00,   0.00,   -7.13,   2.03,  -0.55,   0.00,  -0.02,  88.6, 267.3,  28.1,  28.2,   3.6,   0.6,  21.76,  20.54,     2.56,   62.21,   66.84, 1135.0,   81.55,   73.49,   72.24,   75.09, 1051.78, 1048.44,  984.43, 1032.69,   746.0,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 124.575,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 112.5,       
2018-08-01, 11:49:38,  -05:00,       ,   47.9499130,  -97.1749954,   622.8, 29.88,   832.6,  16.2,   0.00,   0.00,   20.41,   2.02,  -0.51,   0.02,   0.00,  88.6, 267.3,  28.1,  28.2,   3.5,   0.6,  21.76,  20.54,     2.52,   62.26,   67.06, 1145.3,   82.42,   74.02,   72.83,   75.70, 1050.29, 1047.05,  983.29, 1031.92,   744.8,   0,  GPS,  176.9, 114.30, 116.20, 118.400, 119.400,       ,       ,       ,      ,       ,       ,    3.1,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       , 112.5,       
