#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-10.69, 2.79, 5.270030764811867, -300.0, 68.28, -0.02, -0.0, 1545.0
-10.52, 3.21, 7.915302156760882, -570.0, 68.5, -0.06, 0.02, 1537.0
-13.34, 1.94, 8.277808832199632, -750.0, 66.32, -0.09, 0.01, 1527.0
-11.99, 2.52, 9.924462396312073, -870.0, 65.71, 0.06, 0.03, 1521.0
-10.15, 1.11, 8.731844562515299, -900.0, 66.2, 0.06, 0.03, 1506.0
-9.9, 0.44, 7.325642272386641, -870.0, 71.66, -0.03, 0.0, 1481.0
-11.01, 2.3, 8.902172783600491, -810.0, 69.86, 0.0, 0.02, 1468.0
-8.73, 2.24, 8.277917303810831, -750.0, 70.41, 0.09, 0.01, 1454.0
-5.42, 2.12, 8.513474368268216, -810.0, 71.83, -0.08, 0.01, 1434.0
-10.2, 2.24, 11.38592767148761, -1110.0, 68.99, -0.0, 0.05, 1422.0
-13.99, 3.16, 12.404907707284977, -1080.0, 65.31, 0.02, 0.07, 1408.0
-17.5, 3.52, 9.73348307975144, -750.0, 68.23, 0.04, 0.08, 1395.0
-20.29, 2.63, 6.184224664591923, -420.0, 66.05, -0.01, 0.06, 1384.0
-22.31, 1.0, 5.53832670169679, -540.0, 66.75, -0.12, -0.01, 1368.0
-20.81, -0.03, 9.688908552472542, -1140.0, 65.74, -0.1, 0.0, 1347.0
-17.44, -2.23, 16.564286029867546, -2190.0, 66.37, -0.14, 0.02, 1323.0
-17.83, -3.81, 15.098861757492989, -2190.0, 65.81, -0.11, 0.05, 1271.0
-17.04, -3.81, 8.764001077227158, -1530.0, 69.62, 0.09, -0.0, 1239.0
-17.46, -1.68, 11.690457673126165, -1650.0, 70.46, 0.1, 0.03, 1211.0
-18.29, -1.82, 9.078360870349128, -1350.0, 70.51, 0.06, 0.02, 1189.0
-18.3, -0.57, 6.162708857841199, -870.0, 73.28, 0.21, -0.01, 1166.0
-12.26, -0.82, 4.339350092140574, -690.0, 75.77, 0.12, -0.02, 1148.0
-9.57, -0.37, 5.010757191831666, -720.0, 75.82, 0.02, -0.02, 1134.0
-6.59, 0.45, 8.111553752783925, -1020.0, 75.55, 0.03, -0.03, 1120.0
-7.75, 0.12, 9.958121381892571, -1260.0, 72.82, -0.13, 0.05, 1107.0
-11.11, -1.01, 6.777408039724277, -990.0, 72.15, 0.12, 0.04, 1095.0
-12.1, 0.88, 3.6084654916041066, -360.0, 74.68, 0.18, 0.03, 1083.0
-10.34, 1.94, 0.8403125549529438, 150.0, 77.18, 0.22, 0.0, 1079.0
-9.66, 2.6, 1.9400424351306906, 90.0, 77.16, 0.05, -0.0, 1079.0
-13.1, 1.91, 2.810858835226846, -120.0, 75.37, -0.03, 0.0, 1081.0
-14.23, 1.85, 2.0800281722558216, -30.0, 73.79, -0.13, 0.01, 1080.0
-17.52, 2.16, 1.7042021411349766, 60.0, 74.48, 0.03, -0.05, 1079.0
