#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-2.82, -0.91, 9.169873521154267, -1170.0, 64.78, -0.12, -0.03, 1639.0
3.93, -0.09, 10.728434660003769, -1290.0, 67.43, -0.16, 0.01, 1618.0
3.05, 1.4, 12.912283586830421, -1380.0, 68.02, 0.04, 0.02, 1598.0
4.22, 0.01, 10.213228265215772, -1230.0, 68.43, -0.02, 0.05, 1579.0
1.64, -0.15, 8.106359334140587, -990.0, 67.73, -0.03, -0.02, 1558.0
1.47, 0.32, 8.682003759601146, -1020.0, 69.42, -0.09, -0.0, 1534.0
-0.66, 0.46, 10.808028717975011, -1260.0, 69.43, 0.08, 0.02, 1514.0
-2.15, -0.29, 13.89845740733805, -1740.0, 70.1, -0.0, -0.03, 1492.0
-0.34, 1.59, 19.19055402190386, -2160.0, 70.54, 0.09, 0.0, 1459.0
4.06, 0.05, 11.717821113671688, -1410.0, 68.83, -0.06, 0.04, 1438.0
5.02, 0.67, 6.891150060425319, -750.0, 68.11, -0.1, 0.03, 1423.0
5.39, 0.53, 7.8054061580073215, -870.0, 67.39, 0.0, -0.0, 1404.0
5.49, -0.79, 6.559992014402257, -900.0, 69.72, -0.02, 0.04, 1387.0
2.34, 0.74, 9.111237932926471, -1050.0, 71.22, 0.04, 0.0, 1368.0
0.01, 2.07, 11.699534482720649, -1200.0, 70.84, 0.1, -0.01, 1349.0
-0.33, 4.05, 17.65632920495739, -1650.0, 69.42, 0.17, 0.03, 1329.0
-1.57, 3.35, 15.49396787298571, -1440.0, 67.04, -0.1, 0.05, 1308.0
-2.32, 3.57, 9.189397338845021, -660.0, 65.56, -0.05, 0.03, 1295.0
-1.04, 2.7, 7.2822066593138555, -540.0, 65.83, -0.06, 0.03, 1281.0
-1.98, 2.2, 8.99375388074587, -810.0, 67.07, 0.07, 0.02, 1267.0
-1.47, 1.79, 11.188044814316413, -1110.0, 66.37, 0.03, 0.06, 1254.0
-2.65, 2.01, 10.051118789922773, -960.0, 67.29, -0.0, 0.04, 1239.0
-3.57, 2.6, 8.603471115857383, -720.0, 67.59, 0.01, 0.02, 1225.0
-1.31, 2.13, 10.46925383792285, -990.0, 66.77, -0.02, 0.01, 1210.0
0.15, 0.52, 10.382215947900002, -1170.0, 66.84, -0.07, 0.03, 1181.0
-2.01, -0.04, 9.414755377478754, -1110.0, 65.8, -0.07, 0.01, 1160.0
-2.13, 0.64, 11.439271101316363, -1290.0, 67.6, -0.02, 0.02, 1142.0
0.78, 0.94, 11.820905972239526, -1290.0, 66.88, 0.0, 0.05, 1122.0
-3.19, 1.38, 11.653191062308036, -1230.0000000000068, 67.77, -0.07, 0.02, 1104.0
-1.78, 1.49, 14.52874681927687, -1560.0000000000068, 68.02, 0.1, 0.05, 1080.0
2.41, 2.5, 13.202452056148415, -1320.0, 70.19, 0.05, 0.01, 1056.0
0.4, 2.81, 9.481625548843244, -810.0, 68.83, 0.1, 0.04, 1043.0
