#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-0.41, 4.61, 2.4747134988698525, 300.0, 79.51, -0.06, -0.02, 776.0
0.34, 3.87, 1.4899213185264997, 330.0, 78.47, -0.11, -0.05, 779.0
1.09, 2.83, 3.266122742584607, -60.0, 77.84, -0.1, -0.0, 779.0
0.66, 3.55, 7.083836053427234, -480.0, 76.9, 0.03, 0.01, 777.0
0.76, 4.7, 7.21441854657019, -330.0, 74.28, 0.03, 0.02, 776.0
2.08, 6.12, 5.430927912751102, 90.0, 73.9, 0.03, -0.03, 776.0
1.54, 6.43, 4.791385395748258, 210.0, 72.52, -0.06, -0.03, 777.0
0.12, 6.68, 7.386275857272383, -90.0, 72.1, -0.02, 0.0, 778.0
1.9, 5.91, 7.377757141895838, -180.0, 69.61, -0.1, -0.0, 776.0
1.13, 6.19, 7.942956452541904, -210.0, 67.32, 0.0, -0.02, 772.0
1.77, 2.42, 5.241165278620388, -330.0, 65.06, -0.21, 0.0, 765.0
2.19, -1.97, 2.9322979672635547, -570.0, 64.57, -0.24, -0.0, 753.0
2.11, -3.57, 5.179486904671023, -1020.0, 65.07, -0.1, -0.02, 734.0
12.16, -3.49, 6.267903456063705, -1170.0, 67.86, -0.04, -0.06, 710.0
21.8, -2.5, 8.80553258113072, -1380.0, 69.78, 0.05, -0.07, 685.0
24.11, -3.59, 19.34183737636226, -2820.0, 71.47, 0.09, -0.0, 660.0
28.62, -1.43, 18.48705500518008, -2430.0, 70.44, 0.28, 0.04, 615.0
31.14, -0.59, 5.399252116828641, -750.0, 70.98, 0.18, 0.01, 603.0
30.51, -0.67, 5.637068494045731, -810.0, 72.81, 0.21, 0.02, 590.0
29.7, -1.12, 6.417419366283136, -960.0, 72.27, 0.26, 0.02, 577.0
28.89, -0.46, 6.364399331955687, -870.0, 72.3, 0.24, 0.06, 567.0
27.14, 0.47, 6.083845842669365, -690.0, 69.98, 0.24, 0.07, 557.0
25.55, 1.72, 5.596026630443914, -480.0, 70.12, 0.25, 0.06, 550.0
20.81, 3.37, 4.590872969264494, -150.0, 69.79, 0.22, 0.07, 547.0
11.29, 3.99, 2.518382393441096, 180.0, 69.35, -0.0, 0.05, 546.0
5.55, 3.15, 1.6581596552521811, 180.0, 68.01, -0.11, 0.05, 546.0
2.45, 2.46, 1.7020978919809346, 90.0, 66.46, -0.11, 0.02, 543.0
-0.29, 1.8, 1.5507739882031346, 30.0, 67.77, -0.12, -0.01, 539.0
-0.9, 1.8, 4.005275348866828, -270.0, 69.46, -0.06, -0.05, 531.0
1.55, 1.44, 5.671984355049355, -510.0, 67.97, -0.05, -0.05, 521.0
1.59, 2.02, 6.685234608559508, -570.0, 69.34, 0.05, -0.04, 511.0
3.26, 3.08, 8.129664218131776, -630.0, 70.68, 0.03, -0.03, 502.0
