#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
0.93, 1.97, 1.97, 0.0, 0.0, -0.0, -0.02, 0.0
0.93, 2.03, 2.03, 0.0, 0.0, 0.0, -0.02, 0.0
0.93, 2.01, 2.01, 0.0, 0.0, 0.01, -0.01, 0.0
0.93, 2.03, 2.03, 0.0, 0.0, 0.01, -0.01, 0.0
0.92, 2.02, 2.02, 0.0, 0.0, -0.01, -0.01, 0.0
0.96, 1.99, 1.99, 0.0, 0.0, -0.02, -0.02, 0.0
0.94, 2.02, 2.02, 0.0, 0.0, -0.0, -0.02, 0.0
0.94, 2.05, 1.2286754458560778, 30.0, 0.0, 0.02, -0.03, 0.0
0.97, 2.0, 1.178675445856078, 30.0, 0.0, -0.01, -0.01, 0.0
0.97, 2.03, 2.03, 0.0, 0.0, 0.0, -0.02, 2.0
0.98, 2.01, 2.01, 0.0, 0.0, -0.01, -0.01, 3.0
0.99, 2.02, 2.02, 0.0, 0.0, 0.0, -0.01, 3.0
0.97, 2.01, 2.01, 0.0, 0.0, 0.01, -0.01, 3.0
1.0, 2.02, 2.841324554143922, -30.0, 0.0, -0.01, -0.01, 3.0
0.98, 1.99, 1.99, 0.0, 0.0, -0.02, -0.02, 168.0
1.0, 2.02, 24.433802772826223, -798.0000000000007, 0.0, 0.0, -0.02, 167.0
1.01, 1.98, 26.18243173679639, -858.0000000000007, 0.0, -0.01, -0.01, 172.0
1.01, 2.02, 2.8413245541439216, -30.0, 0.0, 0.0, -0.01, 177.0
1.0, 2.0, 2.0, 0.0, 0.0, -0.01, -0.02, 179.0
1.01, 1.99, 1.99, 0.0, 0.0, 0.02, -0.02, 174.0
1.0, 2.01, 2.01, 0.0, 0.0, 0.01, -0.02, 174.0
1.0, 1.98, 1.1586754458560784, 30.0, 0.0, -0.0, -0.02, 174.0
1.01, 2.0, 1.1786754458560784, 30.0, 0.0, -0.01, -0.01, 172.0
0.99, 2.0, 2.8213245541439216, -30.0, 0.0, 0.0, -0.01, 172.0
1.0, 1.99, 2.811324554143922, -30.0, 0.0, 0.02, -0.02, 172.0
1.0, 1.98, 1.98, 0.0, 0.0, 0.0, -0.01, 171.0
1.0, 2.02, 1.1986754458560782, 30.0, 0.0, 0.02, -0.01, 170.0
0.99, 1.98, 1.1586754458560782, 30.0, 0.0, -0.02, -0.01, 0.0
1.01, 1.99, 1.99, 0.0, 0.0, 0.01, -0.03, 0.0
1.03, 1.99, 1.99, 0.0, 0.0, -0.0, -0.02, 0.0
1.02, 1.98, 1.98, 0.0, 0.0, 0.01, -0.02, 0.0
1.03, 1.98, 1.1586754458560784, 30.0, 0.0, -0.0, -0.01, 0.0
