#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-17.49, 0.98, 4.942816553182672, -540.0, 77.16, 0.09, -0.02, 632.0
-14.06, 1.34, 3.286903678463931, -270.0, 78.48, 0.06, -0.02, 620.0
-13.46, 1.36, 2.6577969987882697, -180.0, 78.48, 0.03, -0.06, 615.0
-10.81, 0.41, 1.5028896830162106, -150.0, 77.66, -0.05, -0.03, 610.0
-9.39, -0.1, 2.0539878353753465, -300.0, 78.82, -0.03, -0.08, 603.0
-10.52, -0.69, 1.9262763106833312, -360.0, 77.88, -0.04, -0.1, 593.0
-11.2, -0.64, 2.354589858569538, -420.0, 79.39, 0.01, -0.09, 584.0
-12.91, -0.96, 3.843545406899218, -660.0, 77.83, 0.02, -0.11, 575.0
-14.51, -3.57, 0.812330222043594, -600.0, 77.54, -0.05, -0.11, 559.0
-13.52, -4.87, -0.7863190694854225, -570.0, 79.04, -0.06, -0.05, 547.0
-8.25, -6.19, -1.4318008724654572, -660.0, 78.57, -0.06, -0.15, 529.0
-6.8, -4.92, 1.619308496448621, -930.0, 80.64, -0.01, -0.15, 511.0
-3.82, -6.73, 0.773422708758229, -1080.0, 81.67, -0.03, -0.12, 491.0
-5.42, -6.22, 3.1141607903270048, -1380.0, 84.02, 0.12, -0.15, 470.0
-11.14, -7.09, 8.563891895125384, -2310.0, 84.54, -0.02, 0.03, 452.0
-12.08, -2.76, 18.03605421720117, -3000.0, 83.44, 0.17, 0.12, 431.0
-11.67, -1.37, 18.910750838764937, -2760.0, 78.63, 0.03, 0.18, 414.0
-11.07, 0.7, 14.701544064197412, -1830.0, 74.69, 0.12, 0.17, 398.0
-7.95, -0.47, 7.588651255411054, -1020.0, 71.85, -0.1, 0.18, 384.0
-10.71, 1.59, 8.558869576127233, -900.0, 73.25, 0.07, 0.21, 371.0
-5.7, -1.12, 4.641073589912705, -720.0, 70.83, -0.15, 0.13, 357.0
-4.71, -0.34, 4.921678887995143, -660.0, 71.07, 0.03, 0.14, 344.0
-5.68, -0.34, 10.080107904626182, -1320.0, 72.07, 0.03, 0.25, 331.0
-11.79, -0.09, 10.740962512156491, -1380.0, 72.52, -0.1, 0.2, 305.0
-13.48, -0.54, 7.662306773461508, -1020.0, 70.6, -0.07, 0.19, 287.0
-13.36, -0.87, 7.590981363973827, -1050.0, 70.47, -0.04, 0.16, 269.0
-10.28, -0.54, 9.622342239942927, -1260.0, 70.52, 0.1, 0.19, 249.0
-7.28, -0.83, 8.734531153336384, -1170.0, 69.81, 0.02, 0.18, 230.0
-5.41, -0.76, 7.202879861543043, -990.0, 70.57, -0.03, 0.19, 213.0
-5.13, -0.27, 8.224982683643564, -1050.0, 70.19, -0.01, 0.2, 198.0
-6.53, 0.62, 9.825416627924689, -1140.0, 70.37, -0.04, 0.19, 180.0
-12.48, 0.44, 8.088123630293872, -960.0, 71.23, -0.04, 0.2, 154.0
