#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
0.87, 6.97, 10.899718028231781, -420.0, 56.93, -0.01, 0.0, 3732.0
0.02, 7.39, 11.071462474704207, -390.0, 56.16, 0.03, 0.01, 3726.0
-0.04, 11.91, 13.06140497779826, -120.0, 54.72, 0.23, -0.04, 3721.0
0.08, 14.92, 13.769551078291821, 120.0, 54.79, 0.15, -0.05, 3725.0
0.81, 18.24, 14.829320684112815, 360.0, 55.84, 0.16, -0.02, 3736.0
0.35, 19.37, 13.598821461600295, 600.0, 54.65, 0.02, -0.02, 3751.0
1.45, 20.79, 12.523098305310146, 840.0, 52.89, -0.0, 0.02, 3769.0
1.88, 21.69, 10.344039568335981, 1110.0, 50.07, -0.05, 0.02, 3787.0
0.78, 22.05, 10.020657679515407, 1140.0, 47.64, -0.08, 0.0, 3807.0
1.34, 22.66, 10.144897716037967, 1140.0, 44.69, -0.07, 0.02, 3823.0
0.44, 23.25, 10.948179156324132, 1110.0, 43.97, -0.09, 0.02, 3839.0
0.1, 23.08, 11.829548142593968, 990.0, 42.06, -0.11, -0.0, 3854.0
1.41, 23.41, 12.321311086467574, 930.0, 38.69, -0.1, -0.01, 3865.0
1.41, 23.09, 12.79164803911424, 840.0, 36.76, -0.13, -0.01, 3876.0
1.81, 22.91, 14.284676507465626, 690.0, 35.38, -0.12, -0.0, 3885.0
3.28, 22.5, 15.595073612495574, 540.0, 33.84, -0.13, 0.01, 3892.0
6.98, 21.09, 17.60749253421164, 270.0, 33.18, -0.18, -0.02, 3896.0
16.53, 6.69, 6.321339855911457, 30.0, 36.25, -0.48, 0.05, 3896.0
8.18, 0.45, 5.281921979442598, -450.0, 45.84, -0.33, -0.14, 3883.0
3.21, 0.02, 11.484184576958926, -1110.0, 49.26, 0.01, -0.05, 3862.0
1.38, 2.11, 14.720727427307242, -1260.0, 51.89, 0.21, -0.06, 3841.0
0.91, -0.26, 9.954145865047751, -1110.0, 58.78, -0.04, -0.09, 3825.0
0.83, 0.1, 8.86162246163914, -1020.0, 64.94, 0.06, -0.07, 3809.0
0.75, 0.4, 8.565893896635478, -990.0, 68.8, 0.1, -0.03, 3795.0
1.08, 3.33, 9.513399386639112, -780.0, 71.51, 0.24, -0.03, 3784.0
0.45, 3.49, 5.327298978417563, -240.0, 73.92, 0.02, -0.05, 3780.0
0.64, 3.88, 3.215824440526224, 90.0, 76.67, 0.06, -0.02, 3778.0
0.65, 2.97, 2.756224526260292, 30.0, 79.4, -0.01, -0.03, 3777.0
-0.1, 2.83, 2.83, 0.0, 80.63, -0.01, -0.02, 3776.0
-0.18, 2.83, 3.2464348056099404, -60.0, 81.52, -0.01, -0.02, 3773.0
-0.24, 2.65, 3.0640475903936553, -60.0, 81.99, -0.03, -0.02, 3772.0
0.01, 2.94, 4.178452458067692, -180.0, 82.24, 0.0, 0.0, 3768.0
