#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-18.47, 1.83, 2.2949751964452725, -60.0, 73.01, 0.07, -0.0, 680.0
-23.85, 1.67, 4.172283390936856, -330.0, 74.64, 0.03, -0.01, 677.0
-28.69, 2.3, 6.6046342890134175, -570.0, 74.99, 0.09, 0.01, 670.0
-29.86, 2.13, 6.4329096501431815, -570.0, 75.02, 0.13, 0.03, 630.0
-31.27, 0.91, 3.6446954107613494, -360.0, 74.51, 0.15, -0.01, 622.0
-29.89, 0.09, 3.044052217438829, -390.0, 74.73, -0.12, 0.02, 615.0
-29.52, 0.67, 6.865156667414888, -810.0, 74.12, 0.17, 0.0, 602.0
-24.76, -1.3, 4.513351720027548, -750.0, 73.12, 0.04, -0.01, 582.0
-14.68, -3.0, -0.058946666462742936, -390.0, 75.06, -0.12, -0.02, 567.0
-13.71, -4.9, 0.41536828267032355, -720.0, 76.75, 0.04, -0.05, 548.0
-13.37, -5.57, 4.971020031438417, -1440.0, 77.73, -0.0, 0.01, 536.0
-7.28, -4.13, 7.250155041840668, -1530.0, 76.57, 0.06, -0.01, 512.0
-4.83, -2.96, 6.3371891425936075, -1290.0, 78.85, 0.14, -0.04, 491.0
-4.52, -2.43, 8.764388055290903, -1560.0, 79.35, 0.07, 0.05, 473.0
-1.58, -2.35, 11.346815999304754, -1860.0, 77.57, -0.04, 0.03, 486.0
3.27, -3.2, 17.50487476683471, -2730.0, 76.25, 0.02, 0.14, 451.0
-2.0, -3.13, 15.835410906792681, -2340.0, 71.1, -0.05, 0.14, 404.0
-9.7, -0.38, 9.572696806879266, -1260.0, 71.99, 0.03, 0.17, 369.0
-14.15, 1.27, 10.561306101893583, -1170.0, 71.56, 0.11, 0.14, 350.0
-16.17, 2.09, 10.457687920664934, -1050.0, 71.25, 0.0, 0.16, 317.0
-19.58, 3.26, 12.078201306160626, -1080.0, 69.86, 0.04, 0.16, 314.0
-21.25, 4.1, 11.512326565692922, -900.0, 68.89, 0.08, 0.17, 299.0
-20.61, 3.52, 8.67078746719888, -630.0, 69.47, 0.06, 0.14, 285.0
-17.48, 2.2, 7.112855687755431, -600.0, 69.31, -0.09, 0.17, 286.0
-14.03, 2.23, 10.15169532007953, -960.0, 68.74, 0.01, 0.16, 270.0
-10.2, 0.9, 9.129094120953125, -990.0, 68.05, -0.04, 0.16, 324.0
-6.94, -0.42, 6.7300542795400995, -870.0, 69.08, 0.0, 0.12, 307.0
-3.27, -1.4, 7.32954200898903, -1080.0, 70.27, -0.08, 0.16, 290.0
-3.45, 0.53, 10.38827485960155, -1200.0, 69.35, 0.1, 0.17, 245.0
-4.72, 1.11, 8.71875283463841, -930.0, 69.56, 0.03, 0.16, 231.0
-5.99, 1.53, 8.486870767814347, -840.0, 68.31, -0.06, 0.19, 184.0
-5.99, 1.91, 8.57789487118147, -780.0, 65.24, 0.01, 0.14, 171.0
