#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-0.8, 9.48, 9.818171294460466, -30.0, 42.18, 0.06, -0.01, 2714.0
0.2, 8.58, 9.614619405719141, -90.0, 40.79, 0.01, -0.0, 2715.0
-0.04, 8.12, 9.16457386845652, -90.0, 40.12, -0.12, 0.01, 2713.0
-0.9, 9.15, 9.846361146174322, -60.0, 40.12, -0.04, 0.01, 2711.0
-0.71, 9.34, 10.405068756363764, -90.0, 38.78, -0.05, 0.01, 2707.0
-0.96, 9.4, 11.549712943764936, -180.0, 38.17, -0.04, -0.01, 2702.0
-0.66, 9.8, 12.3253827200634, -210.0, 37.71, 0.04, -0.01, 2696.0
-0.42, 8.71, 11.789920283549275, -240.0, 33.49, -0.05, -0.04, 2691.0
0.21, 9.11, 13.152007000976639, -330.0, 36.52, -0.01, -0.03, 2687.0
-0.9, 8.87, 14.05877875400282, -420.0, 35.99, -0.07, -0.02, 2681.0
-0.94, 9.59, 14.044082858169318, -360.0, 35.87, -0.01, -0.02, 2675.0
-0.37, 8.39, 12.336280908325344, -300.0, 31.97, -0.12, 0.01, 2669.0
-1.55, 9.42, 14.645570407616958, -420.0, 35.53, -0.03, 0.0, 2661.0
-0.49, 9.49, 14.637026397926885, -420.0, 36.52, 0.01, -0.05, 2653.0
-1.4, 9.33, 15.385911617595854, -480.0, 34.66, -0.04, -0.0, 2645.0
-0.77, 9.34, 17.286705008623294, -630.0, 34.76, -0.08, -0.01, 2636.0
-1.08, 9.43, 18.080841202124375, -690.0, 35.19, 0.07, 0.08, 2625.0
3.49, 7.32, 15.041928586876216, -570.0, 30.32, 0.0, 0.03, 2617.0
-0.67, 7.02, 10.92576597241672, -330.0, 38.82, 0.07, -0.04, 2610.0
3.23, 6.59, 11.386767691910606, -420.0, 41.33, 0.01, 0.03, 2604.0
-0.29, 6.01, 13.49948256348509, -630.0, 38.66, -0.0, 0.06, 2601.0
-0.22, 5.33, 9.073918598925063, -330.0, 41.77, -0.03, -0.02, 2598.0
-0.2, 6.17, 5.8533774249937975, 30.0, 47.06, 0.07, -0.01, 2595.0
-0.13, 5.28, 9.455463184013649, -420.0, 51.85, -0.03, 0.04, 2592.0
2.15, 3.72, 8.697423561233697, -480.0, 48.52, 0.03, 0.06, 2580.0
-2.21, 4.81, 7.064542519704625, -240.0, 56.54, -0.1, -0.02, 2571.0
2.02, 5.02, 12.586852105280704, -810.0, 57.25, 0.12, 0.02, 2560.0
3.54, 0.74, 9.469437004778978, -930.0, 56.92, -0.09, 0.04, 2552.0
3.02, 1.36, 2.6605018694306066, -150.0, 63.71, 0.01, 0.02, 2545.0
-1.05, 1.56, 5.5405850272193184, -480.0, 68.02, -0.1, 0.06, 2537.0
4.01, 0.64, 6.917307787736578, -750.0, 67.24, -0.02, 0.08, 2523.0
-1.08, 0.57, 1.9777767406915139, -180.0, 72.35, -0.07, 0.02, 2518.0
