#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
0.58, 2.05, 3.8607501913102156, -210.0, 64.23, 0.04, -0.01, 2595.0
3.85, 1.21, 4.291785171545108, -360.0, 64.94, -0.09, -0.01, 2591.0
3.66, -0.21, 3.8045961970960622, -450.0, 61.15, -0.13, 0.0, 2583.0
0.44, 0.47, 5.901917704979514, -600.0, 59.89, 0.0, -0.05, 2573.0
1.04, 0.73, 8.181120759569962, -810.0, 58.59, 0.05, -0.03, 2561.0
-0.93, -0.26, 7.296341318283296, -810.0, 57.37, -0.05, 0.01, 2549.0
-0.22, 0.49, 6.957617461469424, -690.0, 56.89, 0.02, -0.03, 2535.0
1.11, 1.61, 8.359314118606994, -720.0, 56.9, 0.07, 0.03, 2524.0
0.57, 3.03, 9.662579729922733, -690.0, 54.75, 0.07, -0.0, 2514.0
0.33, 4.72, 9.39084894293674, -480.0, 53.63, 0.02, 0.03, 2507.0
-4.43, 6.55, 9.220025405281504, -270.0, 52.24, 0.1, -0.01, 2501.0
-3.75, 7.04, 9.146023247650959, -210.0, 51.09, -0.06, -0.06, 2497.0
0.13, 10.21, 12.366607926045287, -210.0, 49.2, 0.08, 0.0, 2493.0
-1.09, 11.39, 13.678349634580266, -210.0, 44.67, -0.05, 0.0, 2490.0
2.19, 12.92, 14.609913441941181, -150.0, 42.23, -0.01, -0.03, 2486.0
4.8, 12.45, 17.81534597122741, -420.0, 33.84, -0.08, 0.0, 2482.0
2.11, 12.57, 20.204651344040588, -570.0, 31.0, 0.11, -0.0, 2469.0
5.93, 6.28, 13.49128364273945, -510.0, 27.79, -0.13, -0.01, 2459.0
8.49, -6.68, 3.781236362523959, -870.0, 38.07, -0.39, -0.01, 2442.0
-2.66, 1.55, 14.629446167342088, -1110.0, 39.67, 0.33, -0.02, 2421.0
-7.65, 0.79, 13.572451625890853, -1110.0, 41.25, 0.1, -0.07, 2408.0
-4.04, 1.25, 11.572177651084095, -1020.0, 50.78, 0.12, -0.02, 2398.0
3.03, 2.78, 6.64171733117079, -420.0, 58.45, 0.01, -0.03, 2392.0
1.1, 2.89, 3.4264467937837306, -60.0, 60.88, 0.0, -0.01, 2391.0
-1.08, 2.8, 4.3915667590444105, -180.0, 61.9, 0.01, 0.02, 2389.0
-1.02, 1.16, 4.223928866168352, -360.0, 65.49, -0.24, -0.0, 2386.0
-0.93, 2.77, 5.909490748257535, -390.0, 70.32, 0.06, 0.01, 2375.0
1.66, 4.97, 5.44399963274417, -60.0, 71.62, 0.14, -0.0, 2373.0
3.8, 5.8, 3.9390278953419338, 240.0, 72.98, 0.04, -0.0, 2376.0
3.27, 5.42, 2.2376349656549523, 420.0, 74.71, -0.0, -0.01, 2381.0
3.36, 5.19, 2.4742718186641124, 360.0, 75.03, -0.08, 0.02, 2384.0
3.55, 4.88, 2.400980444375956, 330.0, 75.34, -0.09, 0.0, 2388.0
