#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-32.86, 5.04, 5.2889190002587485, -30.0, 67.89, 0.08, 0.03, 594.0
-32.41, 2.14, 0.6507559593468872, 180.0, 68.18, 0.15, -0.04, 574.0
-31.73, 0.19, 0.9247077655549434, -90.0, 69.49, 0.13, -0.07, 567.0
-28.38, 0.3, 3.9995309923173084, -450.0, 68.86, 0.13, -0.04, 560.0
-24.87, 0.47, 5.226366067776791, -570.0, 67.45, 0.13, -0.07, 548.0
-21.41, 0.68, 6.169660243634347, -660.0, 67.8, 0.12, -0.06, 535.0
-18.15, -0.04, 6.490149234764247, -780.0, 67.23, -0.02, -0.05, 511.0
-16.36, 0.83, 8.61905845781951, -930.0, 67.28, 0.01, -0.02, 497.0
-15.7, 1.7, 10.84953331225969, -1080.0, 66.29, 0.04, 0.02, 463.0
-14.95, 2.46, 10.782715304992, -990.0, 66.96, 0.05, 0.03, 450.0
-10.72, 1.7, 6.522662189474866, -570.0, 66.12, -0.01, -0.0, 434.0
-8.16, 1.37, 4.6186765397655645, -390.0, 67.56, 0.07, -0.04, 420.0
-5.81, 4.71, 8.697545726953829, -480.0, 67.85, 0.31, -0.07, 400.0
-3.32, 8.4, 11.084808050676042, -330.0, 69.86, 0.17, -0.1, 396.0
1.02, 13.83, 16.464370477383447, -330.0, 70.9, 0.31, -0.06, 399.0
5.32, 17.91, 20.938830202624825, -360.0, 66.59, 0.29, 0.0, 411.0
10.72, 20.16, 19.357091491287694, 90.0, 61.08, 0.2, 0.15, 431.0
8.96, 22.73, 11.572925876384767, 1110.0, 51.4, 0.08, 0.12, 452.0
1.9, 19.75, -1.1246705414232459, 2040.0, 51.24, -0.33, 0.07, 479.0
-1.05, 19.17, -0.6729366510467436, 2010.0, 54.01, -0.1, 0.01, 496.0
-2.69, 17.55, 2.3344661750147164, 1590.0, 55.94, -0.17, 0.01, 514.0
-3.91, 14.83, 2.4976772718382048, 1290.0, 55.68, -0.19, -0.07, 528.0
-2.1, 13.44, 5.506514412765792, 840.0, 56.33, -0.11, -0.04, 556.0
-2.65, 12.78, 9.368520462974285, 360.0, 55.82, -0.04, -0.03, 565.0
-2.04, 14.64, 13.227850276489113, 150.0, 56.34, 0.06, -0.06, 573.0
0.92, 15.01, 13.575458214463882, 150.0, 55.0, -0.04, 0.02, 590.0
3.13, 14.04, 11.73261412984307, 240.0, 54.57, -0.04, 0.04, 601.0
2.11, 14.61, 10.836815007529028, 390.0, 54.08, 0.0, 0.06, 615.0
1.97, 14.39, 9.47510000426346, 510.0, 54.45, -0.01, 0.09, 626.0
1.45, 13.06, 5.016184410434489, 840.0, 55.16, -0.12, 0.04, 638.0
0.79, 11.67, 0.7951167374924601, 1170.0, 57.96, -0.11, 0.02, 648.0
-0.54, 12.04, 2.8415637366399054, 1020.0, 60.49, 0.02, -0.05, 656.0
