#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-23.57, -1.9, 1.5285324746869207, -570.0, 94.12, 0.05, -0.0, 689.0
-17.76, -3.6, -1.6179546806050566, -330.0, 94.22, -0.1, -0.03, 681.0
-11.73, -3.87, 0.7334409852406472, -780.0, 95.97, -0.01, -0.05, 667.0
-14.64, -3.58, 4.408096274340701, -1350.0, 95.93, 0.0, 0.03, 650.0
-19.36, -1.14, 5.265787795768593, -1080.0, 95.59, 0.15, 0.04, 637.0
-24.41, -2.14, 0.5272738875853471, -450.0, 95.49, 0.14, -0.05, 626.0
-26.78, -2.77, -0.2686028685449382, -420.0, 95.03, 0.14, -0.07, 616.0
-27.34, -2.18, 3.5829104431263548, -960.0, 94.41, 0.14, -0.03, 605.0
-27.86, -2.4, 3.481046250682796, -960.0, 92.52, 0.09, -0.02, 596.0
-24.61, -2.86, 1.8923232086027846, -780.0, 92.97, 0.09, -0.06, 583.0
-24.25, -2.53, 2.771585022744499, -870.0, 92.98, 0.03, -0.02, 571.0
-21.2, -4.01, 0.45346241432555434, -720.0, 91.36, 0.05, -0.08, 561.0
-23.27, -4.14, 1.9459764963090933, -990.0, 92.21, 0.07, -0.08, 547.0
-25.38, -2.23, 10.467390203493427, -2040.0, 91.65, 0.06, 0.04, 524.0
-24.51, 0.0, 18.512017711219745, -2850.0, 88.64, 0.07, 0.12, 503.0
-19.6, 2.33, 21.616025313645345, -2850.0000000000036, 85.21, 0.05, 0.2, 484.0
-20.76, 2.77, 16.430684324624124, -1920.0000000000034, 80.28, -0.04, 0.16, 468.0
-20.56, 2.29, 8.098156018391386, -810.0, 79.04, -0.11, 0.16, 449.0
-19.18, 2.11, 6.560631316138448, -630.0, 80.17, 0.03, 0.17, 434.0
-19.22, 1.54, 8.801321328002192, -1020.0, 79.69, -0.12, 0.19, 421.0
-18.37, 1.38, 10.879581823398834, -1320.0, 78.98, -0.06, 0.16, 402.0
-16.42, 3.19, 12.942462053719705, -1350.0, 78.7, 0.06, 0.2, 382.0
-14.46, 4.87, 12.740833456442182, -1080.0, 77.88, 0.16, 0.19, 371.0
-13.71, 4.3, 10.43861956741203, -810.0, 74.8, 0.04, 0.13, 358.0
-12.56, 4.38, 11.63280012957727, -960.0, 75.09, -0.0, 0.17, 345.0
-2.34, 1.44, 6.955742802294733, -720.0, 73.97, 0.06, 0.12, 322.0
3.15, 0.44, 4.741760659161997, -570.0, 75.04, 0.07, 0.14, 312.0
-2.31, 0.48, 4.765485687496817, -540.0, 71.36, -0.06, 0.23, 299.0
-2.46, -0.73, 0.21962295772072205, -120.0, 71.5, -0.13, 0.13, 287.0
-9.92, 0.38, 4.787087493382401, -570.0, 73.25, -0.0, 0.13, 271.0
-10.55, 0.92, 9.339638724188797, -1110.0, 74.86, 0.01, 0.11, 254.0
-13.07, 2.34, 12.163989556635784, -1290.0, 74.66, 0.04, 0.15, 239.0
