#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-4.12, -2.16, 3.945634188033707, -750.0, 69.95, -0.08, -0.03, 755.0
-1.52, -2.82, 2.814295959851385, -690.0, 69.62, 0.15, -0.09, 742.0
-3.32, -6.04, -3.131044528200337, -360.0, 70.05, -0.12, -0.04, 731.0
-13.11, -5.54, 5.804404473263863, -1440.0, 72.29, 0.12, -0.02, 718.0
-20.14, -4.17, 6.3304861016841745, -1350.0, 73.15, 0.06, -0.02, 693.0
-20.29, -6.22, -0.16667787659072264, -810.0, 75.85, 0.05, -0.09, 681.0
-17.62, -5.89, 5.424272892162894, -1470.0, 73.99, -0.1, 0.03, 664.0
-13.29, -4.49, 3.1871356680943395, -990.0, 73.18, 0.03, -0.02, 638.0
-13.77, -5.48, 0.3662461912200241, -750.0, 72.71, -0.03, 0.0, 626.0
-14.01, -6.06, 3.6985698098192215, -1230.0, 71.66, 0.08, -0.11, 611.0
-18.61, -5.7, 3.8803857275173366, -1230.0, 72.98, 0.08, 0.0, 586.0
-22.13, -6.67, -1.0107387103954188, -720.0, 72.1, -0.02, -0.04, 575.0
-24.48, -7.12, -0.8234512801060658, -780.0, 70.23, 0.05, -0.04, 558.0
-26.94, -6.06, 6.003432243876246, -1470.0, 69.7, 0.05, 0.04, 542.0
-22.52, -4.59, 14.824902177993444, -2310.0, 68.51, -0.1, 0.16, 522.0
-21.95, -5.6, 17.994000591328394, -2790.0, 68.81, -0.16, 0.1, 500.0
-19.07, -3.99, 15.48295139962528, -2250.0, 65.69, 0.03, 0.11, 464.0
-9.4, -5.44, 3.747314425503462, -1110.0, 68.55, 0.02, 0.1, 443.0
-4.1, -4.97, 2.200883950060285, -930.0, 73.57, 0.03, 0.11, 424.0
-10.93, -4.87, 8.203736225517957, -1680.0, 73.34, -0.28, 0.2, 407.0
-4.28, -2.93, 9.144549129795978, -1470.0, 69.61, 0.16, 0.09, 379.0
-7.95, -4.03, 1.3525954784124998, -660.0, 69.73, -0.21, 0.15, 369.0
-7.99, -3.1, 3.6069986637977913, -780.0, 64.69, 0.15, 0.09, 355.0
-9.74, -2.78, 4.9864552884416895, -930.0, 67.56, -0.06, 0.14, 337.0
-5.16, -3.33, 3.5119715368296305, -780.0, 62.84, -0.05, 0.18, 324.0
-6.87, -2.71, 3.901130677720375, -780.0, 66.05, -0.06, 0.08, 311.0
-12.44, -2.11, 4.589141171964798, -780.0, 64.8, 0.03, 0.16, 298.0
-8.77, -2.07, 3.9098408001141958, -690.0, 63.91, 0.15, 0.02, 283.0
-7.4, -2.79, 4.140180154480683, -780.0000000000009, 61.67, -0.03, 0.05, 270.0
-8.58, -3.07, 5.662023930575868, -990.0000000000009, 62.47, -0.19, 0.22, 258.0
-5.05, -3.16, 8.025749379468449, -1200.0, 57.74, 0.1, 0.05, 244.0
-6.27, -2.69, 6.502255894234748, -1020.0, 60.55, 0.12, 0.13, 220.0
