#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
4.08, 9.6, 10.163237489897966, -60.0, 56.58, -0.03, -0.02, 2372.0
3.8, 9.47, 9.756574438700822, -30.0, 55.09, 0.04, -0.03, 2371.0
2.41, 9.89, 9.60667358144686, 30.0, 56.06, 0.04, -0.06, 2373.0
0.52, 10.77, 11.05171349704122, -30.0, 56.55, 0.05, -0.02, 2376.0
0.88, 12.45, 9.924330883423092, 270.0, 56.91, 0.08, -0.03, 2382.0
-0.57, 14.79, 8.495750009786477, 660.0, 55.4, 0.09, 0.0, 2401.0
0.64, 16.63, 8.848452103687489, 810.0, 54.87, 0.05, -0.02, 2416.0
2.55, 17.86, 7.093612281146051, 1110.0, 54.3, 0.0, 0.02, 2434.0
1.48, 19.43, 1.7293139310320669, 1770.0, 52.6, 0.02, -0.03, 2454.0
2.77, 21.16, 3.2738689513615498, 1710.0, 49.02, -0.01, -0.03, 2484.0
-0.11, 22.05, 12.001884044782436, 930.0, 45.67, 0.06, -0.01, 2501.0
1.1, 24.03, 13.44932793291694, 960.0, 44.23, -0.03, -0.02, 2517.0
2.23, 25.27, 6.656145439043097, 1650.0, 43.4, -0.12, -0.02, 2538.0
-0.32, 26.49, 10.199831013063612, 1350.0, 38.37, -0.18, -0.03, 2563.0
1.78, 25.8, 19.777393304942752, 450.0, 30.98, -0.16, -0.03, 2569.0
4.89, 24.87, 21.04146228007592, 270.0, 27.52, -0.14, -0.03, 2570.0
7.56, 17.84, 21.764305772693575, -270.0, 26.13, -0.25, 0.02, 2570.0
5.03, -1.46, 10.515998594358742, -1050.0, 41.86, -0.19, -0.06, 2542.0
2.94, -5.25, 11.239235449066086, -1560.0, 48.01, -0.13, -0.09, 2516.0
1.13, -4.06, 15.126338860036125, -1950.0, 54.18, 0.15, -0.03, 2485.0
2.22, -0.19, 16.32961956858088, -1770.0, 58.29, 0.24, -0.03, 2458.0
3.25, 1.48, 12.765041108604988, -1290.0, 63.47, 0.15, -0.04, 2440.0
5.68, 4.49, 12.778111630894117, -990.0, 67.36, 0.27, 0.01, 2428.0
2.99, 5.14, 9.126315598361431, -480.0, 67.88, 0.16, -0.02, 2423.0
0.68, 6.01, 5.045674783700807, 120.0, 70.41, -0.04, -0.03, 2425.0
-1.12, 6.83, 5.422806870772392, 180.0, 72.38, 0.08, -0.01, 2427.0
-1.23, 6.19, 5.710510413571648, 60.0, 70.8, -0.03, -0.01, 2429.0
1.38, 5.08, 2.392756663409171, 330.0, 69.77, -0.21, 0.0, 2432.0
3.38, 5.16, 2.3567797297446567, 360.0, 72.69, -0.04, -0.05, 2432.0
1.65, 4.61, 4.382986790914882, 30.0, 74.77, -0.07, -0.02, 2429.0
0.78, 3.59, 5.570993640334758, -270.0, 77.13, -0.08, 0.0, 2423.0
-0.59, 3.13, 5.943859248986248, -390.0, 78.45, -0.02, -0.02, 2415.0
