#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-9.35, -2.01, 0.4072507924774782, -300.0, 70.24, 0.08, -0.02, 833.0
-10.56, -1.23, -0.05899317259311876, -150.0, 72.48, 0.16, -0.04, 826.0
-20.56, 0.05, 3.266846918771105, -420.0, 73.91, -0.01, 0.07, 825.0
-25.29, 0.58, 3.4415292667175565, -360.0, 71.21, 0.15, -0.02, 814.0
-26.86, -0.21, 1.2306383484474026, -180.0, 70.7, 0.1, -0.0, 810.0
-27.83, -0.86, 1.3573780517810068, -270.0, 68.92, 0.12, -0.01, 789.0
-26.31, -1.37, 2.104864129263686, -420.0, 68.23, -0.01, -0.01, 783.0
-26.2, -1.74, 3.570550499711536, -630.0, 66.5, 0.0, -0.01, 754.0
-26.88, -2.56, 4.590798146770528, -840.0, 65.67, 0.0, 0.04, 740.0
-26.3, -5.1, 2.1791703882655096, -840.0, 64.0, -0.06, -0.04, 725.0
-21.29, -4.3, 3.6409413037115756, -930.0, 65.44, 0.1, -0.01, 696.0
-14.7, -3.04, 5.814162346739946, -1050.0, 66.71, 0.17, -0.02, 678.0
-9.9, -3.8, 4.510571082049926, -990.0, 67.1, -0.08, 0.01, 661.0
-6.72, -1.72, 7.735756437660483, -1110.0, 65.79, 0.17, -0.0, 642.0
-3.93, -2.03, 15.986542219963598, -2070.0, 64.89, 0.07, 0.01, 607.0
-19.69, -2.53, 21.960105071437592, -2730.0, 63.38, -0.25, 0.19, 595.0
-16.69, -1.47, 18.159794656036535, -2100.0, 58.66, 0.22, 0.17, 572.0
-14.7, -5.25, 4.717746916975514, -1050.0, 56.05, -0.08, 0.04, 578.0
-13.47, -4.2, 4.564427776046899, -1020.0, 64.91, 0.06, 0.09, 558.0
-12.49, -5.64, 7.056029744991673, -1410.0, 60.98, -0.14, 0.23, 537.0
-17.11, -4.59, 5.599052862983314, -1170.0, 63.78, 0.01, 0.05, 507.0
-10.77, -4.36, 7.951582877817693, -1470.0, 67.73, 0.06, 0.17, 457.0
2.6, -7.5, -3.3121358393015683, -480.0, 63.2, 0.07, -0.01, 435.0
13.59, -6.61, -11.078208349509282, 570.0, 72.25, 0.11, -0.07, 411.0
16.89, -5.23, -6.3683348943392835, 150.0, 74.56, 0.08, -0.06, 373.0
17.62, -6.67, -6.00591106093636, -90.0, 76.68, -0.28, -0.1, 361.0
17.13, -5.41, 0.07589627852638259, -750.0, 77.47, 0.01, -0.07, 354.0
14.19, -6.77, 1.1355659549773849, -1080.0, 77.54, -0.36, -0.19, 337.0
12.03, -6.38, 3.3090625316935816, -1350.0, 79.21, 0.01, -0.08, 299.0
11.82, -5.33, 5.144296669843934, -1410.0, 76.59, 0.03, -0.19, 295.0
12.26, -4.52, 4.113461202556813, -1200.0, 78.94, 0.05, -0.1, 272.0
10.82, -4.11, 6.585853104239136, -1500.0, 79.81, 0.13, -0.09, 276.0
