#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-16.19, 1.49, 2.2520306914960644, -120.0, 89.1, 0.09, -0.03, 725.0
-15.74, 1.72, 2.482972688664827, -120.0, 88.99, 0.05, -0.04, 733.0
-12.99, 2.77, 4.909961982536547, -330.0, 87.27, 0.1, -0.01, 728.0
-16.88, 2.64, 4.0225208054293535, -210.0, 85.95, 0.04, -0.05, 751.0
-16.35, 2.13, 2.922634819339508, -120.0, 85.66, 0.06, 0.03, 753.0
-15.84, 1.72, 1.5194118659180282, 30.0, 84.62, -0.04, -0.0, 800.0
-14.85, 1.52, 1.52, 0.0, 83.1, 0.03, -0.02, 793.0
-12.82, 0.33, 1.3549147742665764, -150.0, 82.81, -0.17, 0.03, 791.0
-12.6, -0.37, -0.16229355836291512, -30.0, 81.72, -0.15, -0.02, 781.0
-14.77, 0.42, 2.8612465958715605, -360.0, 83.46, 0.12, -0.03, 772.0
-19.48, 1.13, 7.283567191173553, -900.0, 82.91, 0.12, 0.01, 760.0
-18.28, 1.18, 6.490566346375786, -750.0, 80.02, 0.04, -0.0, 729.0
-17.72, 0.59, 4.222950524978125, -510.0, 79.48, -0.12, -0.01, 731.0
-13.92, 1.29, 7.00048373452154, -780.0, 77.41, -0.02, -0.0, 717.0
-6.06, 0.57, 8.420660856825807, -1050.0, 75.91, -0.04, 0.02, 707.0
-9.46, -0.56, 17.76428720904199, -2370.0, 74.44, -0.18, 0.12, 696.0
-9.54, -1.54, 19.941149988477815, -2550.0, 68.71, 0.07, 0.15, 643.0
-9.38, -1.13, 9.672219017995925, -1350.0, 71.13, -0.08, 0.18, 615.0
-13.05, -0.89, 13.685884592822797, -2010.0, 78.87, 0.04, 0.18, 560.0
-10.23, -1.25, 15.969853996899744, -2130.0, 71.05, 0.06, 0.18, 527.0
-10.9, -1.1, 9.960092928019009, -1410.0, 72.58, 0.02, 0.12, 507.0
-12.08, -1.24, 6.043345097355602, -930.0, 72.44, 0.02, 0.13, 488.0
-9.73, -3.58, 1.0937919581055153, -630.0, 76.35, 0.02, 0.13, 454.0
-10.15, -1.26, 6.8651576671992665, -1140.0, 79.65, 0.11, 0.17, 433.0
-10.98, -2.72, 5.980095143976413, -1200.0, 78.34, -0.23, 0.19, 414.0
-11.05, -3.18, 3.251965472983468, -930.0, 81.98, -0.14, 0.2, 418.0
-12.8, -2.46, 6.685532474953585, -1320.0, 82.01, -0.06, 0.22, 383.0
-11.8, -2.41, 12.64831737156817, -2130.0, 80.96, -0.04, 0.21, 358.0
-12.96, -1.79, 16.452394347705493, -2640.0, 83.28, -0.02, 0.19, 321.0
-10.47, -2.16, 16.126919167463576, -2610.0, 82.14, -0.02, 0.17, 271.0
-9.73, -2.15, 13.47162331480117, -2250.0, 82.51, -0.03, 0.2, 245.0
-7.55, -2.47, 8.454761865741151, -1619.9999999999966, 84.41, 0.04, 0.22, 191.0
