#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-0.35, 6.61, 6.61, 0.0, 56.85, 0.04, 0.01, 1443.0
-0.23, 7.25, 5.8067481407439905, 150.0, 54.49, 0.03, -0.01, 1442.0
0.71, 6.46, 5.863289036255397, 60.0, 51.75, -0.08, -0.01, 1442.0
0.34, 5.55, 6.7668465451928625, -120.0, 50.19, -0.08, 0.0, 1429.0
0.2, 6.16, 9.011137338544458, -270.0, 47.05, -0.03, 0.0, 1424.0
0.52, 5.58, 9.16432430890081, -330.0, 44.94, -0.04, 0.0, 1422.0
-0.2, 7.28, 11.65728313216658, -390.0, 42.56, 0.03, -0.0, 1415.0
1.1, 7.35, 11.477745570892251, -360.0, 41.03, -0.04, -0.0, 1420.0
0.41, 7.19, 11.33954439143519, -360.0, 40.66, -0.03, -0.01, 1413.0
-0.04, 7.57, 13.265240592850034, -480.0, 38.71, -0.0, -0.0, 1406.0
0.96, 8.17, 14.752405025794609, -540.0, 36.93, -0.02, -0.01, 1434.0
-0.32, 7.93, 14.791402140616015, -540.0, 34.24, -0.04, -0.01, 1426.0
-0.31, 9.09, 15.283452714199381, -480.0, 33.24, 0.02, 0.01, 1421.0
1.63, 8.4, 13.927200074368955, -420.0, 31.99, -0.04, -0.02, 1411.0
0.6, 9.54, 15.032271053344145, -420.0, 32.38, 0.0, -0.02, 1402.0
-0.4, 11.09, 20.004453016692075, -660.0, 30.56, 0.02, 0.01, 1393.0
-4.71, 4.87, 17.278668502347575, -930.0, 31.53, -0.39, 0.0, 1384.0
-6.58, -12.81, -0.6801927133807499, -990.0, 36.94, -0.61, 0.05, 1367.0
1.09, -11.79, 0.5853635973638536, -1110.0, 43.54, 0.02, -0.03, 1319.0
4.36, -7.33, 6.762681228802629, -1350.0, 48.69, 0.25, -0.12, 1290.0
3.74, -0.43, 14.440238222542142, -1530.0, 54.58, 0.49, -0.08, 1290.0
1.75, 2.37, 13.507916763388884, -1200.0, 58.11, 0.24, 0.03, 1269.0
0.46, 3.61, 6.311717610721182, -300.0, 60.26, 0.13, 0.01, 1269.0
0.51, 4.23, 1.0435433665133718, 360.0, 61.84, 0.07, -0.02, 1273.0
1.35, 4.1, 0.43440547232059457, 420.0, 63.15, -0.01, -0.01, 1278.0
-0.13, 5.1, 2.7495653965311813, 270.0, 63.35, 0.07, -0.01, 1283.0
0.43, 5.86, 2.4550825968031407, 390.0, 63.11, 0.03, -0.0, 1278.0
0.99, 5.93, 0.17768262348710273, 660.0, 63.37, 0.01, -0.01, 1287.0
1.7, 6.08, 0.3202170715484902, 660.0, 63.25, 0.01, -0.02, 1291.0
1.3, 5.43, 0.9779579321304732, 510.0, 63.16, -0.04, 0.01, 1301.0
-0.12, 6.43, 2.9965087485546875, 390.0, 62.34, 0.03, 0.01, 1310.0
-0.93, 7.53, 2.168448609718838, 600.0, 61.06, 0.04, 0.01, 1345.0
