#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-8.6, 1.27, 7.437875902246594, -750.0, 68.95, 0.05, -0.01, 1272.0
-6.11, 1.35, 7.455018126164212, -750.0, 69.96, -0.02, -0.01, 1259.0
-4.34, 1.1, 6.021841548167043, -600.0, 69.13, -0.03, -0.04, 1248.0
-3.56, 0.89, 5.706820813672954, -600.0, 70.56, 0.02, -0.03, 1236.0
-2.05, 0.86, 7.388557194247265, -810.0, 70.35, -0.08, -0.01, 1224.0
-0.21, 0.51, 7.228977194136889, -810.0, 68.14, -0.08, -0.0, 1211.0
-3.03, -0.22, 6.787981224941251, -840.0, 67.6, -0.02, -0.03, 1198.0
-7.84, -0.85, 7.565975110645102, -1020.0, 68.79, -0.06, 0.0, 1183.0
-9.03, -0.43, 7.893032873231702, -1020.0, 69.88, 0.04, 0.03, 1166.0
-9.7, -0.36, 6.653497563121773, -870.0, 70.36, 0.05, -0.03, 1152.0
-11.84, 0.51, 6.750344126837601, -780.0, 70.86, 0.08, -0.01, 1139.0
-9.95, 0.64, 6.024771977839153, -660.0, 69.69, 0.11, -0.02, 1126.0
-9.55, -0.67, 2.289485863606874, -360.0, 68.84, -0.12, -0.13, 1115.0
-3.91, 0.53, 3.6358896577756745, -390.0, 71.08, -0.0, -0.09, 1103.0
6.83, 1.43, 7.625995881826469, -810.0, 74.11, 0.09, -0.11, 1090.0
15.74, 0.71, 16.608275444999688, -2040.0, 73.54, 0.0, -0.02, 1077.0
19.19, 2.35, 18.19962118263293, -1830.0, 65.0, 0.11, 0.05, 1056.0
11.65, 3.0, 5.269269711019268, -270.0, 66.67, 0.07, 0.05, 1049.0
9.4, 2.33, 1.584372398816696, 90.0, 68.04, 0.01, -0.02, 1042.0
14.59, 2.49, 4.969269810706266, -300.0, 68.31, 0.12, -0.03, 1033.0
22.23, 1.02, 7.9675933557248655, -840.0, 68.44, -0.07, 0.03, 1023.0
26.94, 0.75, 10.313090396262519, -1109.9999999999966, 64.73, 0.24, 0.04, 1012.0
26.44, 0.32, 8.628172833428405, -929.9999999999966, 61.27, 0.27, 0.05, 1002.0
23.96, -5.57, -1.0653612817012732, -510.0, 62.08, -0.2, 0.01, 990.0
27.25, -5.72, 1.810097896715412, -870.0, 64.13, 0.07, 0.0, 972.0
30.01, -6.58, 5.992926365883735, -1470.0, 65.74, 0.09, 0.01, 949.0
30.73, -6.27, 9.022121091740084, -1770.0, 65.15, 0.33, 0.06, 925.0
31.68, -4.82, 9.649902405262718, -1650.0, 63.63, 0.48, 0.07, 905.0
29.98, -8.84, 7.055317201970615, -1800.0, 63.19, -0.06, 0.06, 886.0
33.95, -11.81, 6.523256114790504, -2160.0, 67.35, 0.31, 0.08, 838.0
30.83, -12.29, 7.404106541596981, -2340.0, 68.43, 0.31, 0.09, 809.0
29.74, -11.3, 6.035165490657668, -2040.0, 67.06, 0.45, 0.21, 783.0
