#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
12.49, -5.56, -0.5913544395304111, -660.0, 75.25, 0.02, 0.02, 697.0
10.98, -5.21, -1.9318509808220683, -450.0, 77.71, 0.06, 0.1, 683.0
4.08, -5.06, 1.047036507457734, -840.0, 77.97, 0.06, 0.07, 668.0
2.7, -4.61, 0.7679116241985788, -720.0, 75.86, 0.03, 0.02, 653.0
0.47, -4.36, 0.9699940200577171, -720.0, 76.54, 0.04, 0.1, 638.0
-13.45, -4.05, -0.1774872638807632, -510.0, 74.57, 0.0, 0.06, 627.0
-25.44, -5.62, -4.288432898029767, -180.0, 76.49, 0.04, -0.02, 615.0
-32.04, -8.57, -5.264169245002569, -450.0, 77.06, 0.14, -0.09, 603.0
-36.93, -8.07, 0.6302673275130086, -1170.0, 76.38, 0.22, -0.12, 590.0
-35.21, -6.17, 7.846863789494391, -1830.0, 74.61, -0.06, 0.04, 573.0
-36.98, -4.56, 14.262513112491508, -2340.0, 71.62, 0.07, 0.13, 550.0
-37.86, -5.73, 11.616186792959727, -2070.0, 68.42, 0.16, 0.13, 524.0
-40.0, -6.47, 7.583384267908754, -1740.0, 70.76, 0.13, 0.17, 496.0
-40.79, -6.83, 9.433882249470463, -2040.0, 71.93, 0.08, 0.17, 464.0
-43.71, -8.05, 9.806384320022087, -2250.0, 72.46, 0.22, 0.07, 430.0
-40.21, -5.99, 19.89241210258848, -3330.0, 75.33, 0.29, 0.1, 394.0
-32.53, -6.83, 16.098865697929043, -2910.0, 73.76, 0.25, 0.1, 330.0
-24.28, -5.21, 8.119927592588265, -1770.0, 75.81, 0.44, 0.13, 302.0
-17.18, -4.59, 7.7927876196107295, -1620.000000000001, 74.6, 0.12, 0.14, 278.0
-9.0, -4.08, 3.4623497723595973, -990.0000000000009, 74.48, 0.13, 0.12, 261.0
-3.6, -4.8, -0.1310803951204127, -600.0, 72.79, 0.02, 0.08, 248.0
-0.41, -4.23, 0.6830726451234588, -630.0, 72.64, 0.0, 0.09, 238.0
5.97, -2.9, -1.70726818246225, -150.0, 71.16, 0.28, 0.05, 228.0
19.74, -6.33, -6.33, 0.0, 72.37, -0.14, 0.04, 221.0
20.56, -9.13, -0.4387851603420998, -1050.0, 68.5, 0.05, 0.12, 211.0
17.27, -10.88, 0.40012542695617803, -1290.0, 63.51, 0.09, 0.04, 197.0
22.24, -10.05, -2.4348452454252385, -870.0, 63.09, 0.06, 0.05, 182.0
20.17, -9.74, -4.795029173560057, -570.0, 63.76, 0.05, 0.2, 166.0
14.18, -9.37, -11.913526271202887, 300.0, 65.84, -0.23, -0.01, 149.0
4.98, -5.88, -4.096756946759632, -240.0, 76.16, 0.2, -0.04, 131.0
-0.23, 1.16, 11.226396636035672, -1290.0, 72.88, 0.58, -0.01, 116.0
-4.13, 6.35, 8.227961590581444, -240.0, 72.32, 0.19, -0.06, 117.0
