#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-7.34, 1.18, -1.8511890376452358, 390.0, 72.83, -0.26, 0.03, 691.0
-13.01, 0.66, 1.1052755533434782, -60.0, 76.24, 0.14, -0.04, 678.0
-16.91, 1.92, 6.174781784361301, -600.0, 79.86, 0.18, -0.03, 670.0
-17.11, 2.65, 5.655198549699346, -420.0, 79.11, 0.09, -0.03, 667.0
-20.99, 1.37, 3.086508853266139, -240.0, 79.12, -0.02, -0.03, 655.0
-27.5, 2.4, 6.0210891150826304, -510.0, 79.74, 0.2, -0.01, 654.0
-28.72, 3.23, 5.157493595055056, -270.0, 79.27, 0.22, -0.03, 649.0
-30.22, 2.31, 2.31, 0.0, 78.87, 0.44, -0.03, 662.0
-28.89, 1.78, 2.860918245600161, -150.0, 78.52, 0.07, -0.03, 668.0
-30.5, 1.35, 3.9910492098494066, -360.0, 77.15, 0.06, -0.01, 666.0
-27.11, -0.18, 3.3533759932293883, -480.0, 76.91, -0.0, -0.01, 640.0
-25.19, -1.03, 1.8853959171978205, -390.0, 75.72, 0.06, -0.02, 634.0
-21.54, 0.79, 3.661743815796759, -390.0, 76.87, 0.13, -0.04, 632.0
-14.63, 0.58, 3.9749232534078724, -450.0, 75.04, 0.03, -0.07, 615.0
-6.64, -0.2, 5.532327393190671, -750.0, 74.15, -0.1, -0.08, 603.0
-7.34, -0.37, 15.415912068473613, -2040.0, 74.05, 0.06, -0.02, 576.0
1.1, 0.93, 26.98825285732663, -3030.0, 67.78, 0.14, 0.25, 565.0
-6.73, -6.43, 7.838039650513359, -1650.0, 64.92, -0.27, 0.06, 525.0
-5.89, -4.6, 6.740244031506091, -1380.0, 69.48, 0.05, 0.16, 500.0
-3.28, -4.32, 11.618292934758903, -1890.0, 67.57, 0.08, 0.19, 479.0
-8.04, -3.44, 4.088935348007585, -930.0, 70.09, -0.05, 0.13, 461.0
-13.92, -1.22, 7.641629093441055, -1170.0, 75.0, 0.06, 0.16, 442.0
-14.01, 1.0, 14.927184657726913, -1800.0, 73.85, 0.12, 0.26, 423.0
-12.83, 2.53, 11.105810167085147, -1080.0, 71.52, 0.08, 0.2, 411.0
-11.56, 0.94, 3.4704399966732127, -330.0, 73.81, -0.04, 0.14, 396.0
-10.74, 0.54, 6.590058078512383, -780.0, 73.08, -0.0, 0.16, 384.0
-13.28, 1.3, 7.315621233695134, -750.0, 70.67, -0.16, 0.13, 360.0
-15.39, 1.98, 6.420495257157434, -570.0, 72.7, -0.1, 0.15, 352.0
-11.27, 2.43, 10.748303154845042, -1050.0, 71.67, 0.09, 0.18, 332.0
-8.04, 2.05, 11.471482639761685, -1170.0, 70.58, 0.06, 0.17, 310.0
-9.37, 3.48, 11.883921134986624, -1020.0, 68.93, 0.06, 0.18, 294.0
-9.07, 2.57, 8.566034853114251, -720.0, 67.71, -0.04, 0.17, 276.0
