#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
2.13, 3.46, 3.260144028572244, 30.0, 84.93, 0.06, -0.01, 774.0
0.58, 4.06, 4.462462900220227, -60.0, 84.35, 0.06, 0.01, 775.0
-0.1, 3.99, 3.3757397446762636, 90.0, 82.9, 0.08, -0.01, 777.0
0.55, 4.32, 3.7086894859529744, 90.0, 83.3, 0.19, 0.01, 781.0
-0.46, 5.5, 5.70893366385038, -30.0, 81.24, 0.2, -0.0, 785.0
8.01, 7.06, 1.9793142580226233, 690.0, 76.94, 0.04, 0.06, 794.0
1.05, 7.39, -1.7511480958116037, 1200.0, 74.59, -0.06, -0.04, 812.0
0.15, 4.64, -0.04181208180826079, 600.0, 72.59, -0.17, -0.08, 817.0
-0.12, 3.02, 2.7812017111143397, 30.0, 71.08, -0.16, -0.06, 817.0
2.55, 1.9, 3.588933219493688, -210.0, 70.36, -0.11, -0.05, 813.0
3.61, -0.2, 3.176933682886418, -420.0, 70.41, -0.14, -0.06, 803.0
1.35, -1.81, 4.173329821156578, -750.0, 71.05, -0.15, -0.05, 791.0
3.19, -1.53, 6.367552138576166, -990.0, 71.15, -0.03, -0.02, 774.0
2.74, -2.01, 6.646296902334315, -1080.0, 70.86, -0.05, -0.07, 756.0
11.91, -2.04, 7.273628075545804, -1170.0, 71.39, -0.03, -0.09, 737.0
23.39, -2.36, 17.135404270263653, -2460.0, 72.79, 0.06, -0.03, 715.0
26.61, -2.83, 18.090766730792225, -2550.0, 70.52, 0.19, 0.05, 673.0
28.22, -2.5, 10.054695813816497, -1530.0, 69.77, 0.21, 0.05, 656.0
31.59, -3.82, 5.930228099425911, -1260.0, 73.47, 0.1, 0.04, 625.0
30.86, -3.8, 4.307560909220697, -1050.0, 73.52, 0.14, 0.05, 609.0
29.18, -2.48, 6.355659070529626, -1140.0, 73.29, 0.31, 0.01, 590.0
25.06, -2.02, 8.248840341344037, -1320.0, 73.12, 0.24, 0.07, 576.0
20.38, -0.31, 10.296137539029205, -1320.0, 70.82, 0.27, 0.07, 564.0
18.58, -0.11, 4.571846103417065, -570.0, 68.99, 0.18, 0.06, 554.0
12.7, 0.47, 1.1865122690709224, -90.0, 71.07, 0.09, 0.05, 545.0
8.16, 0.14, 0.6121536952285258, -60.0, 71.9, -0.06, 0.04, 535.0
5.53, 0.82, 1.9786955803011685, -150.0, 73.25, 0.03, -0.02, 527.0
4.17, 2.64, 5.884975436788565, -420.0, 73.27, 0.08, -0.02, 515.0
2.67, 3.9, 7.831118729809676, -510.0, 73.46, 0.13, -0.02, 507.0
1.65, 3.78, 7.035650939713472, -420.0, 73.03, 0.01, -0.01, 502.0
1.79, 2.43, 5.042248476830597, -330.0, 71.5, -0.06, -0.01, 497.0
1.29, 1.46, 3.611499661401744, -270.0, 71.02, -0.08, -0.04, 491.0
