#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-27.14, 3.47, 11.32492365620061, -960.0, 69.57, 0.22, 0.06, 1631.0
-28.4, 1.51, 8.528875692152129, -840.0, 67.45, 0.03, 0.04, 1619.0
-27.11, 0.98, 7.134699899378669, -750.0, 69.16, 0.11, 0.08, 1600.0
-24.52, -0.2, 4.589604892451555, -600.0, 70.96, 0.06, 0.0, 1592.0
-27.14, 1.04, 6.90811281811399, -750.0, 72.44, 0.15, 0.04, 1580.0
-28.84, 2.16, 11.3246933113464, -1140.0, 70.68, 0.15, 0.08, 1567.0
-29.63, 1.75, 10.877239055302727, -1110.0, 69.19, 0.15, 0.06, 1552.0
-28.0, 0.67, 7.950549399586919, -900.0, 70.13, 0.2, 0.05, 1538.0
-29.74, 2.71, 10.54794793405188, -1020.0, 73.86, 0.14, 0.07, 1511.0
-31.68, 3.89, 12.638090618630176, -1110.0, 72.07, 0.06, 0.11, 1497.0
-33.84, 2.99, 9.416717168980368, -810.0, 71.46, 0.04, 0.1, 1513.0
-33.51, 0.41, 3.2885210943809695, -360.0, 70.79, 0.18, 0.0, 1501.0
-29.47, -0.76, 0.17189577955824742, -120.0, 72.86, 0.15, 0.01, 1485.0
-21.76, -1.3, 2.321543889809363, -480.0, 75.04, -0.01, -0.07, 1468.0
-20.84, 0.41, 10.600577226106637, -1350.0, 75.35, 0.1, 0.01, 1457.0
-26.53, 3.0, 17.90322706970969, -1920.0, 73.72, 0.04, 0.1, 1440.0
-28.38, 3.64, 15.00294126177579, -1410.0, 70.67, 0.07, 0.11, 1410.0
-27.8, 1.85, 8.801931911878738, -870.0, 70.98, 0.1, 0.04, 1385.0
-29.05, 1.47, 9.769643442647736, -1050.0, 71.83, 0.07, 0.06, 1364.0
-29.16, 0.88, 11.699151711488732, -1350.0, 71.02, 0.1, 0.06, 1329.0
-28.88, -0.18, 10.127946384684684, -1290.0, 71.19, 0.12, 0.05, 1308.0
-30.07, 0.53, 9.597617188645735, -1170.0, 73.31, 0.27, 0.05, 1289.0
-30.99, 0.57, 8.484508906811364, -1020.0, 73.15, 0.2, 0.02, 1269.0
-27.6, 0.93, 6.140375367038829, -690.0, 75.03, 0.35, -0.0, 1249.0
-26.54, 0.29, 5.291294280811009, -660.0, 74.76, 0.08, -0.01, 1236.0
-32.3, 2.88, 12.630134607487985, -1290.0, 75.22, 0.12, 0.13, 1232.0
-31.6, 4.04, 12.05546763387327, -990.0, 70.11, 0.3, 0.11, 1209.0
-29.64, 0.65, -0.48559302723127773, 150.0, 74.74, -0.02, 0.02, 1201.0
-30.72, 1.71, 2.779340977362298, -150.0, 79.37, 0.18, 0.06, 1183.0
-30.81, 1.68, 5.61472500500836, -540.0, 77.71, 0.09, 0.08, 1174.0
-29.61, 0.47, 1.3438425370988016, -120.0, 77.7, 0.23, 0.0, 1138.0
-32.97, -0.7, 0.5915422865306115, -180.0, 78.86, 0.17, -0.04, 1131.0
