#Roll, Pitch, AOASimple, VSpd Calculated, IAS, NormAc, LatAc, AltAGL
-0.73, 11.41, 9.335645170295244, 270.0, 73.66, 0.07, -0.03, 979.0
1.79, 10.62, 6.636193987168861, 510.0, 72.49, -0.07, -0.04, 986.0
1.76, 10.55, 7.781089776291721, 360.0, 73.59, 0.01, -0.05, 995.0
1.38, 10.27, 8.40851758090524, 240.0, 72.96, 0.01, -0.01, 1001.0
1.31, 11.2, 12.430243389373556, -159.00000000000546, 73.13, 0.0, -0.04, 1012.0
1.43, 11.03, 12.283908956083863, -159.00000000000546, 71.75, 0.01, -0.01, 1020.0
0.18, 11.23, 3.486904008717044, 999.0000000000055, 73.22, 0.09, -0.01, 1029.0
0.48, 11.3, 2.0795808105887463, 1179.0000000000055, 72.66, 0.06, -0.06, 1036.0
1.63, 10.38, 4.244832217410759, 780.0, 72.07, -0.06, -0.04, 1050.0
4.3, 10.84, 5.525929905874354, 690.0, 73.57, -0.07, -0.04, 1059.0
2.67, 11.02, 7.745496839455482, 420.0, 72.61, -0.06, -0.04, 1067.0
2.59, 11.13, 8.774817006457058, 300.0, 72.09, -0.04, -0.0, 1075.0
1.2, 11.4, 7.286017681514448, 510.0, 70.2, 0.2, -0.05, 1073.0
4.17, 10.95, 5.2993877402643825, 720.0, 72.21, -0.09, 0.02, 1088.0
5.09, 12.07, 11.204437681605434, 110.99999999999454, 72.56, 0.05, -0.02, 1080.0
2.14, 11.23, 22.474690952018868, -1389.0000000000055, 70.34, -0.13, -0.01, 1094.0
-1.61, 11.26, 17.13060341219031, -720.0, 69.78, 0.07, 0.0, 1106.0
1.02, 10.55, 1.9812256118872202, 1050.0, 69.89, -0.05, -0.09, 1101.0
2.14, 10.32, 2.4657738159744893, 990.0, 71.54, -0.01, -0.07, 1139.0
0.64, 10.06, 4.445588106498487, 690.0, 69.97, -0.1, -0.03, 1155.0
4.76, 10.51, 3.5570836923629816, 870.0, 70.97, 0.0, 0.03, 1170.0
1.78, 9.21, -0.45534712105056663, 1200.0, 70.58, -0.03, -0.07, 1194.0
5.08, 9.54, 1.3373682685995014, 1080.0, 74.75, -0.05, -0.02, 1213.0
8.64, 9.0, 1.4688694339242891, 960.0, 72.33, -0.08, -0.02, 1241.0
6.11, 9.24, 1.8727733018956538, 960.0, 73.93, -0.02, -0.04, 1241.0
1.49, 8.69, 2.3329620289015116, 810.0, 72.24, -0.01, -0.0, 1258.0
3.83, 8.56, 0.7035635762028916, 990.0, 71.52, -0.09, 0.06, 1256.0
4.98, 10.0, 1.4542862820400906, 1080.0, 71.77, 0.03, -0.04, 1271.0
4.37, 9.72, 2.752086393343844, 900.0, 73.26, -0.03, -0.02, 1275.0
6.26, 10.1, 3.525906292329263, 870.0, 75.04, -0.07, -0.05, 1281.0
6.44, 10.32, 5.350692405937654, 660.0, 75.24, -0.13, -0.01, 1293.0
6.39, 10.91, 7.062805643479807, 510.0, 75.06, -0.16, 0.04, 1297.0
